split,sample_id,content,label,data_origin,category,sender_type,has_url,has_phone_number,obfuscation_level,teacher_p1_t1,teacher_p1_t2,teacher_pred,teacher_confidence,teacher_agree_label,distill_weight,student_model,student_p0,student_p1,student_pred,student_confidence,student_agree_label,error_type
train,ViSmish_04940,"DIEN LUC thong bao khach hàng Nguyễn Hoàng AnhPE12DN0456789, co tong so hoa don 1, voi tong tien 607262dong. De nghi Quy khach thanh toan trong vong 2 ngay ke tu khi nhan duoc tin nhan. Neu Quy khach da thanh toan, vui long bo qua tin nhan nay.",1,real,Dịch vụ công giả,brandname,0,0,Level 1 - Leet nhẹ,0.032771613,0.15545574,0,0.96722835,False,0.3,tfidf_char_wb_3_5_logreg_soft_target,0.6161774386552727,0.38382256134472725,0,0.6161774386552727,False,FN
train,ViSmish_04995,"ACB CANH BAO SMS LUA DAO: Hien co thu doan SMS GIA MAO dau so ACB moi KH dang nhap link gia, cung cap USER, MAT KHAU, OTP. ACB HOAN TON KHONG ng tin tren Quy KH https://live hoac tai app Appacb.appstore",1,real,Giả mạo ngân hàng,personal_number,1,0,Level 2 - Leet nặng,0.74788713,0.63266987,1,0.74788713,True,0.7,tfidf_char_wb_3_5_logreg_soft_target,0.654772519172095,0.34522748082790505,0,0.654772519172095,False,FN
train,ViSmish_05130,"HUIT – Chuc mung Ban da TRUNG TUYEN CHINH THUC! Moi ban den HUI nhap hoc tu ngay 18/8 den 17h00 ngay 27/8/2024. Dong thoi, HUIT tang ngay uu dai 3 trieu dong danh cho 2.000 thi sinh nhap học som nhat. Tra cuu ket qua tai: huit.edu.vn/kqtt. Lien he: 02871085555, 0949981717, Zalo:",1,real,Khác,brandname,1,1,Level 2 - Leet nặng,0.06064245,0.20260361,0,0.9393576,False,0.3,tfidf_char_wb_3_5_logreg_soft_target,0.5807455342892427,0.41925446571075725,0,0.5807455342892427,False,FN
train,ViSmish_05675,Em Hà day. Goi lai vao so 0978123456 em co viec gap.,0,real,Tin nhắn cá nhân và OTP,personal_number,0,1,NONE,0.00053634564,0.022640867,0,0.9994636,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.4256348197812335,0.5743651802187665,1,0.5743651802187665,False,FP
train,ViSmish_06125,"[TPBank] Quý khách có 1,000 điểm thưởng sắp hết hạn. Truy cập ngay App TPBank để đổi sang dặm phí thường niên.",0,synthetic,Ngân hàng thật,brandname,0,0,NONE,0.0009214965,0.029474996,0,0.9990785,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.48649986494812025,0.5135001350518797,1,0.5135001350518797,False,FP
train,ViSmish_06205,"OCBC: Please allow 1-2 hours for PAYEE MR  J  D O E  to be succesfully added. If this was NOT you, please verify: payee-ocbc.com",1,real,Giả mạo ngân hàng,brandname,1,0,Level 2 - Leet nặng,0.997101,0.94883835,1,0.997101,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5566379199153724,0.4433620800846276,0,0.5566379199153724,False,FN
train,ViSmish_06526,"LENH TRUY NA: Can cu tai lieu thu thap duoc, ngay 09/03/2022 Co quan canh sat dieu tra Cong An chi thuc TRUY NA ONG/BA va DONG PHAM ve hanh vi LUA DAO, CAU KET, CHIEM DOAT TAI SAN. NOI TRONG 48H TOI Doi Tuong khong tu giac trinh dien se tien hanh Chuyen giao Khoan Vay cho C0NG TY DOI N0 THUE",1,real,Đòi nợ / Đe dọa,personal_number,0,0,Level 2 - Leet nặng,0.99908674,0.97065365,1,0.99908674,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.6065239615107834,0.3934760384892166,0,0.6065239615107834,False,FN
train,ViSmish_06698,"Thue bao cua quy khach sap bi tam khoa 2 chieu, do chua nang cap len sim 4G. vui long lam theo huong dan cua nhan vien, de duoc ho tro nang cap mien phi va tiep tuc su dung dich vu. Xin cam on!",1,real,Khác,personal_number,0,0,Level 0 - Formal,0.97801924,0.86962897,1,0.97801924,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.743556497327806,0.25644350267219396,0,0.743556497327806,False,FN
train,ViSmish_07203,"Xin Quý khách hãy lưu ý, Vietcombank KHÔNG gửi tin nhắn SMS đi kèm các đường link đăng nhập dịch vụ VCB Digibank. Các tin nhắn có đường link đăng nhập dịch vụ ĐỀU LÀ GIẢ MẠO. Quý khách tuyệt đối KHÔNG BẤM vào đường link nếu nhận được tin nhắn có nội dung nêu trên. Vui lòng tham khảo thêm thông tin tại đây: bit.ly/smsmaodanh",0,real,Ngân hàng thật,personal_number,1,0,NONE,0.0009012316,0.029158313,0,0.9990988,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.28273135139148964,0.7172686486085104,1,0.7172686486085104,False,FP
train,ViSmish_07545,[ĐẠI HỌC NGOẠI THƯƠNG] CHÚC MỪNG EM ĐÃ ĐỦ ĐIỀU KIỆN TRÚNG TUYỂN Chương trình Đào tạo Quốc tế với 2 chuyên ngành: - Báo chí & Truyền thông Đại chúng - Kinh doanh & Thương mại Quốc tế Để lại email để nhận hướng dẫn hồ sơ nhập học. SĐT/ZALO: 0906 888 948 (Ban tuyển sinh),0,real,Khác,personal_number,0,1,NONE,0.8902887,0.7401689,1,0.8902887,False,0.3,tfidf_char_wb_3_5_logreg_soft_target,0.3947007802314234,0.6052992197685766,1,0.6052992197685766,False,FP
train,ViSmish_07599,CUC AN NINH MANG: Khuyến cáo người dân không truy cập vào các đường link lạ gửi qua SMS để tránh bị đánh cắp thông tin cá nhân và tài khoản ngân hàng.,0,synthetic,Dịch vụ công thật,brandname,0,0,NONE,0.001282769,0.03459878,0,0.9987173,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.49716675350430706,0.5028332464956929,1,0.5028332464956929,False,FP
train,ViSmish_07805,"Het tien ma k muon phien nguoi khac,ting ting co den 1O0tr vnd.(WaO0).Dang ki ngay: http://coccit.xyz/r/1qE1MmvkJW .",1,real,Khác,personal_number,1,0,Level 1 - Leet nhẹ,0.998408,0.961602,1,0.998408,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5316562561742557,0.46834374382574434,0,0.5316562561742557,False,FN
train,ViSmish_07960,"Nhan thay co hanh vi LOI DUNG TIN NHIEM, CHIEM DOAT TAI SAN. yc tt gap truoc 13g 16/2/2025, neu van bat hop tac ben toi ban giao HS den Trung Tam Quan Ly No Quoc Gia CIC (gay anh huong den uy tin- danh du- tai san- gia dinh va nhung nguoi co lien quan) toan bo hinh anh, bang chung vi pham. LH 0867256447 de giai quyet.",1,real,Đòi nợ / Đe dọa,personal_number,0,0,Level 2 - Leet nặng,0.99814475,0.9586691,1,0.99814475,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5095727463299967,0.4904272536700033,0,0.5095727463299967,False,FN
train,ViSmish_08221,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,real,Khác,shortcode,0,0,Level 0 - Formal,0.0017457802,0.04014042,0,0.99825424,False,0.3,tfidf_char_wb_3_5_logreg_soft_target,0.8027319617254354,0.19726803827456466,0,0.8027319617254354,False,FN
train,ViSmish_08269,Anh oi Em vua tron 20t Ng.u.c dep dang chuan DIU dang Muon KIEM them thu nhap Em co the den tan noi phuc~vu Lien he zalo: 528450052 CSU,1,real,Nội dung nhạy cảm,personal_number,0,1,Level 3 - Dot/Dash,0.9015568,0.7516294,1,0.9015568,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5653297380911833,0.4346702619088168,0,0.5653297380911833,False,FN
train,ViSmish_08408,"Mình vừa kiếm bộn tiền chỉ trong 1 tháng nhờ app này. Tham gia ngay bằng cách xem video và chia sẻ thôi, dễ như ăn kẹo ấy!",1,paraphrased,Crypto / Đầu tư giả,personal_number,0,0,Level 0 - Formal,0.999488,0.97786725,1,0.999488,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.6517929266762041,0.3482070733237959,0,0.6517929266762041,False,FN
train,ViSmish_08951,Nghe máy đi Có chuyện cần nhờ Em là bạn của Tiến đúng ko? A ở cùng nhà vs Tiến E có số người thân của Tiến ko ?. Gửi cho a vs. Gấp e à,1,real,Khác,personal_number,0,0,Level 0 - Formal,0.99924076,0.97317344,1,0.99924076,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.7797452933716866,0.22025470662831334,0,0.7797452933716866,False,FN
train,ViSmish_09180,"Bên Em Nhận Làm Các Loại GPLX Máy A1,Ôtô B2,C,..CMND,Căn Cước, Đăng Ký Xe Các Loại,Bằng Cấp 3 Đến Đại Học & Tất Cả Giấy Tờ Khác.LiênHệ: 0798 995 388 Giao Toàn Quốc",1,real,Khác,personal_number,0,1,Level 2 - Leet nặng,0.9994931,0.97797626,1,0.9994931,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5958909413225854,0.40410905867741465,0,0.5958909413225854,False,FN
train,ViSmish_09829,"Chi con 5 phut, Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT se bat dau. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.",1,real,Khác,brandname,1,1,Level 2 - Leet nặng,0.0015581821,0.0380033,0,0.9984419,False,0.3,tfidf_char_wb_3_5_logreg_soft_target,0.5760465400849024,0.42395345991509753,0,0.5760465400849024,False,FN
train,ViSmish_10003,"DIEN LUC thong bao khach hang Đỗ Thị Thanh, PE08BD0567890, co tong so hoa don 1, voi tong tien: 160956dong. De nghi Quy khach thanh toan trong vong 2 ngay ke tu khi nhan duoc tin nhan. Neu Quy khach da thanh toan, vui long bo qua tin nhan nay.",1,real,Dịch vụ công giả,brandname,0,0,Level 1 - Leet nhẹ,0.8844671,0.7345273,1,0.8844671,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.697290149277451,0.3027098507225489,0,0.697290149277451,False,FN
train,ViSmish_10063,Ban co quen thanh toan cho don hang nay khong? Sieu Sale 9.9 se ket thuc trong 2 ngay. Kiem tra ngay https://qyy.nu/pLSACb9c,1,real,Khác,brandname,1,0,Level 0 - Formal,0.99950564,0.9782451,1,0.99950564,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5290726236573686,0.4709273763426314,0,0.5290726236573686,False,FN
train,ViSmish_10416,WECARE.vn - Ma uu dai: LLU2mjz913 cho dich vu: GIAI NHIET MUA HE UONG 2 TANG 1 CO HOI TRUNG THUONG 1 TY DONG TAI VUVUZELA.,1,real,Khác,personal_number,1,0,Level 2 - Leet nặng,0.99947256,0.97754276,1,0.99947256,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.7358913134732739,0.2641086865267262,0,0.7358913134732739,False,FN
