split,sample_id,content,label,data_origin,category,sender_type,has_url,has_phone_number,obfuscation_level,student_model,student_p0,student_p1,student_pred,student_confidence,student_agree_label,error_type
train,ViSmish_00727,BHXH Viet Nam thong bao: The BHYT cua Quy khach sap het han su dung. Vui long lien he co quan BHXH gan nhat de duoc huong dan gia han. LH: 19009068.,0,synthetic,Dịch vụ công thật,brandname,0,1,NONE,char_bilstm_hard,0.30619287,0.6938071,1,0.6938071,False,FP
train,ViSmish_00790,"[QC] Mua SIM online dễ dàng, giao nhận tận nơi! Đăng ký trực tuyến trên My Viettel mọi lúc, mọi nơi mà không cần đến cửa hàng: Khách hàng có thể lựa chọn số ưng ý, sở hữu chính chủ, số hợp mệnh... rước lộc vào nhà chỉ với 50.000đ (SIM trả trước) và 60.000đ (SIM trả sau). Chi tiết truy cập https://myviettel.go.link/a89yX hoặc LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199.",0,real,Quảng cáo hợp lệ,brandname,1,0,NONE,char_bilstm_hard,0.4518208,0.5481792,1,0.5481792,False,FP
train,ViSmish_00793,"Lan ơi tớ đang cần gấp một mã thẻ cào Mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1,synthetic_hard_negative,Khác,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.51010513,0.48989487,0,0.51010513,False,FN
train,ViSmish_00830,"(TB) Để phòng ngừa tai nạn đuối nước dịp Tết Nguyên Đán, Công an tỉnh khuyến cáo: Thường xuyên giám sát kỹ trẻ em, cho trẻ biết mối nguy hiểm đuối nước, không để trẻ chơi đùa quanh ao, hồ, đặc biết là các công trường xây dựng; Khi đi tắm biển, sông, hồ chỉ nên tắm gần bờ, không xuống nước khi đã xử dụng rượu, bia; Khi phát hiện thấy người bị đuối nước, nhanh chóng kêu gọi mọi người đến hỗ trợ và gọi ngay 114 hoặc sử dụng App ""Báo cháy 114"".",0,real,Dịch vụ công thật,brandname,0,0,NONE,char_bilstm_hard,0.4139663,0.5860337,1,0.5860337,False,FP
train,ViSmish_00867,"Tụi trẻ con giờ đếu học hành gì chỉ suốt ngày tóp tóp, đi trên đg thì suốt ngày thấy phóng lợn , haizz",0,external_real,P2P hội thoại thông thường,personal_number,0,0,NONE,char_bilstm_hard,0.4074338,0.5925662,1,0.5925662,False,FP
train,ViSmish_00918,[UBND TP.HCM] Xac nhan: Ho so cap the CCCD cua Tran Thi Lan can xac minh them thong tin. Goi 19001234 trong gio hanh chinh de dat lich phong van.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 2 - Leet nặng,char_bilstm_hard,0.6875979,0.31240216,0,0.6875979,False,FN
train,ViSmish_00928,"trước nay vẫn nghĩ chị iu theo đuổi hình tượng giống kiểu idol kpop nên là với khả năng của chị tham gia vào mô hình nhóm nhạc ms ổn, chỉ việc hát vài câu phần còn lại đồng đội gánh, hát nhảy tàm tạm k phá game là được việc của chị là lung linh trên sân khấu thôii =)))",0,external_real,P2P hội thoại thông thường,personal_number,0,0,NONE,char_bilstm_hard,0.06573027,0.9342697,1,0.9342697,False,FP
train,ViSmish_00994,"Tổng kết 2023 Viettel và Bạn: Chúng ta đã bên nhau 15 tháng Trong năm 2023 bạn đã gọi đi 4 phút, dùng 5.26GB data. Mỗi tháng bạn liên lạc khoảng 2 người, lướt mạng khoảng 30 ngày; ứng dụng ưa thích của bạn chắc hẳn là YOUTUBE Viettel đã tặng bạn 138 đồng khuyến mại và 12GB data miễn phí. Chào 2024, Viettel gửi tặng bạn nhiều món quà hấp dẫn tại http://viettel.vn/tangqua. Cảm ơn bạn vì đã luôn tin tưởng và đồng hành cùng Viettel. Trân trọng!",0,real,Khác,shortcode,1,0,NONE,char_bilstm_hard,0.35095406,0.64904594,1,0.64904594,False,FP
train,ViSmish_01174,"THE THAO THUONG 2TR3, SLOT THUONG 230K TANG 90K KHI XAC MINH TAI KHOAN NAP TIEN LAN DAU TANG NGAY 50K DKY TAI: https://t.ly/oScnl lMEtM",1,real,Cờ bạc / Betting,personal_number,1,0,Level 2 - Leet nặng,char_bilstm_hard,0.58658946,0.4134105,0,0.58658946,False,FN
train,ViSmish_01214,"TB CẤP BÁCH: Tài khoản của anh Trường (CMND: 182937456) đang nợ 8.200.000 VND tại HD Saison. Nếu trước 15h ngày 28/11 không thanh toán, chúng tôi sẽ công khai thông tin cá nhân trên toàn bộ mạng xã hội và gửi đến mọi tổ chức tín dụng.",1,paraphrased,Đòi nợ / Đe dọa,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.9269652,0.07303484,0,0.9269652,False,FN
train,ViSmish_01229,UBND TP.HCM: Moi Nguyen Van Hung tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 0 - Formal,char_bilstm_hard,0.8007441,0.19925588,0,0.8007441,False,FN
train,ViSmish_01475,BET88: Nạp 50k thưởng liền 200k,1,paraphrased,Cờ bạc / Betting,personal_number,1,0,Level 0 - Formal,char_bilstm_hard,0.74583733,0.25416267,0,0.74583733,False,FN
train,ViSmish_01531,e G4ii mmu0N m4ng l4i ck0 ah su fucc Vu t0t nk4t t3le: tvhhanhthu,1,real,Nội dung nhạy cảm,personal_number,0,0,Level 2 - Leet nặng,char_bilstm_hard,0.9634546,0.0365454,0,0.9634546,False,FN
train,ViSmish_01624,"1/6 ap gem DWIN tag c()de 99k. x3 nap lan dau.choi gem bai,nohu,...tai: http://chutjf.space/r/Dbc8O0iBQe LH nhan c()de tele: http://chutjf.space/r/osO0ewBiiX Ac",1,real,Cờ bạc / Betting,personal_number,1,0,Level 1 - Leet nhẹ,char_bilstm_hard,0.67852825,0.32147175,0,0.67852825,False,FN
train,ViSmish_01715,"Cong ty Luat Thien An: Ma khoan vay Ho Thi Thu da duoc liet vao danh sach no xau CIC. Thanh toan 3,500,000 VND truoc 15/06/2025 de xoa no xau va giu uy tin.",1,synthetic_hard_negative,Đòi nợ / Đe dọa,brandname,0,0,Level 0 - Formal,char_bilstm_hard,0.52680016,0.47319987,0,0.52680016,False,FN
train,ViSmish_01751,"[TB] Để bảo đảm an toàn phòng cháy trong sử dụng điện, Bộ Công an khuyến cáo: Không sử dụng nhiều thiết bị điện có công suất lớn vào cùng một ổ cắm; không để hàng hóa, vật dụng dễ cháy gần các thiết bị điện sinh nhiệt; thường xuyên kiểm tra, sửa chữa, thay thế thiết bị điện và mạng điện hư hỏng; khi sử dụng thiết bị sinh nhiệt như bàn là, bếp điện… phải có người trông coi; ngắt nguồn và các thiết bị điện khi không sử dụng.",0,real,Dịch vụ công thật,brandname,0,0,NONE,char_bilstm_hard,0.08926767,0.9107323,1,0.9107323,False,FP
train,ViSmish_01811,"Phong Phap Che Ngan Hang: Ong/Ba Nguyen Van Duc co the tham gia goi trao doi tra no khi dong 30% = 4,500,000 VND truoc 30/06/2025. Goi 0978555444 de bien phap.",1,synthetic_hard_negative,Đòi nợ / Đe dọa,brandname,0,1,Level 0 - Formal,char_bilstm_hard,0.62608135,0.37391865,0,0.62608135,False,FN
train,ViSmish_01853,BHXH Viet Nam: Ho Van Nam can bo sung giay to cho ho so cap phep kinh doanh so QD-2025/001. Han chot ngay mai. Goi hotline QD-2025/001 de duoc ho tro.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 2 - Leet nặng,char_bilstm_hard,0.57702285,0.42297715,0,0.57702285,False,FN
train,ViSmish_01855,"H0tJ0b tuy3n d4ng th4nh v13n l4m t4i nh4. C0ng v13c d3 d4ng, h0m n40 l4m 2-3g10. Muc l4ng h4p d4n 15-50 tr1Eu/th4ng. Tu01 tu01 20-50 tu011. Z4l0: zalo.me/84912345678 Z4l0: 84912345678",1,paraphrased,Tuyển dụng giả,personal_number,1,1,Level 2 - Leet nặng,char_bilstm_hard,0.90070444,0.09929555,0,0.90070444,False,FN
train,ViSmish_01919,"[TB] Chúc mừng năm mới Quý Mão 2023! Người dân chủ động sắp xếp thời gian trở lại nơi làm việc và sinh sống tại các thành phố lớn, tránh tình trạng ùn tắc giao thông vào cuối dịp nghỉ lễ, tuyệt đối không điều khiển phương tiện khi đã sử dụng rượu, bia và các chất kích thích khác.",0,real,Dịch vụ công thật,brandname,0,0,NONE,char_bilstm_hard,0.47263354,0.52736646,1,0.52736646,False,FP
train,ViSmish_01925,"BHXH gui thong bao: Ho so BH-LD/2025/001 da duoc duyet 4,500,000 VND boi thuong tai nan lao dong. Vui long goi lai so nay de xac nhan nhan tien.",1,synthetic_hard_negative,BHXH / Trợ cấp giả,brandname,0,0,Level 2 - Leet nặng,char_bilstm_hard,0.7571817,0.24281828,0,0.7571817,False,FN
train,ViSmish_02114,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,0,real,Khác,brandname,1,0,NONE,char_bilstm_hard,0.3647843,0.6352157,1,0.6352157,False,FP
train,ViSmish_02181,"Chào bạn, mình là Linh. Bạn đang tìm cách kiếm 150k mỗi ngày mà chỉ mất 15 phút không? Dễ ợt thôi!",1,paraphrased,Crypto / Đầu tư giả,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.66604793,0.3339521,0,0.66604793,False,FN
train,ViSmish_02219,Chat Zalo: 0987654321 để kết nối với dịch vụ tư nhân nhanh chóng.,1,paraphrased,Nội dung nhạy cảm,personal_number,1,0,Level 0 - Formal,char_bilstm_hard,0.8407784,0.1592216,0,0.8407784,False,FN
train,ViSmish_02239,(Vietcombank)Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai .Neu khong phai ban dang tieu dung vui long nhap vao https://i-vietcombank.com,1,real,Giả mạo ngân hàng,brandname,1,0,Level 0 - Formal,char_bilstm_hard,0.5186741,0.48132592,0,0.5186741,False,FN
train,ViSmish_02305,MSB: Tai khoan 19001234 cua quy khach Do Van I se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1,synthetic_hard_negative,Giả mạo ngân hàng,brandname,0,0,Level 2 - Leet nặng,char_bilstm_hard,0.94019085,0.059809174,0,0.94019085,False,FN
train,ViSmish_02310,Su dung cuoc mien phi khong can nap S73qtEP ! Cuoc vào 3+ su kien (ty le tu 1.4). Hieu luc den 23.08 Kiem tra tai Cài dat tài khoan. https://slim.link/CbB DLS,1,real,Cờ bạc / Betting,personal_number,1,0,Level 0 - Formal,char_bilstm_hard,0.9677497,0.032250285,0,0.9677497,False,FN
train,ViSmish_02470,"[TB] Bộ Công an thông báo: Hiện nay, tội phạm giả mạo các trang web, ứng dụng của các tổ chức, tài khoản của các cá nhân (ngân hàng, mạng xã hội...) gửi các đường link để người dân đăng nhập nhằm chiếm quyền điều khiển các loại tài khoản, sau đó nhắn tin lừa đảo đến danh sách bạn bè của người bị hại; hoặc chiếm đoạt quyền sử dụng SIM điện thoại bằng nhiều thủ đoạn khác nhau để nhận mã xác thực tài khoản nhằm chiếm đoạt tài sản. Đề nghị người dân cảnh giác, không đăng nhập các trang mạng không chính thức, khi phát hiện trình báo ngay với cơ quan công an nơi gần nhất để được giải quyết.",0,real,Dịch vụ công thật,brandname,0,0,NONE,char_bilstm_hard,0.10709679,0.8929032,1,0.8929032,False,FP
train,ViSmish_02488,"Trung Tam Tin Dung F& TB den Ong/Ba: So CMND: *** 20U. Chung toi nghi ngo Ong/Ba dang lam dung su tin nhiem chiem doat Tai San NHNNVN voi so tien: 48,554,336VND (tien goc). Canh bao lan cuoi truoc 16H Ngay 10/01/2020 thanh toan gap so tien toi thieu: 3,725,583VND cho NHNNVN. Tiep tuc tron tranh, bat hop tac, moi rui ro ve Uy tin, Danh du, Suc khoe tinh than va Tai san, Ong/Ba tu chiu trach nhiem.",1,real,Đòi nợ / Đe dọa,personal_number,0,0,Level 2 - Leet nặng,char_bilstm_hard,0.7319788,0.2680212,0,0.7319788,False,FN
train,ViSmish_02495,"[Bo Cong an] Canh bao: Khong cung cap OTP, thong tin ca nhan qua dien thoai cho nguoi la. Truy cap bocongan.gov.vn de cap nhat tin tuc.",0,synthetic,Dịch vụ công thật,brandname,1,0,NONE,char_bilstm_hard,0.18660134,0.81339866,1,0.81339866,False,FP
train,ViSmish_02675,"[KHUYẾN CÁO] Hiện có nhiều đối tượng thực hiện các cuộc gọi mạo danh Cơ quan QLNN hoặc Viettel yêu cầu người dân cung cấp thông tin cá nhân, mã OTP phục vụ chuẩn hóa thông tin thuê bao, nếu không thực hiện sẽ khoá máy. Viettel xin khuyến cáo: Quý khách tuyệt đối không cung cấp OTP qua điện thoại và chỉ thực hiện theo hướng dẫn trong tin nhắn, cuộc gọi từ các kênh chính thức của Viettel: 1. Tin nhắn hiển thị VIETTEL 2. Cuộc gọi từ VIETTELCSKH hoặc số 02462660198 3. Cuộc gọi từ VIETTELCARE hoặc số 02466888098 Chi tiết liên hệ 198 (0đ). Trân trọng cảm ơn!",0,real,Viễn thông,brandname,0,1,NONE,char_bilstm_hard,0.19358349,0.8064165,1,0.8064165,False,FP
train,ViSmish_02698,Chào bạn! Tận dụng ngay cơ hội đầu tư sinh lời siêu tốc với app ABC. Chỉ cần gửi 15 triệu vào TK: 1234567890 (CT CP ĐẦU TƯ XYZ) là nhận ngay lãi suất 30%/tháng. Tham gia sớm nào!,1,paraphrased,Crypto / Đầu tư giả,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.5990294,0.4009706,0,0.5990294,False,FN
train,ViSmish_02728,"Ban van muon biet thong tin các cuộc gọi trong luc tat may, hoac ngoai vung phu song. Hay dang ky ngay dịch vụ MCA (BAO CUỘC GỌI NHO) Soan: DV MCA gui 9084",1,real,Khác,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.9714358,0.02856421,0,0.9714358,False,FN
train,ViSmish_02763,Hèng quá nên toàn bị cđ leo lên đầu thoii,0,external_real,P2P hội thoại thông thường,personal_number,0,0,NONE,char_bilstm_hard,0.49711764,0.50288236,1,0.50288236,False,FP
train,ViSmish_02871,"Van phong Thua phat lai Quan 1: Ong/Ba Nguyen Van Duc co the tham gia goi trao doi tra no khi dong 30% = 4,500,000 VND truoc 30/06/2025. Goi 0978555444 de bien phap.",1,synthetic_hard_negative,Đòi nợ / Đe dọa,brandname,0,1,Level 0 - Formal,char_bilstm_hard,0.85429263,0.14570737,0,0.85429263,False,FN
train,ViSmish_02892,"[TB] Bộ Văn hóa, Thể thao và Du lịch khuyến cáo: Trong thời gian gần đây, tình trạng một số tổ chức, cá nhân, người chuyển tải sản phẩm quảng cáo có ảnh hưởng tham gia hoạt động quảng cáo trên mạng xã hội sai sự thật, làm ảnh hưởng đến quyền lợi của người tiêu dùng. Người dân cần nâng cao cảnh giác đối với các thông tin quảng cáo, đặc biệt là quảng cáo về sữa, thuốc, thực phẩm chức năng, mỹ phẩm… để chọn lọc, đánh giá, kiểm tra chất lượng hàng hoá trước khi quyết định lựa chọn sản phẩm, hàng hóa, dịch vụ.",0,real,Dịch vụ công thật,brandname,0,0,NONE,char_bilstm_hard,0.024389744,0.97561026,1,0.97561026,False,FP
train,ViSmish_02918,"Sendo.vn TB: Don hang #SPE2025123456 dang giu tai buu cuc co phat sinh phi qua tai 1,000,000 VND. Vui long thanh toan trc khi nhan hang.",1,synthetic_hard_negative,Khác,brandname,0,0,Level 0 - Formal,char_bilstm_hard,0.57032466,0.42967537,0,0.57032466,False,FN
train,ViSmish_03136,"Gặp nhau tại quán cafe Ánh Dương, phòng 302, tầng 5. Tìm tôi nhé, hẹn hò thú vị đang chờ.",1,paraphrased,Nội dung nhạy cảm,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.7504858,0.2495142,0,0.7504858,False,FN
train,ViSmish_03221,[Phong Lao dong Thuong binh Xa hoi] TB: Giay to nhan than cua Pham Thi Huong can cap nhat theo QD 1234/CV-CT. Vui long goi 1234/CV-CT de duoc huong dan cap nhat mien phi.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 2 - Leet nặng,char_bilstm_hard,0.70037585,0.29962415,0,0.70037585,False,FN
train,ViSmish_03242,[BHXH] Nhac nho: The BHYT cua ban se het han vao cuoi thang nay. Vui long truy cap cong dich vu cong baohiemxahoi.gov.vn de thuc hien gia han truc tuyen.,0,synthetic,Dịch vụ công thật,brandname,1,0,NONE,char_bilstm_hard,0.17909598,0.820904,1,0.820904,False,FP
train,ViSmish_03249,San pham trong gio hang cua ban van chua duoc thanh toan. Thanh toan ngay de duoc giao hang som: https://go.cps.onl/2n3tbjwe . Ho tro: 18002097,1,real,Khác,brandname,1,1,Level 0 - Formal,char_bilstm_hard,0.78258276,0.21741726,0,0.78258276,False,FN
train,ViSmish_03393,[Bo Cong An] Lich thi hanh an: Le Van Thanh can co mat tai Bo Cong An vao 8h00 ngay mai. Lien he so QD-2025/001 neu can doi lich.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 0 - Formal,char_bilstm_hard,0.9535063,0.04649373,0,0.9535063,False,FN
train,ViSmish_03468,"[Agribank] He thong ngan hang se bao tri tu 23:00 den 05:00. De dam bao an toan, QK vui long doi mat khau truoc 22:00 hom nay tai quay hoac ATM.",1,synthetic_hard_negative,Giả mạo ngân hàng,brandname,0,0,Level 0 - Formal,char_bilstm_hard,0.77919006,0.22080995,0,0.77919006,False,FN
train,ViSmish_03491,"Bộ Công an thông báo: Hiện nay, tội phạm giả mạo là người nước ngoài (sỹ quan, binh lính đang tham gia chiến tranh, làm nhiệm vụ quốc tế tại các khu vực chiến sự... không có người thân) thông qua mạng xã hội làm quen, sau đó lấy lý do gửi quà, đồ vật giá trị, thậm chí là ngoại tệ, vàng có giá trị rất lớn nhờ nhận, quản lý, lưu giữ; sau đó giả danh là nhân viên sân bay, hải quan, thuế... yêu cầu nộp tiền cước vận chuyển, thuế, phi, tiền phạt, chi phí tiêu cực... để chiếm đoạt. Đề nghị người dân cảnh giác, không chuyển tiền vào các tài khoản do đối tượng yêu cầu và trình báo ngay với cơ quan công an nơi gần nhất để được giải quyết.",0,real,Dịch vụ công thật,brandname,0,0,NONE,char_bilstm_hard,0.39538866,0.60461134,1,0.60461134,False,FP
train,ViSmish_03576,"Sau khi đạt thành tích tốt ở Seagame, VĐV Nguyễn Thị Oanh nhận được quyết định tăng lương trong thời gian gọi lên tuyển là 7tr500 đồng một tháng, còn khi không lên tuyển thì vẫn giữ như cũ.",0,external_curated,P2P hard negative,personal_number,0,0,NONE,char_bilstm_hard,0.38201743,0.61798257,1,0.61798257,False,FP
train,ViSmish_03585,Bo Cong An: Moi Nguyen Thi Xuan tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 0 - Formal,char_bilstm_hard,0.8410481,0.15895186,0,0.8410481,False,FN
train,ViSmish_03628,"Nạp ngay vào ví điện tử 188888888888 (MoMo) để tham gia dự án sinh lời 12%/ngày từ sàn đầu tư toàn cầu ZZZ Finance. Cơ hội vàng, nhanh tay thì giàu!",1,paraphrased,Crypto / Đầu tư giả,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.56001955,0.43998045,0,0.56001955,False,FN
train,ViSmish_03670,Chuc mung QK duoc tang The tin dung VIB han muc  70.000.000 VND & mien phi thuong nien. Hoan tat nhan the tai ung dung MyVIB hoac tai day: bit.ly/TheMyVIB01 . Luu y: QK chon muc The va nhan + de hoan tat thao tac.,0,real,Khác,brandname,0,0,NONE,char_bilstm_hard,0.4902169,0.5097831,1,0.5097831,False,FP
train,ViSmish_03677,"[TB] NGÀY ĐỘC THÂN KHÔNG CÔ ĐƠN Soạn 3UMAX4G gửi 191 để nhận MIỄN PHÍ data 4G trong 90 ngày đầu tiên, KHÔNG GIỚI HẠN LƯU LƯỢNG truy cập Facebook, Youtube... Lưu ý: 1. Để sử dụng ưu đãi, Quý khách cần bật chế độ 4G/LTE trên máy (xem hướng dẫn tại http://viettel.vn/on4g ) 2. Sau 90 ngày, DV sẽ gia hạn với 150.000đ 3. KM áp dụng 1 lần đến 30/11/2021 cho TB nhận được tin nhắn.  LH 198 (0đ).",0,real,Viễn thông,brandname,1,0,NONE,char_bilstm_hard,0.3727916,0.6272084,1,0.6272084,False,FP
train,ViSmish_03740,"Bo phan An ninh Ngan hang: Ong/Ba Nguyen Van Duc co the tham gia goi trao doi tra no khi dong 30% = 4,500,000 VND truoc 10/07/2025. Goi 0978555444 de bien phap.",1,synthetic_hard_negative,Đòi nợ / Đe dọa,brandname,0,1,Level 0 - Formal,char_bilstm_hard,0.5432793,0.45672074,0,0.5432793,False,FN
train,ViSmish_03817,"[MSB] He thong ngan hang se bao tri tu 23:00 den 05:00. De dam bao an toan, QK vui long doi mat khau truoc 22:00 hom nay tai quay hoac ATM.",1,synthetic_hard_negative,Giả mạo ngân hàng,brandname,0,0,Level 0 - Formal,char_bilstm_hard,0.8217666,0.17823339,0,0.8217666,False,FN
train,ViSmish_03826,Thông báo: Cơ quan điều tra đang xử lý đơn tố cáo lừa đảo từ phía quý khách. Quý khách cần thanh toán ngay 500 triệu trong vòng 2 tiếng tới để tránh mọi hệ lụy pháp lý nghiêm trọng nhất.,1,paraphrased,Đòi nợ / Đe dọa,personal_number,0,0,Level 0 - Formal,char_bilstm_hard,0.5209038,0.47909617,0,0.5209038,False,FN
train,ViSmish_03849,"các b cứ yên tâm, bộ ngoại giao thì phản đối chứ bộ quốc phòng thì vẫn sẵn sàng, nói chung là tầm vài năm nữa TQ nó hoàn thiện rồi trao trả lại cho mình, mình đỡ đc bao nhiêu việc",0,external_curated,P2P hard negative,personal_number,0,0,NONE,char_bilstm_hard,0.25034493,0.74965507,1,0.74965507,False,FP
train,ViSmish_03880,"chị cũng nũng nịu íu đúi nhờ vả chồng đi xong nịnh nọt khen ngợi mấy anh đồng nghiệp chồng lôi kéo đồng minh chọc tức lại chơi  chị cứ dùng hành động chọc tức lại cho zui chứ ko phải nói gì sất, đề phòng nói xong chị A lại ra vẻ đáng thương thì mình thiệt á =)))))",0,external_curated,P2P hard negative,personal_number,0,0,NONE,char_bilstm_hard,0.31869686,0.68130314,1,0.68130314,False,FP
train,ViSmish_03901,VPBank: Quy khach vua nhan duoc 1 voucher giam gia tu VPBank NEO. Kiem tra ngay tai app.vpbank.com.vn.,0,synthetic,Ngân hàng thật,brandname,1,0,NONE,char_bilstm_hard,0.40735388,0.5926461,1,0.5926461,False,FP
train,ViSmish_03909,"(TPBank) Tu 01/07/22, TPBank dieu chinh DV thong bao Bien dong so du tai khoan - SMS Banking. Xem chi tiet cac goi DV tai websits hoac LH 19006036/1902585885",1,real,Giả mạo ngân hàng,personal_number,0,1,Level 0 - Formal,char_bilstm_hard,0.97361004,0.026389958,0,0.97361004,False,FN
train,ViSmish_04032,"Khi phát hiện cháy cần bình tĩnh báo cho mọi người xung quanh biết và tìm cách thoát ra các vị trí thông thoáng, an toàn nhanh nhất; tuyệt đối không trú ẩn ở các khu vực khuất kín (nhà vệ sinh, tủ quần áo...), không dùng thang máy để thoát hiểm. Khi di chuyển thoát nạn cần dùng khăn, vải ướt che miệng mũi và hạ thấp cơ thể để tránh hít phải khói khí độc. Khi phải băng qua lửa cần lấy chăn mền ướt chùm kín cơ thể. Mỗi cơ sở, hộ gia đình cần có nhiều phương án, lối thoát nạn an toàn phòng khi có cháy xảy ra.",0,real,Dịch vụ công thật,brandname,0,0,NONE,char_bilstm_hard,0.2944787,0.7055213,1,0.7055213,False,FP
