source_dataset,source_file,source_row_id,split,original,normalized,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,external_source_type,text_variant_type,candidate_type,hard_case_type,review_status,filter_reason,reject_reason,flags
vilexnorm,data/external/vilexnorm/raw/train.csv,106,train,tại nó không yêu mày đó chứ cung đ nào chả như nhao =))),tại nó không yêu mày đó chứ cung đéo nào chả như nhau =))),tại nó không yêu mày đó chứ cung đ nào chả như nhao =))),0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,129,train,May ghê t hướng nội nhưng k có tiền cho ng ta vay,May ghê tôi hướng nội nhưng không có tiền cho người ta vay,May ghê t hướng nội nhưng k có tiền cho ng ta vay,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode;abbreviation,hard_negative,finance_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_finance_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,138,train,"dạo này mình mơi dạy, khó khăn hơn mình nghĩ và cũng thấy khá là thú vị hehe (có 55k thôi nhưng cũng dc ròi)","dạo này mình mới dạy, khó khăn hơn mình nghĩ và cũng thấy khá là thú vị hehe (có 55k thôi nhưng cũng được rồi)","dạo này mình mơi dạy, khó khăn hơn mình nghĩ và cũng thấy khá là thú vị hehe (có 55k thôi nhưng cũng dc ròi)",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode;abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,140,train,rồi lương tháng này của em đc 1 chẹo,rồi lương tháng này của em được 1 triệu,rồi lương tháng này của em đc 1 chẹo,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount;has_money_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,147,train,"mấy thằng HP bị đá đểu ăn hoa cải thay cơm đ biết nhục còn lấy làm vinh hạnh, hở tí là ra cái vẻ giang hồ cơ","mấy thằng HP bị đá đểu ăn hoa cải thay cơm đéo biết nhục còn lấy làm vinh hạnh, hở tí là ra cái vẻ giang hồ cơ","mấy thằng HP bị đá đểu ăn hoa cải thay cơm đ biết nhục còn lấy làm vinh hạnh, hở tí là ra cái vẻ giang hồ cơ",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,159,train,"Kiện chết cmn đi , ch ó cậy gần nhà , báo người ta còn đi đánh họ nữa","Kiện chết cmn đi , chó cậy gần nhà , báo người ta còn đi đánh họ nữa","Kiện chết cmn đi , ch ó cậy gần nhà , báo người ta còn đi đánh họ nữa",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,167,train,chữa lành đâu ko thí chứ thấy tiệt dọng cmnr,chữa lành đâu không thấy chứ thấy tuyệt vọng cmnr,chữa lành đâu ko thí chứ thấy tiệt dọng cmnr,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,174,train,10đ mà để str nổi bựt pik mik dzai,10đ mà để str nổi bực biết mình đẹp trai,10đ mà để str nổi bựt pik mik dzai,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,184,train,Mặt kiểu phán xét vỡiiii,Mặt kiểu phán xét vãi,Mặt kiểu phán xét vỡiiii,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,slang,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword;has_slang
vilexnorm,data/external/vilexnorm/raw/train.csv,193,train,Thế ck t lương 5tr nuôi 2 đứa con đây,Thế chồng tôi lương 5tr nuôi 2 đứa con đây,Thế ck t lương 5tr nuôi 2 đứa con đây,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount;has_money_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,201,train,"Thi HK đã là gì, thi ĐH trắc nghiệm t còn khoanh lụi đc mà :>>","Thi HK đã là gì, thi ĐH trắc nghiệm tôi còn khoanh lụi được mà :>>","Thi HK đã là gì, thi ĐH trắc nghiệm t còn khoanh lụi đc mà :>>",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode;abbreviation,hard_negative,warning_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_teencode;has_warning_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,202,train,Ngu đến thế là cùng đã đell có tiền rồi còn báo tưởng i tù là hết,Ngu đến thế là cùng đã đéo có tiền rồi còn báo tưởng đi tù là hết,Ngu đến thế là cùng đã đell có tiền rồi còn báo tưởng i tù là hết,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,205,train,vô duyên vc ra còn cfs ccj nữa v cô nương?,vô duyên vc ra còn cfs ccj nữa vậy cô nương?,vô duyên vc ra còn cfs ccj nữa v cô nương?,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,207,train,Nhìn thấy khách nợ 1 năm rồi ngại k dám ngẩng mặt lên,Nhìn thấy khách nợ 1 năm rồi ngại không dám ngẩng mặt lên,Nhìn thấy khách nợ 1 năm rồi ngại k dám ngẩng mặt lên,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode,hard_negative,finance_like,needs_review,risk_surface_without_strong_reject,,has_finance_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,212,train,"Lúc về sau tra điểm, điểm tiếng anh mình có 1,25 đ ( vì mình đâu biết tiếng anh đâu)","Lúc về sau tra điểm, điểm tiếng anh mình có 1,25 điểm ( vì mình đâu biết tiếng anh đâu)","Lúc về sau tra điểm, điểm tiếng anh mình có 1,25 đ ( vì mình đâu biết tiếng anh đâu)",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,213,train,Mh hướng ngoaih nhưng k giám đòi nợ thật,Mình hướng ngoại nhưng không dám đòi nợ thật,Mh hướng ngoaih nhưng k giám đòi nợ thật,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode,hard_negative,finance_like,needs_review,risk_surface_without_strong_reject,,has_finance_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,218,train,"Mê Ngô Thiến, bà trẻ vaii","Mê Ngô Thiến, bà trẻ vãi","Mê Ngô Thiến, bà trẻ vaii",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,slang,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword;has_slang
vilexnorm,data/external/vilexnorm/raw/train.csv,229,train,2 vợ chồng tổng lương dc 10tr,2 vợ chồng tổng lương được 10tr,2 vợ chồng tổng lương dc 10tr,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount;has_money_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,262,train,Ck nước mình chịu thương chịu khó thì đéo chịu lấy,Chồng nước mình chịu thương chịu khó thì đéo chịu lấy,Ck nước mình chịu thương chịu khó thì đéo chịu lấy,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,264,train,"Vì tiểu học cô doạ bno sợ đái ra quần r, chứ sang trung học lá khéo k còn","Vì tiểu học cô dọa bọn nó sợ đái ra quần rồi, chứ sang trung học lá khéo không còn","Vì tiểu học cô doạ bno sợ đái ra quần r, chứ sang trung học lá khéo k còn",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode,hard_negative,finance_like,needs_review,risk_surface_without_strong_reject,,has_finance_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,300,train,muốn đan như z mà đan được ra như z hay khum thì khum có bécc,muốn đan như vậy mà đan được ra như vậy hay không thì không có biết,muốn đan như z mà đan được ra như z hay khum thì khum có bécc,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode;abbreviation,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_sensitive_review_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,301,train,đề nghị sốp tuyển 1 ezai trẻ đẹp chuyên gội đầu pvu các ce nhớ,đề nghị sốp tuyển 1 em trai trẻ đẹp chuyên gội đầu phục vụ các ce nhớ,đề nghị sốp tuyển 1 ezai trẻ đẹp chuyên gội đầu pvu các ce nhớ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,job_like,needs_review,risk_surface_without_strong_reject,,has_job_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,318,train,ngoài đường có pải nơi chăn thả súc vật đéo đâu :)),ngoài đường có phải nơi chăn thả súc vật đéo đâu :)),ngoài đường có pải nơi chăn thả súc vật đéo đâu :)),0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,333,train,"Ngày xưa xem chương trình khoa học trên ti vi có ông gì chế ra cái bột gì từ lợn ý rắc vào phần bị đứt đầu ngón tay sau mấy tháng nó mọc lại đc, nhưng mà nó cứng và không bt như ngón tay gốc","Ngày xưa xem chương trình khoa học trên ti vi có ông gì chế ra cái bột gì từ lợn ý rắc vào phần bị đứt đầu ngón tay sau mấy tháng nó mọc lại được, nhưng mà nó cứng và không bình thường như ngón tay gốc","Ngày xưa xem chương trình khoa học trên ti vi có ông gì chế ra cái bột gì từ lợn ý rắc vào phần bị đứt đầu ngón tay sau mấy tháng nó mọc lại đc, nhưng mà nó cứng và không bt như ngón tay gốc",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,warning_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_warning_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,346,train,hỏi bảo h em còn mỗi tiền trong tk nma anh phụ xe dễ huông bảo th anh cho m,hỏi bảo giờ em còn mỗi tiền trong tài khoản nhưng mà anh phụ xe dễ thương bảo thôi anh cho mày,hỏi bảo h em còn mỗi tiền trong tk nma anh phụ xe dễ huông bảo th anh cho m,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,finance_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_finance_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,361,train,"Đéo bù thằng bạn mình  , cả đời m có giày đi tán gái đéo đâu","Đéo bù thằng bạn mình  , cả đời mình có giày đi tán gái đéo đâu","Đéo bù thằng bạn mình  , cả đời m có giày đi tán gái đéo đâu",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,374,train,cứ chọn lấy phòng dịch vụ k bảo hiểm trong vinmec mà nằm lấy đôi tháng cho chừa cmnđ,cứ chọn lấy phòng dịch vụ không bảo hiểm trong vinmec mà nằm lấy đôi tháng cho chừa cmnđ,cứ chọn lấy phòng dịch vụ k bảo hiểm trong vinmec mà nằm lấy đôi tháng cho chừa cmnđ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,375,train,m lm đc v thì cho 10 đ,mày làm được vậy thì cho 10 điểm,m lm đc v thì cho 10 đ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,381,train,làm đ gì cũng phải nghe hết bt chưa,làm đéo gì cũng phải nghe hết biết chưa,làm đ gì cũng phải nghe hết bt chưa,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,432,train,"10tr thì đủ tiêu thôi chứ có việc gì thì khóc thét, chính vì nghĩ đến tương lai nhiều cái phải lo lắng mà vẫn chấp nhận dừng ở 10tr mới bị ng khác cho là an phận đấy","10tr thì đủ tiêu thôi chứ có việc gì thì khóc thét, chính vì nghĩ đến tương lai nhiều cái phải lo lắng mà vẫn chấp nhận dừng ở 10tr mới bị người khác cho là an phận đấy","10tr thì đủ tiêu thôi chứ có việc gì thì khóc thét, chính vì nghĩ đến tương lai nhiều cái phải lo lắng mà vẫn chấp nhận dừng ở 10tr mới bị ng khác cho là an phận đấy",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,443,train,Cho mình hỏi ngoài bài viết trên báo chí với trang tin ra thì đọc tin công bố của Gucci ở đâu vậynhir?,Cho mình hỏi ngoài bài viết trên báo chí với trang tin ra thì đọc tin công bố của Gucci ở đâu vậy nhỉ?,Cho mình hỏi ngoài bài viết trên báo chí với trang tin ra thì đọc tin công bố của Gucci ở đâu vậynhir?,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,slang,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword;has_slang
vilexnorm,data/external/vilexnorm/raw/train.csv,450,train,Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà k muốn nhiều tiền,Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà không muốn nhiều tiền,Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà k muốn nhiều tiền,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_money_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,457,train,10tr về quê lấy vk,10tr về quê lấy vợ,10tr về quê lấy vk,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,471,train,10tr thì vẫn đủ sống mỗi tháng 2vkck và 1 con,10tr thì vẫn đủ sống mỗi tháng 2 vợ chồng và 1 con,10tr thì vẫn đủ sống mỗi tháng 2vkck và 1 con,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,493,train,Đ tặng quà bày đặt văn vở chi z,Đéo tặng quà bày đặt văn vở chi vậy,Đ tặng quà bày đặt văn vở chi z,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,dialectal_variant,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_dialectal_variant;has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,502,train,"a công an đợt này về chắc được lên hột trước hạn rồi,quả upgrade hơi nhuốm màu bột ớt nhưng rất ấn tượng, good job !!!","anh công an đợt này về chắc được lên hột trước hạn rồi,quả upgrade hơi nhuốm màu bột ớt nhưng rất ấn tượng, good job !!!","a công an đợt này về chắc được lên hột trước hạn rồi,quả upgrade hơi nhuốm màu bột ớt nhưng rất ấn tượng, good job !!!",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,authority_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_authority_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,508,train,t cũng ko ăn dc mỡ nhưng thay vì có hành vi thiếu tinh tế như b t sẽ chọn đ ăn nữa,tôi cũng không ăn được mỡ nhưng thay vì có hành vi thiếu tinh tế như bạn tôi sẽ chọn đéo ăn nữa,t cũng ko ăn dc mỡ nhưng thay vì có hành vi thiếu tinh tế như b t sẽ chọn đ ăn nữa,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode;abbreviation,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_sensitive_review_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,510,train,để tuôi xin mẹ 5 trịu để xún thăm bạn nha,để tôi xin mẹ 5 triệu để xuống thăm bạn nha,để tuôi xin mẹ 5 trịu để xún thăm bạn nha,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,512,train,Bi quan thế t lương có 3tr vẫn lấy vk đẻ con bình đây thôi,Bi quan thế tôi lương có 3tr vẫn lấy vợ đẻ con bình đây thôi,Bi quan thế t lương có 3tr vẫn lấy vk đẻ con bình đây thôi,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount;has_money_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,553,train,"2vc, 3 đứa con, cp mỗi tháng tầm 30-40tr","2 vợ chồng, 3 đứa con, chi phí mỗi tháng tầm 30-40tr","2vc, 3 đứa con, cp mỗi tháng tầm 30-40tr",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,dialectal_variant,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_dialectal_variant;has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,569,train,"Năm 19 tuổi t vẫn đi bưng bê 16k/1h, đêm về chạy grab kiếm vài tỷ tiêu chơi","Năm 19 tuổi tôi vẫn đi bưng bê 16k/1h, đêm về chạy grab kiếm vài tỷ tiêu chơi","Năm 19 tuổi t vẫn đi bưng bê 16k/1h, đêm về chạy grab kiếm vài tỷ tiêu chơi",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,abbreviation,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_abbreviation;has_money_amount
vilexnorm,data/external/vilexnorm/raw/train.csv,571,train,Bạn còn tuyển em dâu ko em giai bạn ngon quáaaaa,bạn còn tuyển em dâu không em trai bạn ngon quá,Bạn còn tuyển em dâu ko em giai bạn ngon quáaaaa,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,teencode,hard_negative,job_like,needs_review,risk_surface_without_strong_reject,,has_job_keyword;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,576,train,May quá lương 5 tr,May quá lương 5 triệu,May quá lương 5 tr,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,money_like,needs_review,risk_surface_without_strong_reject,,has_money_amount;has_money_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,577,train,"giận cc, có vay thì phải có trả","giận con cặc, có vay thì phải có trả","giận cc, có vay thì phải có trả",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,standard_or_unknown,hard_negative,finance_like;sensitive_review,needs_review,risk_surface_without_strong_reject,,has_finance_keyword;has_sensitive_review_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,592,train,"Mình cũng thấy hành động đấy nó ghê vch ý, đũa ăn lấy khuấy vào cả bát thịt xong ai dám ăn","Mình cũng thấy hành động đấy nó ghê vãi chưỡng ý, đũa ăn lấy khuấy vào cả bát thịt xong ai dám ăn","Mình cũng thấy hành động đấy nó ghê vch ý, đũa ăn lấy khuấy vào cả bát thịt xong ai dám ăn",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm_hard_negative,slang,hard_negative,sensitive_review,needs_review,risk_surface_without_strong_reject,,has_sensitive_review_keyword;has_slang
