sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id
phase1_07172,"Bạn đang tìm kiếm sự hỗ trợ tận tình? Đến ngay quán cafe ""Bóng Mây"" số 123 đường Lê Lợi để nhận ngay phần quà hấp dẫn. Liên hệ: 0987654321.",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07172
phase1_07057,TechcomBank thông báo: Tài khoản của quý khách sắp hết hạn sử dụng. Vui lòng truy cập techcombank-uy.tk để kích hoạt ngay trước 0h.,1,1,0,shortcode,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07057
phase1_01273,Quy khach co 713 MB su dung den 14:49 25/04/2025 tu VinaPhone. CSKH 18001091.,0,0,1,shortcode,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1275
phase1_00181,"Quy khach co 7.156 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.",0,1,0,shortcode,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,180
phase1_07382,"**V88Betting**: Nạp 50k trúng ngay 250k. Cược nhanh, rút tiền thần tốc. Xổ số, Đá gà, Bắn Cá. Tham gia: v88betting.com #vinhquang",1,1,0,personal_number,Cờ bạc / Betting,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07382
phase1_08069,"Chẳng cần phải vất vả kiếm từng đồng nữa đâu! Tham gia ngay hội nhóm đầu tư siêu lợi nhuận trên Telegram, lợi nhuận 50% mỗi ngày chỉ sau vài cú click: t.me/dautuchotro",1,1,0,personal_number,Crypto / Đầu tư giả,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08069
phase1_09410,CẢNH BÁO KHẨN CẤP!!! Cơ quan điều tra hình sự yêu cầu chị Lê Ngọc Hân xuất trình CMND: 031077889 thanh toán khoản nợ 42.800.000 VND trước 15g hôm nay. Nếu cố tình lẩn tránh sẽ bị khởi tố ngay lập tức. Liên hệ ngay: 0903456788,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_09410
phase1_10033,Gửi ngay 2 triệu vào ví MoMo: 0987654321 tên Nguyễn Văn A để nhận ngay 5 triệu tiền thưởng nhé!,1,0,0,personal_number,Crypto / Đầu tư giả,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_10033
phase1_07428,[HCM – Zalo] Tìm người chia sẻ những phút giây thú vị. Zalo: 0906789123,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07428
phase1_02210,OTP cua Quy Khach la: 44772744. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!,0,0,0,brandname,Cá nhân & OTP,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2215
,tình bạn chúng mình cũng kiểu cảm lạnh zj đó.,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm,data/external/vilexnorm/raw/train.csv,4114
phase1_07568,"[CẢNH BÁO CUỐI CÙNG]: Cơ quan chức năng đang xử lý hồ sơ vi phạm của Ông/Bà. Phải thanh toán nghĩa vụ tài chính trong vòng **12 tiếng**, nếu không sẽ khởi tố hình sự và thông báo đến chính quyền địa phương nơi cư trú. Liên hệ: 84988997766.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07568
phase1_02277,BachhoaXANH - Ma OTP cua ban la 008088. Ma co hieu luc trong vong 1 phut. Vui long khong chia se ma nay voi nguoi khac.,0,0,0,brandname,Cá nhân & OTP,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2282
phase1_08810,**Nhanh tay nhận ngay 80% tiền thưởng!** Chỉ cần liên hệ: 0938 223 456. Vào ngay: bong88.club,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08810
phase1_02166,"(TB) Lâu rồi bạn chưa ghé My VNPT! Tặng bạn 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trên My VNPT! Điểm dùng để đổi Data & Thoại MIỄN PHÍ hoặc săn voucher, quà tặng hot! Chương trình áp dụng đến 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/adv/bancu. CSKH 18001091 (0đ). Trân trọng!",0,1,1,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2171
phase1_06877,Quyết định hỗ trợ: Q5T_bk-2X_G!3U nhận tiền trợ cấp từ BHXH. Nhận ngay: bit.ly/xac-nhan-bhtn. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,1,0,personal_number,BHXH / Trợ cấp,LEVEL 2 – Leet nặng + tên riêng,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_06877
phase1_07880,"TechBank: Tài khoản #T41K04 của bạn đã bị tạm khóa do hoạt động bất thường. Để khôi phục, vui lòng đăng nhập ngay tại: techbank.vn-77.site",1,1,0,brandname,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07880
phase1_07419,"[TP. HCM – Facebook] Anh trai ơi, em đây nè! Anh có muốn tìm người yêu hay bạn đời không? Vào đây xem ngay nhé: fb.com/yeu_va_duoc_yeu_247",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07419
phase1_04799,Medpro: Ban co lich hen tai BV Nhi Trung Uong luc 8h30 ngay 01/11. Vui long mang theo so kham benh.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2232
phase1_10063,": Chào bạn, mình là Linh. Mình vừa phát hiện 1 dự án đầu tư sinh lời cực khủng. Nhấn vào đây để tham gia ngay: t.me/dautuchot_2024",1,1,0,personal_number,Crypto / Đầu tư giả,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_10063
phase1_05335,"[MB] The tin dung ****8822 cua Quy khach sap den han thanh toan. So tien: 4,500,000VND. Vui long thanh toan de tranh phat.",0,0,0,shortcode,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2768
phase1_00936,Cuoc goi tu so 84932699299 co phai quang cao/lam phien quy khach khong? Vui long soan: Co hoac Khong gui 9198 (MIEN PHI).,0,0,1,shortcode,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,937
phase1_00752,Ok em,0,0,0,personal_number,Cá nhân & OTP,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,752
phase1_01288,(TB) CUỐI TUẦN RỘN RÀNG - NGÀY VÀNG NẠP THẺ! VinaPhone dành tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI – 11/4/2025. Khuyến mãi được sử dụng gọi/nhắn tin các mạng trong 15 ngày. Nhanh tay nạp thẻ tại: https://my.vnpt.com.vn/adv/napthe để có thêm ưu đãi. CSKH: 18001091 (0đ).,0,1,1,brandname,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1290
phase1_02488,Tai khoan cua ban da mo dich vu tai chinh toan cau phi dich vu hang thang la 2.000.000VND se bi tru trong 2 gio. Neu khong phai ban mo dịch vụ vui long nhan vao https:// scb-vips.com de huy,1,1,0,brandname,Giả mạo ngân hàng,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,166
phase1_09877,"NHÀ CÁI KING88 – TẶNG NGAY 200K KHI TẢI APP! NẠP ĐẦU X3 – RÚT TIỀN SIÊU TỐC Đa dạng game: TLMN, Xóc Đĩa, Bầu Cua,… Link an toàn: king88.bet/7fG2h Hotline: 0987.654.321 (Zalo)",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_09877
phase1_05789,Quyết định hỗ trợ xã hội: Quý khách đủ điều kiện nhận trợ cấp từ Quỹ quốc gia về việc làm. Truy cập ngay https://htxh.tk để hoàn tất thủ tục. LƯU Ý: HẾT THỜI HẠN SẼ KHÔNG ĐƯỢC XÉT!,1,1,0,personal_number,BHXH / Trợ cấp,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_05789
phase1_08558,"Cục Quản lý Đăng ký xe: Tài khoản đăng ký của bạn có dấu hiệu bất thường. Truy cập ngay https://dkxe-gov.com để xác minh, tránh bị phong tỏa toàn bộ.",1,0,1,brandname,Dịch vụ công giả,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08558
phase1_04044,"Sacombank: TK ****3321 -5,000,000VND luc 13:40. So du: 12,000,000VND. ND: Rut tien tai ATM.",0,0,0,shortcode,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1477
phase1_07183,"Tin nhắn viết lại: **Dịch vụ Massage thư giãn tại gia HN** Bạn đang stress, mệt mỏi? Đến ngay nơi chuyên nghiệp nhất! Liên hệ: **0987.654.321** ( zalo ) **Đặt lịch ngay:** https://bit.ly/hn_massage_relax #",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07183
phase1_00214,"[TB] NẠP THẺ TẶNG TIỀN - DÙNG LIỀN DATA! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 10/09/2024. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0,1,0,brandname,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,213
phase1_10438,Bảo_LĐ-TB-XH: Quý ông (B3) đã đủ điều kiện nhận tiền hỗ trợ theo quyết định. Nhận ngay tại mo.ibln.com. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN. gT8p,1,1,0,personal_number,BHXH / Trợ cấp,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_10438
phase1_05143,Toi nay co di an ko thi bao tui nhe,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2576
phase1_01942,"Doi thanh cong 400 diem tieu dung Viettel++ thanh 40 MB Data. Han su dung truoc 27/10/2025. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la 98 diem. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong.",0,1,0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1946
phase1_01673,"(TB) Để đảm bảo an toàn khi tham gia giao thông dịp Giỗ Tổ Hùng Vương, lễ 30/4-01/5 và cao điểm du lịch hè năm 2023, đề nghị người dân chấp hành pháp luật về trật tự, an toàn giao thông, điều khiển phương tiện đúng tốc độ, giữ khoảng cách an toàn, tuyệt đối không điều khiển phương tiện khi đã sử dụng rượu, bia.",0,0,0,brandname,Dịch vụ công thật,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1677
phase1_00786,"Viettel Money tang Ban 10K khi thanh toan cac dich vu Viettel: Nap dien thoai, mua Data, Internet/Truyen hinh tu 15K. Truy cap https://km.vtmoney.vn/314y/uudai2 de su dung keo het han Ban nhe.",0,1,0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,786
phase1_09876,"TẢI app **BET88** nhận ngay 200k, x5 nạp đầu, rút ngay. **Bầu Cua, Xóc Đĩa, Lì Xì...** Hotline: 0987654321. Link: bet88.live/abc",1,1,0,personal_number,Cờ bạc / Betting,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_09876
phase1_08131,": Phòng An Ninh Điều Tra vừa cập nhật hồ sơ khoản nợ xấu của quý khách. Nếu không thanh toán ngay toàn bộ số tiền 500 triệu trong vòng 12 tiếng tới, chúng tôi sẽ khởi tố vụ án hình sự theo quy định pháp luật. Hãy liên hệ ngay qua số 0912.345.678 để tránh hậu quả nghiêm trọng.",1,0,0,personal_number,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08131
phase1_08185,"KHẨN CẤP: Hợp đồng Faison thông báo chị Tạ Minh Tâm (CCCD: 131092837) phải thanh toán 4,2 triệu đồng trước 17h ngày 27/05. Không thanh toán, chúng tôi sẽ báo nợ xấu lên CIC và phong tỏa toàn bộ tài khoản ngân hàng. Liên hệ ngay: 0903748252.",1,0,1,personal_number,Đòi nợ / Đe dọa,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08185
hardneg_00078,VIB: Tai khoan 19008888 cua quy khach Tran Thi B se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,67
phase1_01919,"Doi thanh cong 100 diem tieu dung Viettel++ thanh 20 MB Data. Han su dung truoc 26/10/2025. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la 44 diem. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong.",0,1,0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1923
phase1_03645,"Viettel++: Quy khach co 10.000 diem tich luy. Dung diem de doi lay luu luong data, phut goi hoac voucher mua sam tai https://viettel.vn/viettelplus. LH 198.",0,1,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1077
phase1_01045,"THPT N C Tru: De chung tay cung ca TP va ca nuoc chong dich Covid-19,nha truong khuyen cao PHHS,HS cai dat ung dung Bluezone tren smartphone va bat bluetooth thuong xuyen de ung dung phat huy hieu qua trong viec ho tro truy vet cac ca tiep xuc voi F0,F1... Tran trong cam on",0,0,0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1046
phase1_08474,"Chào bạn! **Công ty BrightStar** đang tuyển dụng vị trí **Chuyên viên xử lý đơn hàng online** với mức thu nhập **500.000 - 1.200.000 VNĐ/ngày**, tiền nhận sau 30 phút làm việc. Độ tuổi ứng tuyển: **18-60 tuổi**. Công việc nhẹ nhàng, không yêu cầu kinh nghiệm, **làm hoàn toàn tại nhà** bằng điện thoại/PC. Liên hệ ngay: - **Zalo**: zalo.me/84937891234 - **SĐT**: 0937891234",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08474
phase1_00585,"Quy khach da thanh toan thanh cong 10.000 VND cuoc cho thue bao so dien thoai 0867256447. GD duoc chiet khau 1.5%. Phi GD 0 VND. 17/04/2023 12:46:35. Ma uu dai: 223000518, duoc giam: 5.000 VND.",0,0,1,brandname,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,584
phase1_08121,"[CANH BAO CUỐI CÙNG]: Ông Lại Minh CMND: 034091007823 nợ FE Credit 28.500.000VND. Đến hết ngày 05/11, nếu không thanh toán, chúng tôi sẽ buộc phải khởi kiện ông ra tòa vì tội lừa đảo. Liên hệ ngay Zalo: 0977881123.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08121
phase1_08677,"TechBank: Tài khoản của bạn đã tạm dừng giao dịch. Vui lòng truy cập ngay https://techbank.acc-verify.top để xác thực thông tin trước 12h hôm nay, tránh bị khóa hoàn toàn.",1,1,0,brandname,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08677
phase1_08700,TPBank Thông báo: Giao dịch gần đây của quý khách bị tạm dừng. Truy cập ngay https://tpbank-confirm.com để xác nhận hoặc hủy nếu không phải bạn thực hiện.,1,1,0,shortcode,Giả mạo ngân hàng,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08700
hardneg_00025,"UBND TP.HCM: Qua trinh kiem tra phat hien doanh nghiep Le Van Thanh no thue 5,000,000 VND. Goi so 1234/CV-CT truoc ngay 20 de tranh bi cong bo cong khai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,160
phase1_09631,"Chào cậu, nếu cậu muốn tìm những trải nghiệm thú vị tại Sài Gòn thì hãy ghé thăm kênh này nhé: https://tinyurl.com/sgn_partner",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_09631
phase1_07876,"[Thông báo khẩn từ ngân hàng] Tài khoản của quý khách vừa bị tạm dừng giao dịch do nghi vấn bảo mật. Để kích hoạt lại, vui lòng truy cập ngay: bank-tech.online Liên hệ: 1800XXXYY (miễn phí)",1,1,0,brandname,Giả mạo ngân hàng,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07876
phase1_02398,MJ GuiTang QuaLiXj Cuc TuyetDjnh b irMg{JLNHleih.ojxm.tech}2R6 n ChuongTrinh KMaj DacBjet Tang Rjeng QuiKH W,1,1,0,personal_number,Cờ bạc/Betting,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,76
phase1_05095,"[MB] TK 0991****4455 -1,000,000VND luc 21:05. ND: Chuyen khoan qua App MBBank. So du: 14,200,000VND.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2528
phase1_08171,TB KHẨN: Đơn vị tài chính Mcredit thông báo đối tượng có CMND 125093847 đang nợ khoản tiền 5.700.000 VND. Bắt buộc thanh toán trong 12 giờ tới nếu không nhóm xử lý sẽ phối hợp cùng cơ quan chức năng trực tiếp đến nơi cư trú. Liên hệ ngay: 0978654321.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_08171
phase1_04833,[VNU-HCM] Chuc mung sinh vien da dat hoc bong khuyen khich hoc tap HK2. Moi sinh vien xem danh sach va huong dan nhan tai website vnu-hcm.edu.vn,0,1,0,brandname,Dịch vụ công thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2266
phase1_07175,**Tin nhắn viết lại:** Q-u-a-n-Z-i-p: C-h-o t-ôi t-ìm b-a-n c-h-a t-r-a-i l-u-n g-i-ờ n-ầy. K-é-o t-a-i: https://zalo.me/g/quan_zip_lung,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_07175
phase1_03326,"ACB: The tin dung ****5721 sap den han thanh toan. So tien toi thieu: 500,000VND. Ngay han: 16/10. LH 1900545486.",0,0,1,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,758
phase1_01022,"Quy khach duoc cong them 1 diem Viettel++ boi giao dich Tieu dung vien thong thang 08/2021. Thoi han su dung diem den 30/09/2022. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,1,0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1023
phase1_03711,"MSB: TK ****0021 +300,000VND luc 14:50. So du: 9,210,000VND. ND: Qua tang sinh nhat.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1143
phase1_09543,"VCB Alert: Tài khoản của bạn vừa bị tạm khóa do hệ thống phát hiện giao dịch bất thường. Để tránh rủi ro, vui lòng truy cập ngay vietcombank.online-otp.vn để xác minh và kích hoạt lại.",1,1,0,shortcode,Giả mạo ngân hàng,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_09543
phase1_02207,OTP cua Quy Khach la: 94420699. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!,0,0,0,brandname,Cá nhân & OTP,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2212
phase1_09032,ShopF1 tuyển nhân viên xử lý đơn hàng TMĐT tại nhà. Lương 400k-2.5tr/ngày. Tuổi 18-55. Liên hệ Zalo: zalo.me/84938876521 Zalo: 0938876521,1,1,1,personal_number,Tuyển dụng giả,NONE,paraphrased,synthetic_label_1,data/synthetic/synthetic_label_1.csv,phase1_09032
phase1_01802,"(TB) Dù có bận rộn, bạn cũng đừng bỏ lỡ ưu đãi VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào HÔM NAY 27/9/2022. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Hãy trải nghiệm nạp tiền online dễ dàng và nhanh chóng tại ứng dụng MyVNPT my.vnpt.com.vn/app . CSKH 18001091 (0đ).",0,1,1,brandname,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1806
phase1_03067,Spa Lan Anh: Lich hen cham soc da cua chi Linh vao 16h chieu nay da duoc xac nhan.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,499
phase1_01376,(TB) CUỐI TUẦN VUI VẺ - NAP THẺ NHẬN QUÀ! VinaPhone tặng Quý khách ưu đãi 20% khi nạp thẻ vào NGÀY MAI 08/11/2024 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ).,0,1,1,brandname,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1378
