split,sample_id,content,label,data_origin,category,sender_type,has_url,has_phone_number,obfuscation_level,teacher_p1_t1,teacher_p1_t2,teacher_pred,teacher_confidence,teacher_agree_label,distill_weight,student_model,student_p0,student_p1,student_pred,student_confidence,student_agree_label,error_type
train,ViSmish_07599,CUC AN NINH MANG: Khuyến cáo người dân không truy cập vào các đường link lạ gửi qua SMS để tránh bị đánh cắp thông tin cá nhân và tài khoản ngân hàng.,0,synthetic,Dịch vụ công thật,brandname,0,0,NONE,0.001282769,0.03459878,0,0.9987173,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.49357683404721675,0.5064231659527832,1,0.5064231659527832,False,FP
train,ViSmish_07805,"Het tien ma k muon phien nguoi khac,ting ting co den 1O0tr vnd.(WaO0).Dang ki ngay: http://coccit.xyz/r/1qE1MmvkJW .",1,real,Khác,personal_number,1,0,Level 1 - Leet nhẹ,0.998408,0.961602,1,0.998408,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5313443605593036,0.46865563944069644,0,0.5313443605593036,False,FN
train,ViSmish_07960,"Nhan thay co hanh vi LOI DUNG TIN NHIEM, CHIEM DOAT TAI SAN. yc tt gap truoc 13g 16/2/2025, neu van bat hop tac ben toi ban giao HS den Trung Tam Quan Ly No Quoc Gia CIC (gay anh huong den uy tin- danh du- tai san- gia dinh va nhung nguoi co lien quan) toan bo hinh anh, bang chung vi pham. LH 0867256447 de giai quyet.",1,real,Đòi nợ / Đe dọa,personal_number,0,0,Level 2 - Leet nặng,0.99814475,0.9586691,1,0.99814475,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5101461432884267,0.4898538567115734,0,0.5101461432884267,False,FN
train,ViSmish_08221,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,real,Khác,shortcode,0,0,Level 0 - Formal,0.0017457802,0.04014042,0,0.99825424,False,0.3,tfidf_char_wb_3_5_logreg_soft_target,0.8062615896492149,0.19373841035078507,0,0.8062615896492149,False,FN
train,ViSmish_08269,Anh oi Em vua tron 20t Ng.u.c dep dang chuan DIU dang Muon KIEM them thu nhap Em co the den tan noi phuc~vu Lien he zalo: 528450052 CSU,1,real,Nội dung nhạy cảm,personal_number,0,1,Level 3 - Dot/Dash,0.9015568,0.7516294,1,0.9015568,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5591562091489599,0.44084379085104003,0,0.5591562091489599,False,FN
train,ViSmish_08408,"Mình vừa kiếm bộn tiền chỉ trong 1 tháng nhờ app này. Tham gia ngay bằng cách xem video và chia sẻ thôi, dễ như ăn kẹo ấy!",1,paraphrased,Crypto / Đầu tư giả,personal_number,0,0,Level 0 - Formal,0.999488,0.97786725,1,0.999488,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.654478225099869,0.34552177490013103,0,0.654478225099869,False,FN
train,ViSmish_08951,Nghe máy đi Có chuyện cần nhờ Em là bạn của Tiến đúng ko? A ở cùng nhà vs Tiến E có số người thân của Tiến ko ?. Gửi cho a vs. Gấp e à,1,real,Khác,personal_number,0,0,Level 0 - Formal,0.99924076,0.97317344,1,0.99924076,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.7818275951589214,0.21817240484107858,0,0.7818275951589214,False,FN
train,ViSmish_09180,"Bên Em Nhận Làm Các Loại GPLX Máy A1,Ôtô B2,C,..CMND,Căn Cước, Đăng Ký Xe Các Loại,Bằng Cấp 3 Đến Đại Học & Tất Cả Giấy Tờ Khác.LiênHệ: 0798 995 388 Giao Toàn Quốc",1,real,Khác,personal_number,0,1,Level 2 - Leet nặng,0.9994931,0.97797626,1,0.9994931,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5984388444769639,0.40156115552303606,0,0.5984388444769639,False,FN
train,ViSmish_09829,"Chi con 5 phut, Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT se bat dau. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.",1,real,Khác,brandname,1,1,Level 2 - Leet nặng,0.0015581821,0.0380033,0,0.9984419,False,0.3,tfidf_char_wb_3_5_logreg_soft_target,0.5799485025637381,0.4200514974362619,0,0.5799485025637381,False,FN
train,ViSmish_10003,"DIEN LUC thong bao khach hang Đỗ Thị Thanh, PE08BD0567890, co tong so hoa don 1, voi tong tien: 160956dong. De nghi Quy khach thanh toan trong vong 2 ngay ke tu khi nhan duoc tin nhan. Neu Quy khach da thanh toan, vui long bo qua tin nhan nay.",1,real,Dịch vụ công giả,brandname,0,0,Level 1 - Leet nhẹ,0.8844671,0.7345273,1,0.8844671,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.6974609068349091,0.3025390931650909,0,0.6974609068349091,False,FN
train,ViSmish_10063,Ban co quen thanh toan cho don hang nay khong? Sieu Sale 9.9 se ket thuc trong 2 ngay. Kiem tra ngay https://qyy.nu/pLSACb9c,1,real,Khác,brandname,1,0,Level 0 - Formal,0.99950564,0.9782451,1,0.99950564,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.5305780602276517,0.4694219397723483,0,0.5305780602276517,False,FN
train,ViSmish_10416,WECARE.vn - Ma uu dai: LLU2mjz913 cho dich vu: GIAI NHIET MUA HE UONG 2 TANG 1 CO HOI TRUNG THUONG 1 TY DONG TAI VUVUZELA.,1,real,Khác,personal_number,1,0,Level 2 - Leet nặng,0.99947256,0.97754276,1,0.99947256,True,1.0,tfidf_char_wb_3_5_logreg_soft_target,0.7403668539713084,0.2596331460286916,0,0.7403668539713084,False,FN
