content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,source_row_id
"Techcombank THONG BAO: QK Tran Thi B duoc chon nhan goi vay uu dai 20,000,000 VND, lai suat 0%/thang. Goi 19001234 truoc 23h59 hom nay de xac nhan.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),45
HDBank CANH BAO: Tai khoan cua QK da bi truy cap tu dia chi IP la. Doi mat khau ngay hoac tai khoan se bi khoa tam thoi. Hotline: 19001234.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),46
"[Eximbank] Ma giao dich #0071004521389 tri gia 2,500,000 VND da duoc chap thuan. Neu khong phai ban thuc hien, goi ngay hotline de bao cao.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),47
"[Eximbank] He thong ngan hang se bao tri tu 23:00 den 05:00. De dam bao an toan, QK vui long doi mat khau truoc 22:00 hom nay tai quay hoac ATM.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),48
BIDV: Tai khoan 0071009876543 cua quy khach Nguyen Van A se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),49
"MB Bank TB: QK co 50,000,000 VND tu chuong trinh tra thuong khach hang than thiet. Xac nhan nhan tien bang cach goi 19001111.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),50
[Sacombank] Phong An Ninh: Tai khoan cua QK Dang Van G lien quan den giao dich dang duoc dieu tra. Vui long goi 19001234 truoc 17h de giai trinh.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),51
"[Vietcombank] Ma giao dich #19009999 tri gia 50,000,000 VND da duoc chap thuan. Neu khong phai ban thuc hien, goi ngay hotline de bao cao.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),52
"VIB THONG BAO: QK Pham Thi D duoc chon nhan goi vay uu dai 500,000 VND, lai suat 0%/thang. Goi 19001234 truoc 23h59 hom nay de xac nhan.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),54
"[HDBank] Thong bao quan trong: Thong tin the cua QK Nguyen Van A da bi lo. De bao mat, vui long goi 19001234 de cap the moi mien phi.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),55
"ACB: Quy khach co khoan tien 1,000,000 VND dang cho xac nhan trong 24h. Goi 19008899 de nhan huong dan chuyen tien.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),56
[ACB] Bao cao bao mat: Co 6200123456789 dang co y dinh truy cap tai khoan Tran Thi B cua QK. Goi 19008888 ngay de kich hoat bao ve.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),57
"MB Bank: Giao dich mua sam 5,000,000 VND tu nuoc ngoai vua duoc thuc hien. Neu QK khong xac nhan trong 1h, tai khoan se bi khoa bao ve.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),58
[Techcombank] Bao cao bao mat: Co 19001111 dang co y dinh truy cap tai khoan Ngo Thi K cua QK. Goi 19008888 ngay de kich hoat bao ve.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),59
"TPBank TB: QK co 10,000,000 VND tu chuong trinh tra thuong khach hang than thiet. Xac nhan nhan tien bang cach goi 19001111.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),61
"HDBank: Giao dich mua sam 50,000,000 VND tu nuoc ngoai vua duoc thuc hien. Neu QK khong xac nhan trong 1h, tai khoan se bi khoa bao ve.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),62
"[BIDV] Thong bao quan trong: Thong tin the cua QK Tran Thi B da bi lo. De bao mat, vui long goi 0071009876543 de cap the moi mien phi.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),63
[TPBank] Canh bao cuoi cung: Tai khoan cua QK vi pham dieu khoan su dung. Goi 18001818 truoc 17h hoac tai khoan bi khoa vinh vien.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),64
"MB Bank TB: QK co 2,500,000 VND tu chuong trinh tra thuong khach hang than thiet. Xac nhan nhan tien bang cach goi 19001111.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),65
[VIB] Bao cao bao mat: Co 0071009876543 dang co y dinh truy cap tai khoan Ngo Thi K cua QK. Goi 19008888 ngay de kich hoat bao ve.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),66
VIB: Tai khoan 19008888 cua quy khach Tran Thi B se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),67
"[BIDV] Ma giao dich #19008888 tri gia 10,000,000 VND da duoc chap thuan. Neu khong phai ban thuc hien, goi ngay hotline de bao cao.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),68
"[Sacombank] Thong bao quan trong: Thong tin the cua QK Vu Thi F da bi lo. De bao mat, vui long goi 18006699 de cap the moi mien phi.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),69
[LienVietPostBank] Bao cao bao mat: Co 19001234 dang co y dinh truy cap tai khoan Hoang Van E cua QK. Goi 19008888 ngay de kich hoat bao ve.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),70
"MSB: He thong ghi nhan yeu cau rut 500,000 VND tu ATM luc 02:15. Neu QK khong thuc hien, goi 19001234 de huy ngay.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),71
"[Agribank] Thong bao quan trong: Thong tin the cua QK Hoang Van E da bi lo. De bao mat, vui long goi 19008888 de cap the moi mien phi.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),72
MSB: Tai khoan 19001234 cua quy khach Do Van I se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),73
"Agribank: Giao dich mua sam 15,000,000 VND tu nuoc ngoai vua duoc thuc hien. Neu QK khong xac nhan trong 1h, tai khoan se bi khoa bao ve.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),74
"[Agribank] Ma giao dich #19008888 tri gia 500,000 VND da duoc chap thuan. Neu khong phai ban thuc hien, goi ngay hotline de bao cao.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),75
[SHB] Bao cao bao mat: Co 18001818 dang co y dinh truy cap tai khoan Nguyen Van A cua QK. Goi 19008888 ngay de kich hoat bao ve.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),76
"MB Bank: Giao dich mua sam 20,000,000 VND tu nuoc ngoai vua duoc thuc hien. Neu QK khong xac nhan trong 1h, tai khoan se bi khoa bao ve.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),77
[Agribank] Canh bao cuoi cung: Tai khoan cua QK vi pham dieu khoan su dung. Goi 19008888 truoc 17h hoac tai khoan bi khoa vinh vien.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),78
"[MSB] He thong ngan hang se bao tri tu 23:00 den 05:00. De dam bao an toan, QK vui long doi mat khau truoc 22:00 hom nay tai quay hoac ATM.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),79
[UBND TP.HCM] Thong bao: Can biet them thong tin ve hanh vi gian lan thue cua cong ty Doanh nghiep XYZ. Vui long hop tac tra loi qua so 1234/CV-CT.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),100
"Cuc Thue thong bao: Ho Van Nam co quyet dinh xu phat hanh chinh so QD-2025/001 tri gia 50,000,000 VND. Neu khong dong y, lien he QD-2025/001 de khieu lai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),101
"So Tu Phap: Qua trinh kiem tra phat hien doanh nghiep Nguyen Thi Xuan no thue 10,000,000 VND. Goi so 1234/CV-CT truoc ngay 20 de tranh bi cong bo cong khai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),102
[So Tu Phap] Xac nhan: Ho so cap the CCCD cua Doanh nghiep XYZ can xac minh them thong tin. Goi QD-2025/001 trong gio hanh chinh de dat lich phong van.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),103
Bo Giao thong Van tai: Le Van Thanh can bo sung giay to cho ho so cap phep kinh doanh so QD-2025/001. Han chot ngay mai. Goi hotline QD-2025/001 de duoc ho tro.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),104
[Cong an TP] Thong bao: Ho so thue TNCN cua Ho Van Nam nam 2024 can dieu chinh. Vui long goi 02890000123 de biet chi tiet va tranh phat.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),105
[Cuc Thue] Thong bao: Ho so thue TNCN cua Le Van Thanh nam 2024 can dieu chinh. Vui long goi 23/TB-BHXH de biet chi tiet va tranh phat.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),106
[Cuc Thue] Xac nhan: Ho so cap the CCCD cua Ho Van Nam can xac minh them thong tin. Goi 1234/CV-CT trong gio hanh chinh de dat lich phong van.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),107
[Vien Kiem sat] Can lam viec ve ho so BHXH cua Nguyen Van Hung. Co so du lieu cho thay co sai sot can chinh sua. Goi 18006699 de dat lich lam viec.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),108
BHXH Viet Nam: Ho Van Nam can bo sung giay to cho ho so cap phep kinh doanh so QD-2025/001. Han chot ngay mai. Goi hotline QD-2025/001 de duoc ho tro.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),109
UBND TP.HCM: Moi Nguyen Van Hung tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),110
[Bo Giao thong Van tai] He thong da ghi nhan don khieu nai cua Nguyen Van Hung ma so 02890000123. Vui long goi lai de cap nhat trang thai xu ly.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),111
"Phong Lao dong Thuong binh Xa hoi gui TB: Ong/Ba Ho Van Nam co khoang thu nhap chua ke khai thue 20,000,000 VND. Lien he khoi thue truoc 15 ngay de xu ly tu nguyen.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),112
[Phong Lao dong Thuong binh Xa hoi] CANH BAO: Ho so BHYT cua Tran Thi Lan phat hien bat thuong. Can xac minh ngay hom nay truoc 17h de tranh dinh chi the.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),113
[UBND TP.HCM] Xac nhan: Ho so cap the CCCD cua Tran Thi Lan can xac minh them thong tin. Goi 19001234 trong gio hanh chinh de dat lich phong van.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),114
"Cong an TP thong bao: Cong ty TNHH ABC co quyet dinh xu phat hanh chinh so 1234/CV-CT tri gia 10,000,000 VND. Neu khong dong y, lien he 1234/CV-CT de khieu lai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),115
"UBND TP.HCM TB KHAN: Pham Thi Huong co bien bao vi pham giao thong ngay 15/05/2025 chua thanh toan. So tien 50,000,000 VND. Goi 18006699 de thu xep.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),116
[So Tu Phap] CANH BAO: Ho so BHYT cua Nguyen Thi Xuan phat hien bat thuong. Can xac minh ngay hom nay truoc 17h de tranh dinh chi the.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),117
"Cuc Thue: Quy co/chu Le Van Thanh chua nop phat vi pham hanh chinh 15,000,000 VND theo quyet dinh so 19001234. Vui long thanh toan truoc 30 ngay.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),118
[So Tu Phap] TB: Giay to nhan than cua Le Van Thanh can cap nhat theo QD 23/TB-BHXH. Vui long goi 23/TB-BHXH de duoc huong dan cap nhat mien phi.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),119
BHXH Viet Nam: Moi Cong ty TNHH ABC tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),120
"Cuc Thue gui TB: Ong/Ba Nguyen Thi Xuan co khoang thu nhap chua ke khai thue 5,000,000 VND. Lien he khoi thue truoc 15 ngay de xu ly tu nguyen.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),121
[UBND TP.HCM] TB: Giay to nhan than cua Nguyen Thi Xuan can cap nhat theo QD 18006699. Vui long goi 18006699 de duoc huong dan cap nhat mien phi.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),122
[BHXH Viet Nam] TB: Giay to nhan than cua Nguyen Van Hung can cap nhat theo QD 18006699. Vui long goi 18006699 de duoc huong dan cap nhat mien phi.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),123
[Cong an TP] Lich thi hanh an: Nguyen Thi Xuan can co mat tai Cong an TP vao 8h00 ngay mai. Lien he so QD-2025/001 neu can doi lich.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),124
[Cuc Thue] CANH BAO: Ho so BHYT cua Nguyen Thi Xuan phat hien bat thuong. Can xac minh ngay hom nay truoc 17h de tranh dinh chi the.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),125
"Cong an TP: Qua trinh kiem tra phat hien doanh nghiep Pham Thi Huong no thue 20,000,000 VND. Goi so 18006699 truoc ngay 20 de tranh bi cong bo cong khai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),126
"Cong an TP TB KHAN: Nguyen Thi Xuan co bien bao vi pham giao thong ngay 15/05/2025 chua thanh toan. So tien 50,000,000 VND. Goi 23/TB-BHXH de thu xep.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),127
[Phong Lao dong Thuong binh Xa hoi] Thong bao: Can biet them thong tin ve hanh vi gian lan thue cua cong ty Doanh nghiep XYZ. Vui long hop tac tra loi qua so 02890000123.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),128
[Cong an TP] Can lam viec ve ho so BHXH cua Nguyen Thi Xuan. Co so du lieu cho thay co sai sot can chinh sua. Goi 02890000123 de dat lich lam viec.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),129
"UBND Ha Noi thong bao: Nguyen Van Hung co quyet dinh xu phat hanh chinh so 02890000123 tri gia 10,000,000 VND. Neu khong dong y, lien he 02890000123 de khieu lai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),130
[Phong Lao dong Thuong binh Xa hoi] TB: Giay to nhan than cua Pham Thi Huong can cap nhat theo QD 1234/CV-CT. Vui long goi 1234/CV-CT de duoc huong dan cap nhat mien phi.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),131
"Bo Cong An gui TB: Ong/Ba Doanh nghiep XYZ co khoang thu nhap chua ke khai thue 2,500,000 VND. Lien he khoi thue truoc 15 ngay de xu ly tu nguyen.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),132
So Tu Phap: Nguyen Van Hung can bo sung giay to cho ho so cap phep kinh doanh so 18006699. Han chot ngay mai. Goi hotline 18006699 de duoc ho tro.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),133
"Cong an TP thong bao: Nguyen Thi Xuan co quyet dinh xu phat hanh chinh so 18006699 tri gia 500,000 VND. Neu khong dong y, lien he 18006699 de khieu lai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),134
"UBND TP.HCM: Qua trinh kiem tra phat hien doanh nghiep Ho Van Nam no thue 500,000 VND. Goi so 19001234 truoc ngay 20 de tranh bi cong bo cong khai.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),135
Vien Kiem sat: Ho Van Nam can bo sung giay to cho ho so cap phep kinh doanh so 18006699. Han chot ngay mai. Goi hotline 18006699 de duoc ho tro.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),136
"Phong Lao dong Thuong binh Xa hoi TB KHAN: Ho Van Nam co bien bao vi pham giao thong ngay 15/05/2025 chua thanh toan. So tien 5,000,000 VND. Goi 18006699 de thu xep.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),137
