content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,source_row_id
"Tùng ơi Trang nè, đang kẹt quá cho mượn tạm 500k vào TPBank 19034567890 chiều mai trả nhé.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),18
"Ê Nam, tài khoản tao bị khóa, mày chuyển giùm tao 500 ngàn vô số tài khoản này 1122334455 Techcombank nha, mai tao trả gấp đôi.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),19
"Mai ơi Nam nè, đang kẹt quá cho mượn tạm 1 triệu vào Agribank 987654321 chiều mai trả nhé.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),20
"Chị Tùng ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 500 ngàn nhé, tuần sau có lương em trả. STK em 1122334455 MB Bank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),21
"Ê mày, hình hôm bữa đi chơi tao up lên đây rồi nha, vào drive-google.com/file123 tải về lẹ đi tao sắp xóa.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),22
"Long ơi tớ đang cần gấp một mã thẻ cào Mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1,0,0,personal_number,Lừa đảo nhờ vả,LEVEL 0 – Không obfuscation (formal),23
"Dạ cô Tuấn ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0934567890 để nhận nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),24
"Chị Ngọc ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 1 triệu nhé, tuần sau có lương em trả. STK em 88889999 Vietcombank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),25
"Chị Hà ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm một ít nhé, tuần sau có lương em trả. STK em 0981234567 Agribank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),26
"Anh Vy, em đang thi thiết kế logo, anh vào bình chọn giúp em với ạ, link đây anh: drive-google.com/file123, nhớ đăng nhập facebook để vote nha.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),27
"Sơn à, tớ mới đổi điện thoại nên mất hết app, cậu chuyển khoản hộ tớ 5 triệu cho người này nhé, stk 123456789 Vietinbank. Tối đi làm về tớ qua đưa tiền mặt.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),28
"Mày ơi, cháu tao đang thi bé khỏe bé ngoan, mày vào link này bit.ly/nhanqua vote cho nó một phiếu nhé, số báo danh 123.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),29
"Alo anh Hùng nay đi nhậu không? Á chết, nhầm số rồi, xin lỗi anh nha. Mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0912345678 giao lưu nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),30
"Minh ơi tao mới kiếm được trang này xem Tiktok cũng có tiền, ngày được 500 ngàn dễ ợt. Mày thử không vô đây nè: shopee-sale-vn.com",1,1,0,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),31
"Chị Bình ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 5 triệu nhé, tuần sau có lương em trả. STK em 19034567890 Techcombank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),32
"Chúc mừng Hoa nha, số điện thoại của bạn may mắn trúng giải thưởng trị giá 50 triệu từ Shopee, click vào thiepcuoi-online.vn/namhoa để làm thủ tục nhận thưởng.",1,1,0,personal_number,Lừa đảo trúng thưởng,LEVEL 0 – Không obfuscation (formal),33
"Em Quân phải không? Lâu quá không gặp, em còn nhớ anh không? Nay anh bay về Việt Nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0,0,personal_number,Lừa đảo tình cảm,LEVEL 0 – Không obfuscation (formal),34
Nay con không về ăn cơm mẹ nhé. Xin lỗi mình nhắn nhầm. Chúc bạn một ngày tốt lành!,1,0,0,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),35
"Mày ơi tao đang đứng ở cây xăng mà quên mang ví, app ngân hàng thì lỗi. Bắn qua số tài khoản 987654321 TPBank 500 ngàn nha, về tao đưa tiền mặt.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),36
"Chúc mừng Phương nha, số điện thoại của bạn may mắn trúng giải thưởng trị giá 50 triệu từ Shopee, click vào zalo-group.club/join để làm thủ tục nhận thưởng.",1,1,0,personal_number,Lừa đảo trúng thưởng,LEVEL 0 – Không obfuscation (formal),37
"Anh Minh, giấy mời họp phụ huynh bé nhà mình em gửi file mềm qua link này shopee-sale-vn.com, anh tải về xem nhé.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),38
"Mày ơi, cháu tao đang thi bé khỏe bé ngoan, mày vào link này shopee-sale-vn.com vote cho nó một phiếu nhé, số báo danh 123.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),40
"Chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây zalo-group.club/join.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),41
"Ê Tuấn, đợt trước mày hỏi vụ đầu tư chứng khoán, tao đang theo nhóm này phím lệnh ok lắm, vào nhóm xem thử tiktok-jobs.net",1,1,0,personal_number,Lừa đảo đầu tư,LEVEL 0 – Không obfuscation (formal),42
"Chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây t.me/hoinhanroi.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),43
"Em gửi file báo cáo tháng này anh check nhé. Dạ em nhầm số sếp, phiền anh/chị quá. Số đuôi anh chị đẹp ghê, mình làm quen nhé, zalo em 0978123456.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),44
"Lan ơi tớ đang cần gấp một mã thẻ cào Mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1,0,0,personal_number,Lừa đảo nhờ vả,LEVEL 0 – Không obfuscation (formal),45
"Chị Thành ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 100k nhé, tuần sau có lương em trả. STK em 0981234567 Agribank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),46
"Trang đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,0,0,personal_number,Lừa đảo nhờ vả,LEVEL 0 – Không obfuscation (formal),47
"Chị Ngọc ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 100k nhé, tuần sau có lương em trả. STK em 68686868 TPBank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),48
"Ê Linh, tài khoản tao bị khóa, mày chuyển giùm tao 100k vô số tài khoản này 19034567890 Vietinbank nha, mai tao trả gấp đôi.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),49
"Em Phương phải không? Lâu quá không gặp, em còn nhớ anh không? Nay anh bay về Việt Nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0,0,personal_number,Lừa đảo tình cảm,LEVEL 0 – Không obfuscation (formal),51
"Em gửi file báo cáo tháng này anh check nhé. Dạ em nhầm số sếp, phiền anh/chị quá. Số đuôi anh chị đẹp ghê, mình làm quen nhé, zalo em 0345678901.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),52
"Alo anh Quân nay đi nhậu không? Á chết, nhầm số rồi, xin lỗi anh nha. Mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0981234567 giao lưu nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),53
"Chị Lan, bên công ty em đang tuyển CTV gõ văn bản tại nhà, không cọc không phí, rảnh làm bận nghỉ. Chị quan tâm thì nhắn Zalo trưởng phòng em 0888999000.",1,0,1,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),54
"Mai ơi Trang nè, đang kẹt quá cho mượn tạm vài trăm vào Techcombank 987654321 chiều mai trả nhé.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),55
"Chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây shopee-sale-vn.com.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),56
"Chị Sơn ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 3 triệu nhé, tuần sau có lương em trả. STK em 001100223344 Sacombank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),58
"Mày ơi, cháu tao đang thi bé khỏe bé ngoan, mày vào link này t.me/hoinhanroi vote cho nó một phiếu nhé, số báo danh 123.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),60
"Sơn ơi tao mới kiếm được trang này xem Tiktok cũng có tiền, ngày được 10 triệu dễ ợt. Mày thử không vô đây nè: tiktok-jobs.net",1,1,0,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),62
"Sếp ơi, file hợp đồng bên đối tác gửi em để trên drive nhé, sếp click vào shopee-sale-vn.com tải về xem giúp em ạ.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),63
"Dạ cô Hùng ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0345678901 để nhận nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),64
"Dũng ơi tao mới kiếm được trang này xem Tiktok cũng có tiền, ngày được 1 triệu dễ ợt. Mày thử không vô đây nè: drive-google.com/file123",1,1,0,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),65
"Dạ cô Thảo ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0934567890 để nhận nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),66
"Em Ngọc phải không? Lâu quá không gặp, em còn nhớ anh không? Nay anh bay về Việt Nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0,0,personal_number,Lừa đảo tình cảm,LEVEL 0 – Không obfuscation (formal),67
"Ê Quân, tài khoản tao bị khóa, mày chuyển giùm tao 500 ngàn vô số tài khoản này 68686868 TPBank nha, mai tao trả gấp đôi.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),68
"Khang ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0978123456 để làm thủ tục nhận nhé.",1,0,1,personal_number,Lừa đảo nhận quà,LEVEL 0 – Không obfuscation (formal),69
"Thành ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0978123456 để làm thủ tục nhận nhé.",1,0,1,personal_number,Lừa đảo nhận quà,LEVEL 0 – Không obfuscation (formal),70
"Chị Ngọc ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 2 triệu nhé, tuần sau có lương em trả. STK em 987654321 BIDV.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),71
"Ê Thảo, tài khoản tao bị khóa, mày chuyển giùm tao 500k vô số tài khoản này 68686868 VPBank nha, mai tao trả gấp đôi.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),72
"Dạo này lạm phát quá bà nhỉ. Tui đang đầu tư bên quỹ này sinh lời đều lắm, bà muốn tìm hiểu thì nhấp vào link này đăng ký nè: thiepcuoi-online.vn/namhoa",1,1,0,personal_number,Lừa đảo đầu tư,LEVEL 0 – Không obfuscation (formal),73
"Chị Bình, bên công ty em đang tuyển CTV gõ văn bản tại nhà, không cọc không phí, rảnh làm bận nghỉ. Chị quan tâm thì nhắn Zalo trưởng phòng em 0345678901.",1,0,1,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),74
"Ê Long, đợt trước mày hỏi vụ đầu tư chứng khoán, tao đang theo nhóm này phím lệnh ok lắm, vào nhóm xem thử zalo-group.club/join",1,1,0,personal_number,Lừa đảo đầu tư,LEVEL 0 – Không obfuscation (formal),75
"Quân ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0888999000 để làm thủ tục nhận nhé.",1,0,1,personal_number,Lừa đảo nhận quà,LEVEL 0 – Không obfuscation (formal),77
"Chị Thành ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 10 triệu nhé, tuần sau có lương em trả. STK em 001100223344 Techcombank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),78
"Chào bạn, mình thấy số điện thoại của bạn qua hội nhóm, thấy ảnh đại diện dễ thương nên muốn làm quen, add zalo mình nhé 0981234567.",1,0,1,personal_number,Lừa đảo tình cảm,LEVEL 0 – Không obfuscation (formal),80
"Dạ cô Thành ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0934567890 để nhận nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),81
"Trang ơi tớ đang cần gấp một mã thẻ cào Mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1,0,0,personal_number,Lừa đảo nhờ vả,LEVEL 0 – Không obfuscation (formal),83
"Vy à, tớ mới đổi điện thoại nên mất hết app, cậu chuyển khoản hộ tớ vài trăm cho người này nhé, stk 19034567890 Agribank. Tối đi làm về tớ qua đưa tiền mặt.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),84
"Chị Vy ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 200k nhé, tuần sau có lương em trả. STK em 123456789 BIDV.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),85
"Ê Khang, đợt trước mày hỏi vụ đầu tư chứng khoán, tao đang theo nhóm này phím lệnh ok lắm, vào nhóm xem thử bit.ly/nhanqua",1,1,0,personal_number,Lừa đảo đầu tư,LEVEL 0 – Không obfuscation (formal),86
"Nga ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0912345678 để làm thủ tục nhận nhé.",1,0,1,personal_number,Lừa đảo nhận quà,LEVEL 0 – Không obfuscation (formal),87
"Chị Tùng ơi mớ rau em để trước cửa rồi nha. Ủa nhầm số, cho em xin lỗi nhé. Chúc chị ngày mới vui vẻ.",1,0,0,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),88
"Tùng ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0909998877 để làm thủ tục nhận nhé.",1,0,1,personal_number,Lừa đảo nhận quà,LEVEL 0 – Không obfuscation (formal),89
"Minh ơi tao mới kiếm được trang này xem Tiktok cũng có tiền, ngày được vài trăm dễ ợt. Mày thử không vô đây nè: drive-google.com/file123",1,1,0,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),90
"Lan ơi, cuối tuần này tớ cưới, cậu bớt chút thời gian tới dự nhé. Thiệp tớ gửi qua link này bit.ly/nhanqua, nhớ xem kỹ thời gian địa điểm nha.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),91
"Em gửi file báo cáo tháng này anh check nhé. Dạ em nhầm số sếp, phiền anh/chị quá. Số đuôi anh chị đẹp ghê, mình làm quen nhé, zalo em 0934567890.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),92
"Dạ cô Tùng ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0345678901 để nhận nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),93
"Hương ơi tao mới kiếm được trang này xem Tiktok cũng có tiền, ngày được 1 triệu dễ ợt. Mày thử không vô đây nè: drive-google.com/file123",1,1,0,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),94
"Ê Ngọc, đợt trước mày hỏi vụ đầu tư chứng khoán, tao đang theo nhóm này phím lệnh ok lắm, vào nhóm xem thử t.me/hoinhanroi",1,1,0,personal_number,Lừa đảo đầu tư,LEVEL 0 – Không obfuscation (formal),96
"Anh Hùng, em đang thi thiết kế logo, anh vào bình chọn giúp em với ạ, link đây anh: tiktok-jobs.net, nhớ đăng nhập facebook để vote nha.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),97
"Anh Nga, em đang thi thiết kế logo, anh vào bình chọn giúp em với ạ, link đây anh: t.me/hoinhanroi, nhớ đăng nhập facebook để vote nha.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),98
"Mày ơi tao đang đứng ở cây xăng mà quên mang ví, app ngân hàng thì lỗi. Bắn qua số tài khoản 123456789 Agribank 500k nha, về tao đưa tiền mặt.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),100
"Anh Long, giấy mời họp phụ huynh bé nhà mình em gửi file mềm qua link này bit.ly/nhanqua, anh tải về xem nhé.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),101
"Em gửi file báo cáo tháng này anh check nhé. Dạ em nhầm số sếp, phiền anh/chị quá. Số đuôi anh chị đẹp ghê, mình làm quen nhé, zalo em 0909998877.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),102
"Ê Thảo, tài khoản tao bị khóa, mày chuyển giùm tao 200k vô số tài khoản này 68686868 Agribank nha, mai tao trả gấp đôi.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),103
"Chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây tinyurl.com/nhan-thuong.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),104
"Chúc mừng Vy nha, số điện thoại của bạn may mắn trúng giải thưởng trị giá 50 triệu từ Shopee, click vào thiepcuoi-online.vn/namhoa để làm thủ tục nhận thưởng.",1,1,0,personal_number,Lừa đảo trúng thưởng,LEVEL 0 – Không obfuscation (formal),105
"Hùng đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,0,0,personal_number,Lừa đảo nhờ vả,LEVEL 0 – Không obfuscation (formal),106
"Chị Hương ơi mớ rau em để trước cửa rồi nha. Ủa nhầm số, cho em xin lỗi nhé. Chúc chị ngày mới vui vẻ.",1,0,0,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),107
"Dạ cô Long ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0934567890 để nhận nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),108
"Em Thành phải không? Lâu quá không gặp, em còn nhớ anh không? Nay anh bay về Việt Nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0,0,personal_number,Lừa đảo tình cảm,LEVEL 0 – Không obfuscation (formal),109
"Quân à, tớ mới đổi điện thoại nên mất hết app, cậu chuyển khoản hộ tớ 5 triệu cho người này nhé, stk 1122334455 Agribank. Tối đi làm về tớ qua đưa tiền mặt.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),111
"Chị Oanh ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 3 triệu nhé, tuần sau có lương em trả. STK em 987654321 VPBank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),112
"Dạ cô Sơn ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0981234567 để nhận nhé.",1,0,1,personal_number,Lừa đảo nhầm số,LEVEL 0 – Không obfuscation (formal),113
"Hà ơi, cuối tuần này tớ cưới, cậu bớt chút thời gian tới dự nhé. Thiệp tớ gửi qua link này tiktok-jobs.net, nhớ xem kỹ thời gian địa điểm nha.",1,1,0,personal_number,Lừa đảo link độc hại,LEVEL 0 – Không obfuscation (formal),114
"Chị Nga ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 3 triệu nhé, tuần sau có lương em trả. STK em 0981234567 VPBank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),115
"Dũng dạo này rảnh không, tớ đang làm thêm cái này thu nhập ổn lắm, ngày 2 triệu, rảnh thì tớ chỉ cho. Nhắn qua zalo 0981234567 nha.",1,0,1,personal_number,Lừa đảo việc làm,LEVEL 0 – Không obfuscation (formal),116
"Chị Lan ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 200k nhé, tuần sau có lương em trả. STK em 1122334455 Vietinbank.",1,0,0,personal_number,Lừa đảo mượn tiền,LEVEL 0 – Không obfuscation (formal),117
"Dạo này lạm phát quá bà nhỉ. Tui đang đầu tư bên quỹ này sinh lời đều lắm, bà muốn tìm hiểu thì nhấp vào link này đăng ký nè: tinyurl.com/nhan-thuong",1,1,0,personal_number,Lừa đảo đầu tư,LEVEL 0 – Không obfuscation (formal),118
