split,sample_id,content,label,data_origin,teacher_p1_t2,teacher_pred,teacher_confidence,teacher_agree_label,distill_weight,student_model,student_p0,student_p1,student_pred,student_confidence,student_agree_label,error_type
train,train_04935,[DỊCH VỤ CÔNG NGHỆ] Tài khoản mạng xã hội của quý khách chưa được đồng bộ dữ liệu. Hãy gọi 0868123456 ngay để xác thực tránh bị ngắt dịch vụ.,1,paraphrased,0.97795594,1,0.99949217,True,1.0,g2_bilstm_distilled,0.5029719,0.4970281,0,0.5029719,False,FN
train,train_05023,Quý khách vừa đủ tiêu chí hưởng trợ cấp từ Qũy An sinh xã hội. Nhận tại https://asxh.xyz. ĐẾN HẾT 30/04 SẼ KHÔNG ĐƯỢC XÉT!,1,paraphrased,0.9806193,1,0.99960953,True,1.0,g2_bilstm_distilled,0.7716501,0.2283499,0,0.7716501,False,FN
train,train_05039,"Chào A/C em bên tài chính HIMAN Mình may mắn đc hỗ trợ vay với tỉ lệ thông quá cao, giải ngân nhanh Không mất phí, KHÔNG thẩm định người thân và chỉ cần có CCCD/CMND là vay được ạ. LH/ZL hỗ trợ 0746591731. Tele",1,real,0.97982454,1,0.99957615,True,1.0,g2_bilstm_distilled,0.8533296,0.14667039,0,0.8533296,False,FN
train,train_05085,"Em chào Chị Ạ, Chúc Chị Thanh Vân có một ngày tham quan nhiều gian hàng, tiếp cận nhiều công nghệ mới, để sẵn sàng bứt phá cùng TRIỂN LÃM QUỐC TẾ ĐỔI MỚI SÁNG TẠO VIỆT NAM 2024 nhé! Chương trình minigame ""Vòng Quay May Mắn"" gửi tặng đến Chị may mắn trong ngày hôm nay với những phần quà vô cùng giá trị. Ấn Quay Ngay để cùng tham gia nhé! t.me/vip",1,real,0.97611266,1,0.99940145,True,1.0,g2_bilstm_distilled,0.7772914,0.22270855,0,0.7772914,False,FN
train,train_05096,".(BIDV) Ban da dang ky dich vu toan cau ,moi thang thu phi 12.000.000 .Neu khong phai ban dang ky vui long vao www.ebidv.vip de huy",1,real,0.9776832,1,0.99947923,True,1.0,g2_bilstm_distilled,0.7554282,0.24457182,0,0.7554282,False,FN
train,train_05132,BHXH Viet Nam: Moi Cong ty TNHH ABC tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,synthetic_hard_negative,0.9765856,1,0.99942553,True,1.0,g2_bilstm_distilled,0.68379474,0.31620526,0,0.68379474,False,FN
train,train_05150,"Mai đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,synthetic_hard_negative,0.9738037,1,0.9992768,True,1.0,g2_bilstm_distilled,0.77258813,0.2274119,0,0.77258813,False,FN
train,train_05206,"KHÁCH HÀNG CHÚ Ý: Trong trường hợp Quý khách không phản hồi hoặc không yêu cầu hủy, hệ thống sẽ mặc định xác nhận sự đồng thuận tham gia gói bảo hiểm, dựa trên quy định tại Điều 38 - Luật Giao dịch điện tử năm 2005, áp dụng hình thức xác lập hợp đồng điện tử. Mọi thông tin chi tiết, phản hồi hoặc yêu cầu hỗ trợ, vui lòng liên hệ: Email: dvkh@dbvivn.com",1,real,0.92398036,1,0.9932765,True,1.0,g2_bilstm_distilled,0.7101598,0.28984022,0,0.7101598,False,FN
train,train_05290,VCB Digibank thong bao.tai khoan cua quy khach da dang nhap o mot thiet bi khac.neu khong phai ban vui long dang nhap www.vcbdiglhtbink.com de xac thuc tranh bi lua dao chiem dung tai khoan ban!,1,real,0.035171423,0,0.99867296,False,0.3,g2_bilstm_distilled,0.52964103,0.470359,0,0.52964103,False,FN
train,train_05325,"Chào Anh Chị và mọi người. Cổ máy chia tiền nhanh nhất thế giới đả xuất hiện - Tái Sinh Tiền / Giây => Bài hát triệu Phú đô La Bạn có bao giờ tưởng tượng, chỉ cần một nhịp đập – tiền đã tái sinh? Bạn có bao giờ khao khát, chỉ cần một giây – dòng tiền đã nhân đôi? 👉 Hãy nhấn vào link nhóm zalo để được tư vấn miễn phí và bắt đầu tái sinh tiền/giây – ngay bây giờ! https://zalo.me/g/ugnbnw063",1,real,0.9780579,1,0.99949694,True,1.0,g2_bilstm_distilled,0.74206865,0.25793138,0,0.74206865,False,FN
train,train_05381,"Nếu không thanh toán đủ 15.500.000đ cho chúng tôi trước 17h ngày 13/10, anh Nguyễn Minh Triết (CMND: 046079231845) sẽ phải đối mặt với việc toàn bộ hình ảnh cá nhân và thông tin cá nhân bị công khai trên mọi nền tảng mạng xã hội, đồng thời thông báo tới nơi làm việc. Liên hệ ngay qua số 0987654321 để tránh hậu quả nghiêm trọng.",1,paraphrased,0.98003507,1,0.9995852,True,1.0,g2_bilstm_distilled,0.86179936,0.13820064,0,0.86179936,False,FN
