manual_reason,manual_note,variant_key,sample_id,error_type,n_seeds,seeds,eval_subset,category,sender_type,data_origin,suggested_reason,mean_prob_label1,content
,,B2_class_weight_threshold,phase1_00810,FP,1,42,real_test,Ngân hàng thật,brandname,real,FP_official_brandlike,0.9770007,"Cam on quy khach da mo dich vu ngan hang dien tu VPBank. Luu y KHONG tiet lo mat khau khoi tao cho bat ky ai, bao gom ca Ngan hang. Mat khau khoi tao la xbmB7qab"
,,B2_class_weight_threshold,phase1_00803,FP,1,2025,real_test,Ngân hàng thật,brandname,real,FP_legitimate_url_and_phone,0.8311431,(TPBank) QK vui long truy cap https://evocard.tpb.vn/UiK3Qrnc de hoan tat dang ky mo the TPBank EVO va tan huong uu dai khong gioi han. LH 1900585885
,,B2_class_weight_threshold,phase1_01017,FP,1,2025,real_test,Dịch vụ công thật,brandname,real,FP_official_brandlike,0.7146778,Ban da dang ky giao dich dien tu BHXH thanh cong. Tai khoan: 7936728646 - Mat khau: 526669
,,B2_class_weight_threshold,phase1_01801,FP,1,2025,real_test,Khác,brandname,real,FP_legitimate_recruitment_like,0.61503005,"Cam on ban da quan tam den DH Cong nghe Mien Dong (MIT), truong tiep tuc xet tuyen NVBS den 10/10. Ban Dang ky online tai dangky.mit.vn . DT/Zalo: 0981767568"
,,B2_class_weight_threshold,phase1_00836,FP,1,2025,real_test,Khác,brandname,real,FP_legitimate_recruitment_like,0.465714,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463
,,E4_all,,FN,3,"42,123,2025",real_test,,,,FN_obfuscation_or_leet,0.0002933341166666667,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh"
,,E4_all,,FN,3,"42,123,2025",real_test,,,,FN_obfuscation_or_leet,0.0006895813333333334,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet
,,E4_all,,FN,3,"42,123,2025",real_test,,,,FN_obfuscation_or_leet,0.00193303585,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR
,,E4_all,,FN,1,2025,real_test,,,,FN_obfuscation_or_leet,0.004070138,8DAY Thuong Tan Thu Loc 80K (OF67QL411IO) trai nghiem mphi thang rut ngay.HSD Code 24h.HOANTRA 1.3. NAPDAU 200PTRAM. Tham gia tai t.ly/azvVE Dki täng 58K~ 8386K Iink: dsu1d.cc/QV6eCs ~PH4J
,,E4_all,,FN,1,2025,real_test,,,,FN_obfuscation_or_leet,0.21766995,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]"
,,E4_all,,FP,3,"42,123,2025",real_test,,,,FP_legitimate_with_url,0.9996727333333334,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.
,,E4_all,,FP,1,42,real_test,,,,FP_legitimate_recruitment_like,0.99958426,"Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439."
,,E4_all,,FP,1,42,real_test,,,,FP_other_or_ambiguous,0.9992834,ĐƠN này 0Đ Kick Thành Công khi nào lấy cổng sau quẹo trái cuối cùng 11h-1h chắc chắn có.
,,E4_all,,FP,1,42,real_test,,,,FP_legitimate_recruitment_like,0.93726826,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463
,,E4_all,,FP,1,42,real_test,,,,FP_official_brandlike,0.8938666,Cu phap khong hop le. QK vui long lien he 18001091 de duoc ho tro. Cam on da su dung dich vu VinaPhone - Mang 3G/4G nhanh nhat Viet Nam.
,,G0_E4_champion,,FN,3,"42,123,2025",real,,,real,FN_obfuscation_or_leet,1.5834562e-08,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh"
,,G0_E4_champion,,FN,3,"42,123,2025",real,,,real,FN_obfuscation_or_leet,2.0951541999999998e-08,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet
,,G0_E4_champion,,FN,2,"42,2025",real,,,real,FN_obfuscation_or_leet,4.179695825e-08,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR
,,G0_E4_champion,,FN,1,42,real,,,real,FN_obfuscation_or_leet,0.026768846,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]"
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_other_or_ambiguous,1.0,Gặp bôd mày thì xác nhận thương tật hết cỡ luôn và đéo có chuyện hoà giải gì hết.
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_legitimate_recruitment_like,1.0,"mỗi tháng 20 trẹo: 5 trẹo lương cứng , 15 trẹo lương tâm"
,,G0_E4_champion,,FP,3,"42,123,2025",real,,,real,FP_legitimate_with_url,1.0,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_other_or_ambiguous,1.0,"Chơi vs nhau từ lơpd 3 đến khi lấy vợ, hơn 20 năm mà có 50tr bạn cũng đánh đổi"
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_other_or_ambiguous,1.0,"bạn mình bị ồi, nhờ CA thì phải chung nhìu tiền."
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_other_or_ambiguous,1.0,Ko cho vay thì ngại cho vay oy tới lúc đòi thì sợ giận mà ko đòi ngta cg ko có suy nghĩ muốn trả mà kb lm tn
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_legitimate_promotion_reward,1.0,"Không rõ là em bạn vay ngân hàng hay cty tín dụng, nhưng thường khoản vay khó đòi thì họ sẽ bán cho bên thứ 3 để bên đó đòi, ngân hàng hay bên toà án không ai làm việc qua tin nhắn."
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_other_or_ambiguous,1.0,"Nói 500 tr nghe khiếp quá, nói nửa tỷ thôi cho nhẹ."
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_legitimate_recruitment_like,1.0,"1 bộ cỡ 500k thôi thì nhân lên cũng hơi bị bộn, lm gv mà sắm nhiu đó là cũng hết lương"
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_other_or_ambiguous,0.9999999666666667,"Y chang cái đợt đặt phòng gần biển xong chạy tới nơi thấy địa chỉ ảo, ks nằm tít trong thành phố nè :)))"
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_legitimate_recruitment_like,0.9999999666666667,Lương 5tr chắc 2vk ck tối phải cầm nón ra ngã tư ăn xin mới đủ đóng tiền học cho con nhờ
,,G0_E4_champion,,FP,3,"42,123,2025",external_curated,,,external_curated,FP_legitimate_recruitment_like,0.9999998333333333,"hihi,tao lương 5 chẹo 1 tháng thôi"
,,G2_external_curated,,FN,3,"42,123,2025",real,,,real,FN_obfuscation_or_leet,9.974101833333335e-09,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh"
,,G2_external_curated,,FN,3,"42,123,2025",real,,,real,FN_obfuscation_or_leet,1.1584071e-08,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet
,,G2_external_curated,,FN,3,"42,123,2025",real,,,real,FN_obfuscation_or_leet,1.7167733333333332e-08,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR
,,G2_external_curated,,FN,1,42,real,,,real,FN_obfuscation_or_leet,6.727591e-08,"Khách hàng mới nạp đầu thưởng cao nhất lên đến 446,664K! K8 Tang ban 100k Nap 1trieu tang 1 trieu Link dki: https://t.ly/w0ldg Huong dan tai: https://t.ly/tMcwc Ho tro cskh qua tele: @k8nhacaiso1 LQEbk"
,,G2_external_curated,,FN,1,42,real,,,real,FN_obfuscation_or_leet,0.029603422,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]"
,,G2_external_curated,,FP,3,"42,123,2025",real,,,real,FP_legitimate_with_url,1.0,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.
,,G2_external_curated,,FP,2,"123,2025",real,,,real,FP_legitimate_recruitment_like,1.0,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.
,,G2_external_curated,,FP,2,"123,2025",real,,,real,FP_legitimate_recruitment_like,0.99999982,"Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439."
,,G2_external_curated,,FP,1,2025,real,,,real,FP_other_or_ambiguous,1.0,"Sai cu phap nhan tin. De lay thong tin dich vu Mobile Internet va Dcom, vui long bam goi *098# hoac lien he 198 (mien phi). Tran trong."
,,G2_external_curated,,FP,1,2025,real,,,real,FP_legitimate_recruitment_like,0.99999964,"Cam on ban da quan tam den DH Cong nghe Mien Dong (MIT), truong tiep tuc xet tuyen NVBS den 10/10. Ban Dang ky online tai dangky.mit.vn . DT/Zalo: 0981767568"
,,G2_external_curated,,FP,1,2025,real,,,real,FP_legitimate_with_url,0.99660516,"Ke tu ngay 01/08/2022, EVNHCMC ngung nhan tin SMS, Quy KH vui long kiem tra ung dung CSKH, Zalo, Email de nhan thong bao tien dien va cac thong tin ve dien khac. De cai dat ung dung EVNHCMC CSKH, Quy KH truy cap cskh.evnhcmc.vn/tuvan/ungdungcskh hoac lien he 1900545454 de duoc ho tro. Tran trong."
,,G2_external_curated,,FP,1,123,real,,,real,FP_legitimate_recruitment_like,0.5563586,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463
