setup,seed,sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id,eval_subset,true_label,pred_label,prob_label0,prob_label1,is_correct,error_type,source_error_file,variant_key,threshold,variant,case_id,suggested_reason
A_real_only,2025,phase1_00810,"Cam on quy khach da mo dich vu ngan hang dien tu VPBank. Luu y KHONG tiet lo mat khau khoi tao cho bat ky ai, bao gom ca Ngan hang. Mat khau khoi tao la xbmB7qab",0,0.0,0.0,brandname,Ngân hàng thật,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,810.0,real_test,0,1,0.010130412,0.98986953,False,FP,setup_results\setup_a_results\setup_a_seed_2025_real_test_errors.csv,A_real_only,,,phase1_00810,FP_official_brandlike
A_real_only,2025,phase1_02412,https://ww.facebook.com/CSKHduongdinhninh035/ Chị nhắn vào Facebook bạn này ạ chị nhắn là tôi muốn hoàn tiền đơn hàng mĩ phẩm HASAKI bị lỗi gây kích ứng MVD: 1041 SĐT ĐẶT HÀNG: 0987654321,1,1.0,1.0,personal_number,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,90.0,real_test,1,0,0.6725468,0.32745323,False,FN,setup_results\setup_a_results\setup_a_seed_2025_real_test_errors.csv,A_real_only,,,phase1_02412,FN_obfuscation_or_leet
A_real_only,2025,phase1_01955,"[KHAO SAT] Quy khach co dong y voi y kien ""Nhan vien Cua hang Viettel da ho tro tich cuc de giup Quy khach giai quyet van de gap phai mot cach de dang"" theo thang diem tu 1 den 7 (1-3: Khong dong y; 4: Binh thuong; 5-7: Dong y) bang cach nhap so diem va phan hoi lai tin nhan nay (mien phi).",0,0.0,0.0,shortcode,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1959.0,real_test,0,1,0.09451042,0.9054896,False,FP,setup_results\setup_a_results\setup_a_seed_2025_real_test_errors.csv,A_real_only,,,phase1_01955,FP_official_brandlike
A_real_only,2025,phase1_01145,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,0,1.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1146.0,real_test,0,1,0.08953418,0.91046584,False,FP,setup_results\setup_a_results\setup_a_seed_2025_real_test_errors.csv,A_real_only,,,phase1_01145,FP_legitimate_with_url
A_real_only,42,phase1_02429,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,0.0,0.0,shortcode,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,107.0,real_test,1,0,0.9995216,0.00047842562,False,FN,setup_results\setup_a_results\setup_a_seed_42_real_test_errors.csv,A_real_only,,,phase1_02429,FN_obfuscation_or_leet
A_real_only,42,phase1_01845,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.,0,1.0,1.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1849.0,real_test,0,1,0.027091902,0.9729081,False,FP,setup_results\setup_a_results\setup_a_seed_42_real_test_errors.csv,A_real_only,,,phase1_01845,FP_legitimate_recruitment_like
A_real_only,42,phase1_02442,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh",1,1.0,0.0,personal_number,Giả mạo ngân hàng,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,120.0,real_test,1,0,0.99897975,0.0010202174,False,FN,setup_results\setup_a_results\setup_a_seed_42_real_test_errors.csv,A_real_only,,,phase1_02442,FN_obfuscation_or_leet
A_real_only,42,phase1_02445,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]",1,0.0,0.0,personal_number,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,123.0,real_test,1,0,0.9912717,0.008728267,False,FN,setup_results\setup_a_results\setup_a_seed_42_real_test_errors.csv,A_real_only,,,phase1_02445,FN_obfuscation_or_leet
A_real_only,42,phase1_00810,"Cam on quy khach da mo dich vu ngan hang dien tu VPBank. Luu y KHONG tiet lo mat khau khoi tao cho bat ky ai, bao gom ca Ngan hang. Mat khau khoi tao la xbmB7qab",0,0.0,0.0,brandname,Ngân hàng thật,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,810.0,real_test,0,1,0.005169658,0.9948303,False,FP,setup_results\setup_a_results\setup_a_seed_42_real_test_errors.csv,A_real_only,,,phase1_00810,FP_official_brandlike
A_real_only,42,phase1_01145,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,0,1.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1146.0,real_test,0,1,0.056548137,0.9434519,False,FP,setup_results\setup_a_results\setup_a_seed_42_real_test_errors.csv,A_real_only,,,phase1_01145,FP_legitimate_with_url
B1_class_weight_default,123,phase1_02429,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,0.0,0.0,shortcode,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,107.0,real_test,1,0,0.9988508,0.0011491554,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_123_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02429,FN_obfuscation_or_leet
B1_class_weight_default,123,phase1_02442,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh",1,1.0,0.0,personal_number,Giả mạo ngân hàng,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,120.0,real_test,1,0,0.99884856,0.0011513996,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_123_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02442,FN_obfuscation_or_leet
B1_class_weight_default,123,phase1_02445,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]",1,0.0,0.0,personal_number,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,123.0,real_test,1,0,0.9730621,0.02693789,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_123_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02445,FN_obfuscation_or_leet
B1_class_weight_default,123,phase1_00942,"Nhan dip Tet Nham Dan,BLD va Ban Dai dien CMHS truong THPT Nguyen Cong Tru kinh chuc Quy PHHS va toan the gia dinh suc khoe,hanh phuc,binh an,van su nhu y",0,0.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,943.0,real_test,0,1,0.04560694,0.954393,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_123_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_00942,FP_official_brandlike
B1_class_weight_default,123,phase1_02077,"Moi ban tao tai khoan S-Student de nhan dac quyen: giam them den 10%, tro gia den 5tr khi len doi va giam phi giao hang. Tao tai khoan ngay: https://go.cps.onl/5n7dsskw",0,1.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2081.0,real_test,0,1,0.001364362,0.9986356,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_123_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02077,FP_legitimate_promotion_reward
B1_class_weight_default,123,phase1_01145,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,0,1.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1146.0,real_test,0,1,0.094594024,0.90540594,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_123_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_01145,FP_legitimate_with_url
B1_class_weight_default,2025,phase1_02429,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,0.0,0.0,shortcode,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,107.0,real_test,1,0,0.98942953,0.010570489,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_2025_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02429,FN_obfuscation_or_leet
B1_class_weight_default,2025,phase1_01845,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.,0,1.0,1.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1849.0,real_test,0,1,0.008660931,0.991339,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_2025_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_01845,FP_legitimate_recruitment_like
B1_class_weight_default,2025,phase1_01017,Ban da dang ky giao dich dien tu BHXH thanh cong. Tai khoan: 7936728646 - Mat khau: 526669,0,0.0,0.0,brandname,Dịch vụ công thật,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1018.0,real_test,0,1,0.28532216,0.7146778,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_2025_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_01017,FP_official_brandlike
B1_class_weight_default,2025,phase1_02445,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]",1,0.0,0.0,personal_number,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,123.0,real_test,1,0,0.80147004,0.19852991,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_2025_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02445,FN_obfuscation_or_leet
B1_class_weight_default,2025,phase1_01801,"Cam on ban da quan tam den DH Cong nghe Mien Dong (MIT), truong tiep tuc xet tuyen NVBS den 10/10. Ban Dang ky online tai dangky.mit.vn . DT/Zalo: 0981767568",0,1.0,1.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1805.0,real_test,0,1,0.38496992,0.61503005,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_2025_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_01801,FP_legitimate_recruitment_like
B1_class_weight_default,2025,phase1_00803,(TPBank) QK vui long truy cap https://evocard.tpb.vn/UiK3Qrnc de hoan tat dang ky mo the TPBank EVO va tan huong uu dai khong gioi han. LH 1900585885,0,1.0,1.0,brandname,Ngân hàng thật,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,803.0,real_test,0,1,0.16885696,0.8311431,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_2025_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_00803,FP_legitimate_url_and_phone
B1_class_weight_default,2025,phase1_01145,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,0,1.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1146.0,real_test,0,1,0.00206277,0.9979372,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_2025_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_01145,FP_legitimate_with_url
B1_class_weight_default,42,phase1_02429,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,0.0,0.0,shortcode,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,107.0,real_test,1,0,0.9991391,0.0008609261,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_42_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02429,FN_obfuscation_or_leet
B1_class_weight_default,42,phase1_01845,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.,0,1.0,1.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1849.0,real_test,0,1,0.005260852,0.9947391,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_42_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_01845,FP_legitimate_recruitment_like
B1_class_weight_default,42,phase1_02442,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh",1,1.0,0.0,personal_number,Giả mạo ngân hàng,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,120.0,real_test,1,0,0.9605466,0.039453376,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_42_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02442,FN_obfuscation_or_leet
B1_class_weight_default,42,phase1_02445,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]",1,0.0,0.0,personal_number,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,123.0,real_test,1,0,0.9973008,0.0026991665,False,FN,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_42_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02445,FN_obfuscation_or_leet
B1_class_weight_default,42,phase1_00810,"Cam on quy khach da mo dich vu ngan hang dien tu VPBank. Luu y KHONG tiet lo mat khau khoi tao cho bat ky ai, bao gom ca Ngan hang. Mat khau khoi tao la xbmB7qab",0,0.0,0.0,brandname,Ngân hàng thật,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,810.0,real_test,0,1,0.022999303,0.9770007,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_42_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_00810,FP_official_brandlike
B1_class_weight_default,42,phase1_02060,DATA KHONG GIOI HAN - MUA 1 TANG 1: Chi voi 10.000d/ngay! Dang ky goi ProMax 1 ngay bang cach soan DK DU1 gui 123 va huong ngay uu dai MIEN PHI CHU KY GIA HAN TIEP THEO. Khuyen mai ap dung 1 lan cho thue bao dang ky lan dau trong thang. CTLH: 0922789789 (0d).,0,0.0,1.0,brandname,Viễn thông,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2064.0,real_test,0,1,0.0016941034,0.9983059,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_42_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_02060,FP_legitimate_promotion_reward
B1_class_weight_default,42,phase1_01145,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,0,1.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1146.0,real_test,0,1,0.109324835,0.8906752,False,FP,setup_results\setup_b_results\setup_b_B1_class_weight_default_seed_42_real_test_errors.csv,B1_class_weight_default,0.5,,phase1_01145,FP_legitimate_with_url
B2_class_weight_threshold,123,phase1_02429,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,0.0,0.0,shortcode,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,107.0,real_test,1,0,0.9988508,0.0011491554,False,FN,setup_results\setup_b_results\setup_b_B2_class_weight_threshold_seed_123_real_test_errors.csv,B2_class_weight_threshold,0.18,,phase1_02429,FN_obfuscation_or_leet
B2_class_weight_threshold,123,phase1_02442,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh",1,1.0,0.0,personal_number,Giả mạo ngân hàng,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,120.0,real_test,1,0,0.99884856,0.0011513996,False,FN,setup_results\setup_b_results\setup_b_B2_class_weight_threshold_seed_123_real_test_errors.csv,B2_class_weight_threshold,0.18,,phase1_02442,FN_obfuscation_or_leet
B2_class_weight_threshold,123,phase1_02445,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]",1,0.0,0.0,personal_number,Khác,NONE,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,123.0,real_test,1,0,0.9730621,0.02693789,False,FN,setup_results\setup_b_results\setup_b_B2_class_weight_threshold_seed_123_real_test_errors.csv,B2_class_weight_threshold,0.18,,phase1_02445,FN_obfuscation_or_leet
B2_class_weight_threshold,123,phase1_00942,"Nhan dip Tet Nham Dan,BLD va Ban Dai dien CMHS truong THPT Nguyen Cong Tru kinh chuc Quy PHHS va toan the gia dinh suc khoe,hanh phuc,binh an,van su nhu y",0,0.0,0.0,brandname,Khác,NONE,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,943.0,real_test,0,1,0.04560694,0.954393,False,FP,setup_results\setup_b_results\setup_b_B2_class_weight_threshold_seed_123_real_test_errors.csv,B2_class_weight_threshold,0.18,,phase1_00942,FP_official_brandlike
