sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id,external_source_type,text_variant_type,hard_case_type,review_status,original,normalized
vilexnorm_hardneg_00013,"dạo này mình mơi dạy, khó khăn hơn mình nghĩ và cũng thấy khá là thú vị hehe (có 55k thôi nhưng cũng dc ròi)",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,138,vilexnorm_hard_negative,teencode;abbreviation,money_like,manual_accepted,"dạo này mình mơi dạy, khó khăn hơn mình nghĩ và cũng thấy khá là thú vị hehe (có 55k thôi nhưng cũng dc ròi)","dạo này mình mới dạy, khó khăn hơn mình nghĩ và cũng thấy khá là thú vị hehe (có 55k thôi nhưng cũng được rồi)"
vilexnorm_hardneg_00014,rồi lương tháng này của em đc 1 chẹo,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,140,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,rồi lương tháng này của em đc 1 chẹo,rồi lương tháng này của em được 1 triệu
vilexnorm_hardneg_00015,"mấy thằng HP bị đá đểu ăn hoa cải thay cơm đ biết nhục còn lấy làm vinh hạnh, hở tí là ra cái vẻ giang hồ cơ",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,147,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,"mấy thằng HP bị đá đểu ăn hoa cải thay cơm đ biết nhục còn lấy làm vinh hạnh, hở tí là ra cái vẻ giang hồ cơ","mấy thằng HP bị đá đểu ăn hoa cải thay cơm đéo biết nhục còn lấy làm vinh hạnh, hở tí là ra cái vẻ giang hồ cơ"
vilexnorm_hardneg_00016,"Kiện chết cmn đi , ch ó cậy gần nhà , báo người ta còn đi đánh họ nữa",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,159,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,"Kiện chết cmn đi , ch ó cậy gần nhà , báo người ta còn đi đánh họ nữa","Kiện chết cmn đi , chó cậy gần nhà , báo người ta còn đi đánh họ nữa"
vilexnorm_hardneg_00017,chữa lành đâu ko thí chứ thấy tiệt dọng cmnr,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,167,vilexnorm_hard_negative,teencode,sensitive_review,manual_accepted,chữa lành đâu ko thí chứ thấy tiệt dọng cmnr,chữa lành đâu không thấy chứ thấy tuyệt vọng cmnr
vilexnorm_hardneg_00019,Mặt kiểu phán xét vỡiiii,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,184,vilexnorm_hard_negative,slang,sensitive_review,manual_accepted,Mặt kiểu phán xét vỡiiii,Mặt kiểu phán xét vãi
vilexnorm_hardneg_00020,Thế ck t lương 5tr nuôi 2 đứa con đây,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,193,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,Thế ck t lương 5tr nuôi 2 đứa con đây,Thế chồng tôi lương 5tr nuôi 2 đứa con đây
vilexnorm_hardneg_00021,"Thi HK đã là gì, thi ĐH trắc nghiệm t còn khoanh lụi đc mà :>>",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,201,vilexnorm_hard_negative,teencode;abbreviation,warning_like,manual_accepted,"Thi HK đã là gì, thi ĐH trắc nghiệm t còn khoanh lụi đc mà :>>","Thi HK đã là gì, thi ĐH trắc nghiệm tôi còn khoanh lụi được mà :>>"
vilexnorm_hardneg_00022,Ngu đến thế là cùng đã đell có tiền rồi còn báo tưởng i tù là hết,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,202,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,Ngu đến thế là cùng đã đell có tiền rồi còn báo tưởng i tù là hết,Ngu đến thế là cùng đã đéo có tiền rồi còn báo tưởng đi tù là hết
vilexnorm_hardneg_00024,Nhìn thấy khách nợ 1 năm rồi ngại k dám ngẩng mặt lên,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,207,vilexnorm_hard_negative,teencode,finance_like,manual_accepted,Nhìn thấy khách nợ 1 năm rồi ngại k dám ngẩng mặt lên,Nhìn thấy khách nợ 1 năm rồi ngại không dám ngẩng mặt lên
vilexnorm_hardneg_00025,"Lúc về sau tra điểm, điểm tiếng anh mình có 1,25 đ ( vì mình đâu biết tiếng anh đâu)",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,212,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,"Lúc về sau tra điểm, điểm tiếng anh mình có 1,25 đ ( vì mình đâu biết tiếng anh đâu)","Lúc về sau tra điểm, điểm tiếng anh mình có 1,25 điểm ( vì mình đâu biết tiếng anh đâu)"
vilexnorm_hardneg_00026,Mh hướng ngoaih nhưng k giám đòi nợ thật,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,213,vilexnorm_hard_negative,teencode,finance_like,manual_accepted,Mh hướng ngoaih nhưng k giám đòi nợ thật,Mình hướng ngoại nhưng không dám đòi nợ thật
vilexnorm_hardneg_00028,2 vợ chồng tổng lương dc 10tr,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,229,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,2 vợ chồng tổng lương dc 10tr,2 vợ chồng tổng lương được 10tr
vilexnorm_hardneg_00029,Ck nước mình chịu thương chịu khó thì đéo chịu lấy,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,262,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,Ck nước mình chịu thương chịu khó thì đéo chịu lấy,Chồng nước mình chịu thương chịu khó thì đéo chịu lấy
vilexnorm_hardneg_00030,"Vì tiểu học cô doạ bno sợ đái ra quần r, chứ sang trung học lá khéo k còn",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,264,vilexnorm_hard_negative,teencode,finance_like,manual_accepted,"Vì tiểu học cô doạ bno sợ đái ra quần r, chứ sang trung học lá khéo k còn","Vì tiểu học cô dọa bọn nó sợ đái ra quần rồi, chứ sang trung học lá khéo không còn"
vilexnorm_hardneg_00031,muốn đan như z mà đan được ra như z hay khum thì khum có bécc,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,300,vilexnorm_hard_negative,teencode;abbreviation,sensitive_review,manual_accepted,muốn đan như z mà đan được ra như z hay khum thì khum có bécc,muốn đan như vậy mà đan được ra như vậy hay không thì không có biết
vilexnorm_hardneg_00032,đề nghị sốp tuyển 1 ezai trẻ đẹp chuyên gội đầu pvu các ce nhớ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,301,vilexnorm_hard_negative,standard_or_unknown,job_like,manual_accepted,đề nghị sốp tuyển 1 ezai trẻ đẹp chuyên gội đầu pvu các ce nhớ,đề nghị sốp tuyển 1 em trai trẻ đẹp chuyên gội đầu phục vụ các ce nhớ
vilexnorm_hardneg_00033,ngoài đường có pải nơi chăn thả súc vật đéo đâu :)),0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,318,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,ngoài đường có pải nơi chăn thả súc vật đéo đâu :)),ngoài đường có phải nơi chăn thả súc vật đéo đâu :))
vilexnorm_hardneg_00035,hỏi bảo h em còn mỗi tiền trong tk nma anh phụ xe dễ huông bảo th anh cho m,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,346,vilexnorm_hard_negative,abbreviation,finance_like,manual_accepted,hỏi bảo h em còn mỗi tiền trong tk nma anh phụ xe dễ huông bảo th anh cho m,hỏi bảo giờ em còn mỗi tiền trong tài khoản nhưng mà anh phụ xe dễ thương bảo thôi anh cho mày
vilexnorm_hardneg_00036,"Đéo bù thằng bạn mình  , cả đời m có giày đi tán gái đéo đâu",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,361,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,"Đéo bù thằng bạn mình  , cả đời m có giày đi tán gái đéo đâu","Đéo bù thằng bạn mình  , cả đời mình có giày đi tán gái đéo đâu"
vilexnorm_hardneg_00037,cứ chọn lấy phòng dịch vụ k bảo hiểm trong vinmec mà nằm lấy đôi tháng cho chừa cmnđ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,374,vilexnorm_hard_negative,teencode,sensitive_review,manual_accepted,cứ chọn lấy phòng dịch vụ k bảo hiểm trong vinmec mà nằm lấy đôi tháng cho chừa cmnđ,cứ chọn lấy phòng dịch vụ không bảo hiểm trong vinmec mà nằm lấy đôi tháng cho chừa cmnđ
vilexnorm_hardneg_00038,m lm đc v thì cho 10 đ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,375,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,m lm đc v thì cho 10 đ,mày làm được vậy thì cho 10 điểm
vilexnorm_hardneg_00040,"10tr thì đủ tiêu thôi chứ có việc gì thì khóc thét, chính vì nghĩ đến tương lai nhiều cái phải lo lắng mà vẫn chấp nhận dừng ở 10tr mới bị ng khác cho là an phận đấy",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,432,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,"10tr thì đủ tiêu thôi chứ có việc gì thì khóc thét, chính vì nghĩ đến tương lai nhiều cái phải lo lắng mà vẫn chấp nhận dừng ở 10tr mới bị ng khác cho là an phận đấy","10tr thì đủ tiêu thôi chứ có việc gì thì khóc thét, chính vì nghĩ đến tương lai nhiều cái phải lo lắng mà vẫn chấp nhận dừng ở 10tr mới bị người khác cho là an phận đấy"
vilexnorm_hardneg_00042,Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà k muốn nhiều tiền,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,450,vilexnorm_hard_negative,teencode,money_like,manual_accepted,Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà k muốn nhiều tiền,Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà không muốn nhiều tiền
vilexnorm_hardneg_00043,10tr về quê lấy vk,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,457,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,10tr về quê lấy vk,10tr về quê lấy vợ
vilexnorm_hardneg_00044,10tr thì vẫn đủ sống mỗi tháng 2vkck và 1 con,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,471,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,10tr thì vẫn đủ sống mỗi tháng 2vkck và 1 con,10tr thì vẫn đủ sống mỗi tháng 2 vợ chồng và 1 con
vilexnorm_hardneg_00045,Đ tặng quà bày đặt văn vở chi z,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,493,vilexnorm_hard_negative,dialectal_variant,sensitive_review,manual_accepted,Đ tặng quà bày đặt văn vở chi z,Đéo tặng quà bày đặt văn vở chi vậy
vilexnorm_hardneg_00046,"a công an đợt này về chắc được lên hột trước hạn rồi,quả upgrade hơi nhuốm màu bột ớt nhưng rất ấn tượng, good job !!!",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,502,vilexnorm_hard_negative,abbreviation,authority_like,manual_accepted,"a công an đợt này về chắc được lên hột trước hạn rồi,quả upgrade hơi nhuốm màu bột ớt nhưng rất ấn tượng, good job !!!","anh công an đợt này về chắc được lên hột trước hạn rồi,quả upgrade hơi nhuốm màu bột ớt nhưng rất ấn tượng, good job !!!"
vilexnorm_hardneg_00048,để tuôi xin mẹ 5 trịu để xún thăm bạn nha,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,510,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,để tuôi xin mẹ 5 trịu để xún thăm bạn nha,để tôi xin mẹ 5 triệu để xuống thăm bạn nha
vilexnorm_hardneg_00049,Bi quan thế t lương có 3tr vẫn lấy vk đẻ con bình đây thôi,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,512,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,Bi quan thế t lương có 3tr vẫn lấy vk đẻ con bình đây thôi,Bi quan thế tôi lương có 3tr vẫn lấy vợ đẻ con bình đây thôi
vilexnorm_hardneg_00050,"2vc, 3 đứa con, cp mỗi tháng tầm 30-40tr",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,553,vilexnorm_hard_negative,dialectal_variant,money_like,manual_accepted,"2vc, 3 đứa con, cp mỗi tháng tầm 30-40tr","2 vợ chồng, 3 đứa con, chi phí mỗi tháng tầm 30-40tr"
vilexnorm_hardneg_00051,"Năm 19 tuổi t vẫn đi bưng bê 16k/1h, đêm về chạy grab kiếm vài tỷ tiêu chơi",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,569,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,"Năm 19 tuổi t vẫn đi bưng bê 16k/1h, đêm về chạy grab kiếm vài tỷ tiêu chơi","Năm 19 tuổi tôi vẫn đi bưng bê 16k/1h, đêm về chạy grab kiếm vài tỷ tiêu chơi"
vilexnorm_hardneg_00052,Bạn còn tuyển em dâu ko em giai bạn ngon quáaaaa,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,571,vilexnorm_hard_negative,teencode,job_like,manual_accepted,Bạn còn tuyển em dâu ko em giai bạn ngon quáaaaa,bạn còn tuyển em dâu không em trai bạn ngon quá
vilexnorm_hardneg_00053,May quá lương 5 tr,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,576,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,May quá lương 5 tr,May quá lương 5 triệu
vilexnorm_hardneg_00054,"giận cc, có vay thì phải có trả",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,577,vilexnorm_hard_negative,standard_or_unknown,finance_like;sensitive_review,manual_accepted,"giận cc, có vay thì phải có trả","giận con cặc, có vay thì phải có trả"
vilexnorm_hardneg_00055,"Mình cũng thấy hành động đấy nó ghê vch ý, đũa ăn lấy khuấy vào cả bát thịt xong ai dám ăn",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,592,vilexnorm_hard_negative,slang,sensitive_review,manual_accepted,"Mình cũng thấy hành động đấy nó ghê vch ý, đũa ăn lấy khuấy vào cả bát thịt xong ai dám ăn","Mình cũng thấy hành động đấy nó ghê vãi chưỡng ý, đũa ăn lấy khuấy vào cả bát thịt xong ai dám ăn"
vilexnorm_hardneg_00056,"Mình lương 4tr, vợ mình lương 4tr nữa là tổng đc 8tr, nuôi 3 đứa con luôn, cơm vẫn thịt cá đầy đủ",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,660,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,"Mình lương 4tr, vợ mình lương 4tr nữa là tổng đc 8tr, nuôi 3 đứa con luôn, cơm vẫn thịt cá đầy đủ","Mình lương 4tr, vợ mình lương 4tr nữa là tổng được 8tr, nuôi 3 đứa con luôn, cơm vẫn thịt cá đầy đủ"
vilexnorm_hardneg_00058,T cũng hướng nội nhưng nợ dai k trả t cù cho biết luon,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,669,vilexnorm_hard_negative,teencode;abbreviation,finance_like,manual_accepted,T cũng hướng nội nhưng nợ dai k trả t cù cho biết luon,Tôi cũng hướng nội nhưng nợ dai không trả tôi cù cho biết luôn
vilexnorm_hardneg_00059,Đéo hiểu s vẫn tham gia mấy cái giải này đc :))),0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,686,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,Đéo hiểu s vẫn tham gia mấy cái giải này đc :))),Đéo hiểu sao vẫn tham gia mấy cái giải này được :)))
vilexnorm_hardneg_00060,"nhưng, nhưng sau vài vụ vậy thì dẹp mịe bạn bè cc t lo thân t trước rồi vui chơi sau",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,689,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,"nhưng, nhưng sau vài vụ vậy thì dẹp mịe bạn bè cc t lo thân t trước rồi vui chơi sau","nhưng, nhưng sau vài vụ vậy thì dẹp mẹ bạn bè con cặc tôi lo thân tôi trước rồi vui chơi sau"
vilexnorm_hardneg_00062,Tik Tok t chưa thấy mấy video thế này bai giờ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,702,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,Tik Tok t chưa thấy mấy video thế này bai giờ,Tik Tok tôi chưa thấy mấy video thế này bao giờ
vilexnorm_hardneg_00063,lúc đẹp thì kén ck tây lúc già xấu bị lừa thì khóc với lóc,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,703,vilexnorm_hard_negative,standard_or_unknown,warning_like,manual_accepted,lúc đẹp thì kén ck tây lúc già xấu bị lừa thì khóc với lóc,lúc đẹp thì kén chồng tây lúc già xấu bị lừa thì khóc với lóc
vilexnorm_hardneg_00064,rồi lương e là mấy tr :)),0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,728,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,rồi lương e là mấy tr :)),rồi lương em là mấy triệu :))
vilexnorm_hardneg_00065,Hỏi vay thì k ngại.,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,730,vilexnorm_hard_negative,teencode,finance_like,manual_accepted,Hỏi vay thì k ngại.,Hỏi vay thì không ngại
vilexnorm_hardneg_00066,:))) quay xe học Y Đa Khoa với cái nết này thì hổng được,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,743,vilexnorm_hard_negative,abbreviation,warning_like,manual_accepted,:))) quay xe học Y Đa Khoa với cái nết này thì hổng được,:))) quay xe học Y Đa Khoa với cái nết này thì không được
vilexnorm_hardneg_00067,Chồng teo thà mất tiền chứ nhất quyết kg bao giờ chịu đòi.,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,748,vilexnorm_hard_negative,standard_or_unknown,warning_like,manual_accepted,Chồng teo thà mất tiền chứ nhất quyết kg bao giờ chịu đòi.,Chồng tao thà mất tiền chứ nhất quyết không bao giờ chịu đòi.
vilexnorm_hardneg_00068,kìa bà khởi nghiệp kiếm xèng học lại bơi,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,751,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,kìa bà khởi nghiệp kiếm xèng học lại bơi,kìa bà khởi nghiệp kiếm tiền học lại bơi
vilexnorm_hardneg_00069,T nợ rất nhiều ân tình,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,760,vilexnorm_hard_negative,abbreviation,finance_like,manual_accepted,T nợ rất nhiều ân tình,Tôi nợ rất nhiều ân tình
vilexnorm_hardneg_00070,May quá lương 3 chẹo,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,772,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,May quá lương 3 chẹo,May quá lương 3 triệu
vilexnorm_hardneg_00071,Bruno Mars mà về VN diễn thử  t đu cho = đc,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,774,vilexnorm_hard_negative,abbreviation,finance_like,manual_accepted,Bruno Mars mà về VN diễn thử  t đu cho = đc,Bruno Mars mà về VN diễn thử  tôi đu cho bằng được
vilexnorm_hardneg_00072,quả này cả phường cùng vào nghiệp vụ c.h.ế.t cmnl,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,786,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,quả này cả phường cùng vào nghiệp vụ c.h.ế.t cmnl,quả này cả phường cùng vào nghiệp vụ chết cmnl
vilexnorm_hardneg_00073,Báo CA thôi k cần phốt lgi.,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,788,vilexnorm_hard_negative,teencode,authority_like,manual_accepted,Báo CA thôi k cần phốt lgi.,Báo Công An thôi không cần phốt lgi.
vilexnorm_hardneg_00074,Hãy xem lại mức thu nhập trung bình của ng dân vn đi,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,827,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,Hãy xem lại mức thu nhập trung bình của ng dân vn đi,Hãy xem lại mức thu nhập trung bình của người dân vn đi
