source_dataset,source_file,source_row_id,split,original,normalized,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,external_source_type,text_variant_type,candidate_type,hard_case_type,review_status,filter_reason,reject_reason,flags
vilexnorm,data/external/vilexnorm/raw/train.csv,8014,train,"Ngta đổi đời thì enjoy, hạnh phúc lắm, còn mình thì","Người ta đổi đời thì enjoy, hạnh phúc lắm, còn mình thì","Ngta đổi đời thì enjoy, hạnh phúc lắm, còn mình thì",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/dev.csv,533,dev,giả vờ ngu xíu sẽ zui hơn,giả vờ ngu xíu sẽ vui hơn,giả vờ ngu xíu sẽ zui hơn,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,informal_spelling,clean_p2p,,auto_pass,no_risk_flags,,has_informal_spelling
vilexnorm,data/external/vilexnorm/raw/train.csv,3216,train,2 cái chả có j tương đương nhau hết á.,2 cái chả có gì tương đương nhau hết á.,2 cái chả có j tương đương nhau hết á.,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,6138,train,tha hồ luôn mí đứa,tha hồ luôn mấy đứa,tha hồ luôn mí đứa,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,4053,train,Độc thân lấy ck cho dễ…,Độc thân lấy chồng cho dễ…,Độc thân lấy ck cho dễ…,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/dev.csv,279,dev,Ai bảo mãi không về ăn ló chả khô,Ai bảo mãi không về ăn nó chả khô,Ai bảo mãi không về ăn ló chả khô,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,8285,train,"Giống cô Lee Boojin ghê, thích kiểu đẹp sắc sảo tri thức lắm luôn, nhan sắc có thể phai nhạt theo thời gian nhưng khí chất k bao giờ biến mất","Giống cô Lee Boojin ghê, thích kiểu đẹp sắc sảo tri thức lắm luôn, nhan sắc có thể phai nhạt theo thời gian nhưng khí chất không bao giờ biến mất","Giống cô Lee Boojin ghê, thích kiểu đẹp sắc sảo tri thức lắm luôn, nhan sắc có thể phai nhạt theo thời gian nhưng khí chất k bao giờ biến mất",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode,clean_p2p,,auto_pass,no_risk_flags,,has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,131,train,mẹ xin lỗi tại mồm mẹ đau ko ăn đc cơm nên lỡ uống vụng của con 1 hộp sữa bột pha sẵn,mẹ xin lỗi tại mồm mẹ đau không ăn được cơm nên lỡ uống vụng của con 1 hộp sữa bột pha sẵn,mẹ xin lỗi tại mồm mẹ đau ko ăn đc cơm nên lỡ uống vụng của con 1 hộp sữa bột pha sẵn,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode;abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,6632,train,"má ơi, t đang tiêu cực, tự diễn drama công ty, bị đồng nghiệp chê, sếp đuổi việc này nọ xong nằm xụi lơ luôn","má ơi, tôi đang tiêu cực, tự diễn drama công ty, bị đồng nghiệp chê, sếp đuổi việc này nọ xong nằm xụi lơ luôn","má ơi, t đang tiêu cực, tự diễn drama công ty, bị đồng nghiệp chê, sếp đuổi việc này nọ xong nằm xụi lơ luôn",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation;slang,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation;has_slang
vilexnorm,data/external/vilexnorm/raw/train.csv,6776,train,chúc vui vẻ hp nhiều tiền,chúc vui vẻ hạnh phúc nhiều tiền,chúc vui vẻ hp nhiều tiền,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,1963,train,Nọ t đang làm thâý 1 đưá hs ng Hàn sách túi naỳ,Nọ tôi đang làm thấy 1 đứa học sinh người Hàn sách túi này,Nọ t đang làm thâý 1 đưá hs ng Hàn sách túi naỳ,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,1773,train,có nhìn thấy những biểu cảm này giống con gái k,có nhìn thấy những biểu cảm này giống con gái không,có nhìn thấy những biểu cảm này giống con gái k,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode,clean_p2p,,auto_pass,no_risk_flags,,has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,5016,train,Đừng có hát là bả qlai r,Đừng có hát là bả qua lại rồi,Đừng có hát là bả qlai r,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/test.csv,766,test,làm này cho mày ăn nhoo,làm này cho mày ăn nha,làm này cho mày ăn nhoo,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,2564,train,Mẹ tui kiu tui thì bày đặt quá zịk,Mẹ tui kêu tui thì bày đặt quá vậy,Mẹ tui kiu tui thì bày đặt quá zịk,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/test.csv,112,test,"Cấp 1 chưa dậy thì, răng lại sún nhiều nên chúng nó k thèm chua","Cấp 1 chưa dậy thì, răng lại sún nhiều nên chúng nó không thèm chua","Cấp 1 chưa dậy thì, răng lại sún nhiều nên chúng nó k thèm chua",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode;dialectal_variant,clean_p2p,,auto_pass,no_risk_flags,,has_dialectal_variant;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,1299,train,É đây là tưởng tượng của t về mấy chị Công là nữ tổng tài đồ đó truyện BH nè é é é,É đây là tưởng tượng của tôi về mấy chị Công là nữ tổng tài đồ đó truyện BH nè é é é,É đây là tưởng tượng của t về mấy chị Công là nữ tổng tài đồ đó truyện BH nè é é é,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,2334,train,Triệu Lệ Dĩnh xinh điênnnn,Triệu Lệ Dĩnh xinh điên,Triệu Lệ Dĩnh xinh điênnnn,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,8153,train,Trước t đọc một bài ở đâu có nói màu đỏ làm bạn nổi bật nhưng cũng làm bạn già đi so với tuổi,Trước tôi đọc một bài ở đâu có nói màu đỏ làm bạn nổi bật nhưng cũng làm bạn già đi so với tuổi,Trước t đọc một bài ở đâu có nói màu đỏ làm bạn nổi bật nhưng cũng làm bạn già đi so với tuổi,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,735,train,tôi thấy bài này và tưởng tượng ko ra cảm giác được thả thính,tôi thấy bài này và tưởng tượng không ra cảm giác được thả thính,tôi thấy bài này và tưởng tượng ko ra cảm giác được thả thính,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode;abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation;has_teencode
vilexnorm,data/external/vilexnorm/raw/dev.csv,857,dev,Khi đàn ông họ k hiểu thì bao vất vả mệt nhọc của bn họ k bjo thấy đc cả,Khi đàn ông họ không hiểu thì bao vất vả mệt nhọc của bạn họ không bao giờ thấy được cả,Khi đàn ông họ k hiểu thì bao vất vả mệt nhọc của bn họ k bjo thấy đc cả,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode;abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,684,train,Về với Sướng ca thui chị ơi,Về với Sướng ca thôi chị ơi,Về với Sướng ca thui chị ơi,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,3759,train,chắc em iu mình cũng đang học lớp 10 thôi,chắc em yêu mình cũng đang học lớp 10 thôi,chắc em iu mình cũng đang học lớp 10 thôi,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,7279,train,Có lẽ nào GÀ sắp tuyệt chủng rồi ko?,Có lẽ nào GÀ sắp tuyệt chủng rồi không?,Có lẽ nào GÀ sắp tuyệt chủng rồi ko?,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/dev.csv,208,dev,"Thậm chí mấy sân khấu hồi cuối năm ngoái cũng y chang, ngày trước t đánh giá cao khả năng trình diễn của cổ cực mà giờ nhìn như kiểu bị ép đi diễn vậy.","Thậm chí mấy sân khấu hồi cuối năm ngoái cũng y chang, ngày trước tôi đánh giá cao khả năng trình diễn của cổ cực mà giờ nhìn như kiểu bị ép đi diễn vậy.","Thậm chí mấy sân khấu hồi cuối năm ngoái cũng y chang, ngày trước t đánh giá cao khả năng trình diễn của cổ cực mà giờ nhìn như kiểu bị ép đi diễn vậy.",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,3485,train,Tình yêu khum phân biệt giới tính trai gái đâu có quan trọng,Tình yêu không phân biệt giới tính trai gái đâu có quan trọng,Tình yêu khum phân biệt giới tính trai gái đâu có quan trọng,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode,clean_p2p,,auto_pass,no_risk_flags,,has_teencode
vilexnorm,data/external/vilexnorm/raw/test.csv,898,test,"Sao trước ce tung hô bảo chỉ cần lấy giống tây cho con đẹp là được, giờ thì khóc thuê làm gì","Sao trước chị em tung hô bảo chỉ cần lấy giống tây cho con đẹp là được, giờ thì khóc thuê làm gì","Sao trước ce tung hô bảo chỉ cần lấy giống tây cho con đẹp là được, giờ thì khóc thuê làm gì",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,1076,train,"thẫn thờ thiệt á, đổi đời dc như này lun á hả","thẫn thờ thiệt á, đổi đời được như này luôn á hả","thẫn thờ thiệt á, đổi đời dc như này lun á hả",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation;informal_spelling,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation;has_informal_spelling
vilexnorm,data/external/vilexnorm/raw/dev.csv,303,dev,a 10 điểm k có nhưng,anh 10 điểm không có nhưng,a 10 điểm k có nhưng,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode,clean_p2p,,auto_pass,no_risk_flags,,has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,7432,train,Ướt mưa quen r ko cần che nữa :))))),Ướt mưa quen rồi không cần che nữa :))))),Ướt mưa quen r ko cần che nữa :))))),0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode,clean_p2p,,auto_pass,no_risk_flags,,has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,2308,train,hèn nhưng vẫn drama là sao z,hèn nhưng vẫn drama là sao vậy,hèn nhưng vẫn drama là sao z,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,4985,train,Còn cứt vs lá xoan mà ăn đc khéo nó cũng làm gỏi gà mất:))),Còn cứt với lá xoang mà ăn được khéo nó cũng làm gỏi gà mất:))),Còn cứt vs lá xoan mà ăn đc khéo nó cũng làm gỏi gà mất:))),0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,3461,train,dậy trong mơ ròi á :)),dậy trong mơ rồi á :)),dậy trong mơ ròi á :)),0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode,clean_p2p,,auto_pass,no_risk_flags,,has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,7421,train,E thật xứng đáng vs tất cả thành quả cố gắng và nỗ lực của em mang lại vinh quang cho nước nhà,Em thật xứng đáng với tất cả thành quả cố gắng và nỗ lực của em mang lại vinh quang cho nước nhà,E thật xứng đáng vs tất cả thành quả cố gắng và nỗ lực của em mang lại vinh quang cho nước nhà,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,5659,train,tha hồ chém ko cần đắn đo và nhất là ko rơi vào trường hợp tự làm đau mình như này :)),tha hồ chém không cần đắn đo và nhất là không rơi vào trường hợp tự làm đau mình như này :)),tha hồ chém ko cần đắn đo và nhất là ko rơi vào trường hợp tự làm đau mình như này :)),0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode,clean_p2p,,auto_pass,no_risk_flags,,has_teencode
vilexnorm,data/external/vilexnorm/raw/dev.csv,1015,dev,Vô concert là tự nhiên làm bạn 4 phương được dù bth introvert thí bà,Vô concert là tự nhiên làm bạn 4 phương được dù bình thường introvert thấy bà,Vô concert là tự nhiên làm bạn 4 phương được dù bth introvert thí bà,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,7272,train,M ở không chơi với t tiếp đê,Mày ở không chơi với tao tiếp đê,M ở không chơi với t tiếp đê,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,5394,train,ở nhà ăn thế đã bị bố mẹ chửi cho tới bến r chứ đừng nói đến nhà ngyeu ăn cơm mà thế .,ở nhà ăn thế đã bị bố mẹ chửi cho tới bến rồi chứ đừng nói đến nhà người yêu ăn cơm mà thế .,ở nhà ăn thế đã bị bố mẹ chửi cho tới bến r chứ đừng nói đến nhà ngyeu ăn cơm mà thế .,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
vilexnorm,data/external/vilexnorm/raw/train.csv,3323,train,Đá vs man xanh chưa ăn đc mà đòi đá vs man đỏ ở siêu cup,Đá với man xanh chưa ăn được mà đòi đá với man đỏ ở siêu cup,Đá vs man xanh chưa ăn đc mà đòi đá vs man đỏ ở siêu cup,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/train.csv,357,train,"Thực ra khi yêu thì tuổi nào cũng sẽ y chang tuổi teen thôi, chỉ là ng ta ko thể hiện ra cho ng khác thấy, đâu chỉ có tuổi teen mới đc quyền yêu đương tình cảm nhắn nhít","Thực ra khi yêu thì tuổi nào cũng sẽ y chang tuổi teen thôi, chỉ là người ta không thể hiện ra cho người khác thấy, đâu chỉ có tuổi teen mới được quyền yêu đương tình cảm nhăng nhít","Thực ra khi yêu thì tuổi nào cũng sẽ y chang tuổi teen thôi, chỉ là ng ta ko thể hiện ra cho ng khác thấy, đâu chỉ có tuổi teen mới đc quyền yêu đương tình cảm nhắn nhít",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,teencode;abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation;has_teencode
vilexnorm,data/external/vilexnorm/raw/train.csv,6638,train,Cái quần của t sao lại ở đây ???,Cái quần của tôi sao lại ở đây ???,Cái quần của t sao lại ở đây ???,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,abbreviation,clean_p2p,,auto_pass,no_risk_flags,,has_abbreviation
vilexnorm,data/external/vilexnorm/raw/test.csv,919,test,Z mà nhiều đứa lộn quài,Vậy mà nhiều đứa lộn hoài,Z mà nhiều đứa lộn quài,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vilexnorm_clean_p2p,standard_or_unknown,clean_p2p,,auto_pass,no_risk_flags,,
