dataset,row_index,issue_type,review_priority,reason,has_url,validator_has_url,has_phone_number,validator_has_phone,label,sender_type,category,level,human_decision,notes,content
synthetic_label_1,4323,possible missed URL,high,leet-tld domain,0,0,0,0,1,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,,,"Awin t4nj 50k kh1 dky tai a2n8p.c0m. B4cc4r4t truc t13p, ch01 j4, x0 s0. Rut t13n 3 phut. CSKH 24/24"
synthetic_label_1,4336,possible missed URL,high,leet-tld domain,0,0,0,0,1,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,,,"K1m L0nj C4s1n0 t4nj 88-888k kh1 dky tai k5v1m.c0m. B4cc4r4t, ch01 j4. Rut 3 phut"
synthetic_label_1,4340,possible missed URL,high,leet-tld domain,0,0,0,0,1,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,,,"G141 tr1 2Q t4nj 150k kh1 dky tai q8n2p.c0m. B4cc4r4t truc t13p, ch01 j4. Rut t13n 3 phut"
synthetic_label_0,945,possible false phone positive,high,non-contact ID context near a row marked has_phone_number=1,0,0,1,1,0,personal_number,Tin nhắn cá nhân và OTP,,,,Don hang tu Lazada dang duoc giao den ban. Shipper 0903123456.
synthetic_label_0,1835,possible false phone positive,high,non-contact ID context near a row marked has_phone_number=1,0,0,1,1,0,brandname,Vận chuyển,,,,[VTP] Ma van don VTP998877665. Giao khong thanh cong lan 1 do Quy khach hen ngay giao lai. Giao vien: 0922334455.
synthetic_label_0,2367,possible false phone positive,high,non-contact ID context near a row marked has_phone_number=1,0,0,1,1,0,brandname,Dịch vụ công thật,,,,[BHXH VN] Ma so BHXH cua Nguyen Van A la 0123456789. Quy khach co the dung ma nay de dang ky tai khoan VssID va tra cuu thong tin.
synthetic_label_0,2713,possible false phone positive,high,non-contact ID context near a row marked has_phone_number=1,0,0,1,1,0,brandname,Quảng cáo hợp lệ,,,,ShopeePay: Giảm ngay 20.000đ cho đơn hàng ShopeeFood khi thanh toán bằng ví ShopeePay. Nhập mã SPPNEW áp dụng đến hết ngày 31/05/2025. CSKH: 19001221.
synthetic_label_1,785,possible missed URL,medium,unsupported-tld domain path,0,0,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,G@i_g0i_c@o_c@p_ĐN. ĐN – Telegram_vjp. Nh@n_h!nh_v@_gj@: sourl.cn/dn_vjp_1 Fs6y
synthetic_label_1,3381,possible missed URL,medium,leet-tld domain,0,0,0,0,1,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,,,Cảnh sát Giao thông: Ban co h0-s0 v1 ph4m g14o thong chu4 n0p ph4t. Tr0y cap ngay d1chvu-c0ngs.t0p de tranh bi cu0ng ch3.
synthetic_label_1,3383,possible missed URL,medium,leet-tld domain,0,0,0,0,1,brandname,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),,,Tong cuc Thue: Ong (Ba) zu z!eu kien nh4n HOAN THUE TNCN n4m 2024. Kiem tra t41: hoanthue-tncn.v1p ngay.
synthetic_label_1,3410,possible missed URL,medium,leet-tld domain,0,0,0,0,1,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,,,[BỘ Y TẾ] Ban co b4o h13m y t3 chu4 duoc dong Bo. Tr0y cap b0yt3-chinhphu.t0p de cap nh4t.
synthetic_label_1,3414,possible missed URL,medium,leet-tld domain,0,0,0,0,1,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,,,VNeID: Yeu cau dong Bo do l13u dinh d4nh d13n tu. Tr0y cap vne1d-capnhat.v1p de thuc h13n.
synthetic_label_1,3416,possible missed URL,medium,leet-tld domain,0,0,0,0,1,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,,,Cục Viễn thông: S0 th3 cua ban bi t4m kh04 ch13u d1 de x4c m1nh. L1nk: vnta-xacminh.t0p
synthetic_label_1,4325,possible missed URL,medium,leet-tld domain,0,0,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,,,Tuy3n d41 ly 789Bet h04 h0nj 50%. Lien he z4l0 V4n: 0912345678. L1nk dky: t7v1p.v1p
synthetic_label_1,4327,possible missed URL,medium,leet-tld domain,0,0,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,,,Tuy3n d41 ly V7Bet h04 h0nj 45%. Lien he z4l0 L4n: 0922334455. L1nk dky: v3p1z.v1p
synthetic_label_1,4329,possible missed URL,medium,leet-tld domain,0,0,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,,,Tuy3n d41 ly 8DAY h04 h0nj 50%. Lien he z4l0 Duc: 0966778899. L1nk dky: d4n1m.v1p
synthetic_label_1,4331,possible missed URL,medium,leet-tld domain,0,0,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,,,Tuy3n d41 ly Awin h04 h0nj 48%. Lien he z4l0 B1nh: 0900112233. L1nk dky: a8v1z.v1p
synthetic_label_0,341,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,0,brandname,Tin nhắn cá nhân và OTP,,,,Zalo: 492011 la ma xac thuc dang nhap cua ban. Khong chia se ma nay cho bat ky ai.
synthetic_label_0,382,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,Zalo: Ma xac thuc (OTP) cua ban la 552103. Co hieu luc trong 5 phut.
synthetic_label_0,386,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,Steam Support: Your login code is 449210.
synthetic_label_0,463,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,[Zalo] Ma xac thuc dang nhap cua ban la 842103. Hieu luc 3 phut.
synthetic_label_0,575,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,DHQG-HCM: Chuc mung tan sinh vien khoa 2024. Vui long hoan tat thu tuc nhap hoc va nop hoc phi theo huong dan tai website truong.
synthetic_label_0,658,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,0,brandname,Tin nhắn cá nhân và OTP,,,,Ma xac thuc Zalo cua ban la 104827. Vui long khong chia se ma nay voi bat ky ai.
synthetic_label_0,697,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,Zalo: Ma xac thuc tai khoan cua ban la 837261. Vui long khong chia se ma nay.
synthetic_label_0,926,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,0,brandname,Tin nhắn cá nhân và OTP,,,,Ma xac thuc Zalo cua ban la 839210. Vui long khong chia se ma nay.
synthetic_label_0,958,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,829471 la ma xac thuc tai khoan Zalo cua ban.
synthetic_label_0,986,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,"CUC AN NINH MANG: Canh bao nguoi dan khong truy cap cac duong link la nhan qua, vay tien de tranh bi danh cap thong tin ca nhan."
synthetic_label_0,1364,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Ngân hàng thật,,,,"SHB: Quy khach luu y KHONG cung cap mat khau, OTP qua bat ky duong link nao de bao mat tai khoan."
synthetic_label_0,1434,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,"BO CONG AN: De nghi nguoi dan canh giac voi cac tin nhan moi goi lam viec nhe luong cao, cung cap thong tin ca nhan tren cac website la."
synthetic_label_0,1439,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,"[Cuc ANM] Khong truy cap cac duong link la gui qua SMS/Zalo yeu cau tai app "".apk"" de tranh bi chiem quyen dieu khien dien thoai."
synthetic_label_0,1577,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,Zalo: Ma xac thuc cua ban la 992013. Ma co hieu luc trong 5 phut.
synthetic_label_0,1617,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,[Zalo] Ma xac thuc Zalo cua Quy khach la: 482013. Ma co hieu luc trong 3 phut.
synthetic_label_0,1864,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,[Zalo] Ma xac thuc cua ban la: 228394. Co hieu luc trong 2 phut.
synthetic_label_0,1865,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,personal_number,Tin nhắn cá nhân và OTP,,,,"Linh oi check inbox zalo gap nhe, can so lieu."
synthetic_label_0,1957,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,VNU-HCM: Thong bao ke hoach to chuc le tot nghiep tap trung nam 2024. Sinh vien xem chi tiet lich trinh va danh sach tai website truong thanh vien.
synthetic_label_0,1998,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,[Zalo] Ma xac thuc cua ban la: 482915. Hieu luc trong 5 phut.
synthetic_label_0,2256,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,"Bo Cong an: Canh bao nguoi dan khong cung cap ma OTP, mat khau ngan hang cho bat ky ai qua dien thoai hoac link la. Canh giac voi cac cuoc goi la."
synthetic_label_0,2276,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,[VNU-HCM] Moi sinh vien tham gia khao sat chat luong dao tao nam 2024. Day la co so de nha truong cai thien dich vu. Truy cap link khao sat tai email SV.
synthetic_label_0,2297,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,CUC AN NINH MANG: Khuyến cáo người dân không truy cập vào các đường link lạ gửi qua SMS để tránh bị đánh cắp thông tin cá nhân và tài khoản ngân hàng.
synthetic_label_0,2315,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,"EVNHCM: Chúc mừng Quý khách đã đăng ký nhận hóa đơn điện tử thành công. Kể từ kỳ sau, thông báo tiền điện sẽ được gửi qua Zalo và Email đã đăng ký."
synthetic_label_0,2319,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,0,brandname,Tin nhắn cá nhân và OTP,,,,Zalo: 938201 la ma xac thuc dang nhap cua ban. Khong chia se ma nay voi bat ky ai.
synthetic_label_0,2381,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Dịch vụ công thật,,,,[Cuc ANM] Khuyen cao: Nguoi dan khong tai cac ung dung la (.apk) tu cac link gui qua tin nhan hoac mang xa hoi de tranh bi mat du lieu.
synthetic_label_0,2567,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,0,brandname,Tin nhắn cá nhân và OTP,,,,Ma xac thuc Zalo cua ban la 552019. Luu y khong cung cap cho nguoi la.
synthetic_label_0,2603,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,0,0,0,brandname,Tin nhắn cá nhân và OTP,,,,[Zalo] Ma xac thuc dang nhap cua ban la: 882013. Co hieu luc trong 3 phut.
synthetic_label_1,83,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,"Cty HVS cần tuyển người đặt hàng Tiki để nâng thứ hạng cửa hàng. Thu nhập 1.000.000đ/ngày, trả lương ngay. Thao tác đơn giản trên điện thoại. Tuổi 22-60. Zalo: 84933445566"
synthetic_label_1,88,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,Cty HVS tuyển nhân viên đặt đơn Tiki nâng cao uy tín shop. Kiếm 800k mỗi ngày dễ dàng qua điện thoại. Tuổi 22-60. Liên hệ trực tiếp Zalo: 84988990011
synthetic_label_1,92,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,Cty HVS tuyển người hỗ trợ đặt hàng Tiki tại nhà. Lương 800.000đ/ngày thanh toán theo ngày. Yêu cầu 22-60 tuổi. Liên hệ Zalo: 84922334455
synthetic_label_1,304,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"TB KHAN: Ông Vũ Đức Anh (CCCD: 038095004732) nợ Công ty Tài chính FE 19,275,500VND. Phải hoàn tất trước 17g hôm nay để xóa nợ xấu CIC, tránh ảnh hưởng người thân và gia đình. Liên hệ Zalo: 0944332211."
synthetic_label_1,313,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"TB KHAN: Bà Cao Minh Tú (CMND: 281093845) còn nợ HD Saison 27,532,000VND. Yêu cầu thanh toán trong 24H nữa để tránh bị điều tra hình sự tội lạm dụng tín nhiệm chiếm đoạt tài sản. LH Zalo: 0966778899."
synthetic_label_1,463,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,"Tiki tuyển nhân viên đặt hàng để nâng thứ hạng cửa hàng. Thu nhập 800.000đ/ngày, làm tại nhà. Yêu cầu 23–65 tuổi. Lương trả ngay. Zalo: 84934567890"
synthetic_label_1,509,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,,,"CANH BAO LAN CUOI!!! Ban Ng0 Anh Duc CMND: 285443219 n0 Mirae Asset 8,122,450VND. Tru0ng h0p co t1nh n3 tranh, chung t01 se t13n h4nh dang tai thong t1n l3n c4c h01 nh0m de thu h01 n0. LH ZALO: 0344556677 gap Trinh."
synthetic_label_1,552,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,"Tiki tuyển nhân viên đặt hàng để nâng thứ hạng cửa hàng. Thu nhập 800.000đ/ngày, thao tác đơn giản bằng điện thoại. Tuổi 22-60. Zalo: 84834567890"
synthetic_label_1,568,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,Tiki tuyển nhân viên nâng cao thứ hạng cửa hàng. Thu nhập 800.000đ/ngày. Tuổi 23-60. Không cần kinh nghiệm. Zalo: 84790123456
synthetic_label_1,624,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),,,Tiki dang tuyen so luong l0n nh4n vien d4t hang n4ng thuy hang cua hang. Luy0n t4p kiem 800k/ngay. Tuoi 23-65. Zalo: 84945678901
synthetic_label_1,632,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,"Xin chào, mình là giám đốc marketing của Tiki. Tuyển nhân viên đặt hàng nâng hạng cửa hàng. Thu nhập 800.000đ/ngày. Zalo: 84922334455"
synthetic_label_1,648,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,,,T1k1 tuy3n nv d4t hang tai nh4. Thu nhap 800k/ngay. Yeu cau 22-60 tu01. Khong can k1nh ngh13m. Zalo: 84988990033
synthetic_label_1,656,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,Tiki tuyển nhân viên đặt hàng nâng cao uy tín cửa hàng. Thu nhập 800.000đ/ngày. Tuổi 22-65. Zalo: 84966778822
synthetic_label_1,661,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"[CANH CAO LAN CUOI]: Bà Lê Thị Hoa CMND 192837465 nợ HD Saison 15,382,500VND. Yêu cầu thanh toán trước 16H Ngày 20/07. Quá hạn sẽ ghi nợ xấu CIC và thông báo người thân gia đình nơi làm việc. LH Zalo 0905334455."
synthetic_label_1,665,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"TB KHAN: Công ty Tài chính FE thông báo bà Trịnh Thu Hà CMND 013459284 nợ 11,540,200VND. Nếu không liên hệ Zalo 0944556677 trước 17g hôm nay để thỏa thuận giảm nợ, chúng tôi sẽ niêm phong tài sản và ghi nợ xấu CIC."
synthetic_label_1,821,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),,,"[CANH CAO LAN CUOI]: Ong Ph4m V4n H4i CMND: 271839405 phai th4nh t04n 12,453,000VND cho Công ty Tài chính FE truoc 17g hom nay. B4t h0p t4c se bi gh1 no x4u CIC v4 thong b40 n01 lam v13c. LH ZALO: 0384729103"
synthetic_label_1,827,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,,,"[CANH CAO LAN CUOI]: B4 Ph4n Th1 H04 CMND: 241093842 n0 Mirae Asset 21,540,600VND. Trυoc 17g hom nay khong th4nh t04n t01 th13υ se bi gh1 n0 x4υ CIC v0 th01 han v4 ph0ng t04 tai s4n. LH ZALO: 0974829103"
synthetic_label_1,833,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,,,"[CANH CAO LAN CUOI]: Ong Ho4ng Qu0c V13t CMND: 281094756 n0 HD Saison 7,294,000VND. Trυoc 17g hom nay b4t h0p t4c thanh t0an se bi cυ0ng ch3 tai s4n v4 gυ1 thong b40 v3 t4n n01 l4m v13c. LH ZALO: 0338471920"
synthetic_label_1,839,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,,,"[CANH CAO LAN CUOI]: B4 L3 Th1 D13p CMND: 215049382 n0 HD Saison 5,934,000VND. Trυoc 17g hom nay khong th4nh t04n se bi kh04 m4 s0 thυ3 v4 gυ1 thong b40 d3n d14 phυ0ng n01 trυ ngυ. LH ZALO: 0394857261"
synthetic_label_1,845,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),,,"[CANH CAO LAN CUOI]: BA Ngυy3n Th1 Thυ CMND: 191083746 n0 Home Credit 8,564,300VND. Trυoc 17g hom nay khong n0p tien se lam don gυ1 t04 4n v4 n13m ph0ng tai san tai n01 0. LH ZALO: 0374859201"
synthetic_label_1,851,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,,,"[CANH CAO LAN CUOI]: B4 Ph4n Th1 Anh CMND: 285093841 n0 Mcredit 7,342,000VND. Trυoc 17g hom nay khong tra se bi b01 nh0 d4nh dυ l3n c0ng ty v4 d14 phυ0ng. LH ZALO: 0328471950"
synthetic_label_1,857,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,,,"[CANH CAO LAN CUOI]: B4 Vυ Th1 L13υ CMND: 182093846 n0 FE 5,482,000VND. Trυoc 17g hom nay khong th4nh t04n se bi trυy thυ tai n01 l4m v13c v4 c4 c0ng 4n x4 phυ0ng de n13m ph0ng. LH ZALO: 0348572910"
synthetic_label_1,1342,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,"Tiki tuyển nhân viên đặt hàng nâng hạng cửa hàng. Thu nhập 800.000đ/ngày, tiền về tài khoản ngay. Tuổi 23-65. Zalo liên hệ: 84901234521"
synthetic_label_1,1358,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),,,"Tiki tuyển nhân viên đặt hàng nâng cao giao dịch. Thu nhập 800k/ngày, lương trả theo ngày. Tuổi 23-65. Zalo: 84901234537"
synthetic_label_1,1723,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"CANH BAO LAN CUOI!!! Trong 24H nua Ba Le Thi Tuoi CMND: 191827364 phai lien he gap SDT/ZALO: 0356789123 gap Tran Anh Dung de THOA THUAN-GIAM NO cho HD Saison. Neu KHONG HOP TAC thanh toan 8,345,500VND se thong bao nguoi than gia dinh va noi lam viec."
synthetic_label_1,1726,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"CANH BAO LAN CUOI!!! Home Credit yeu cau Ba Do Thi Lan CMND: 001095847362 thanh toan gap 5,721,000VND trong 24H nua. Neu khong se thong bao nguoi than gia dinh noi lam viec va truy thu tai nha. Lien he ngay ZALO 0933445566 de duoc mien giam lai."
synthetic_label_1,1731,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"TB KHAN: Ba Vu Thuy Tien CCCD: 079095847361 no HD Saison 13,847,000VND. Han cuoi truoc 16H Ngay 02/06. Neu khong thanh toan se bi niem phong tai san va thong bao ve dia phuong noi sinh song. Lien he ZALO: 0900112233 de giai quyet."
synthetic_label_1,1762,URL cue without detected URL,medium,URL/CTA cue but metadata has_url=0,0,0,1,1,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),,,"TB KHAN: Công ty Tài chính FE yêu cầu Ông Nguyễn Minh Hải CCCD: 036082917364 hoàn trả 15,248,000VND. Nếu không thanh toán trước 16H Ngày 22/10, chúng tôi sẽ Công Khai HÌNH ẢNH và THÔNG TIN lên mạng xã hội và người thân. LH Zalo: 0947281934."
