similarity,sample_id_a,sample_id_b,content_a,content_b
0.9963213801383972,phase1_05799,phase1_05806,[Bảo hiểm xã hội] Ông (Bà) đã đủ điều kiện nhận tiền từ quỹ Bảo hiểm thất nghiệp theo Nghị quyết 116. Bấm vào www.zxcvb.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,[Bảo hiểm xã hội] Ông (Bà) đã đủ điều kiện nhận tiền từ quỹ Bảo hiểm thất nghiệp theo Nghị quyết 116. Bấm vào www.mnbvc.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!
0.9962656497955322,phase1_08876,phase1_08882,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kI9o,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bH7n
0.9962656497955322,phase1_10120,phase1_10100,Hoan thue TNCN: Ong (Ba) da du dieu kien NHAN T1EN tu quy BHTN. Bam vao www.vbgty.icu. QUA HAN SE KHONG DUOC CHAP NHAN! aS7d,Hoan thue TNCN: Ong (Ba) da du dieu kien NHAN T1EN tu quy BHTN. Bam vao www.uytrf.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB7v
0.9960846900939941,phase1_09005,phase1_09017,H0^tro~COVID: B4N_da-du-D!EU*K!EN nh4n_T1EN tu quy BH#TN. Bam vao www.plmko.icu. QUA-HAN SE KH0NG_DUOC CHAP_NHAN! aD9f,H0^tro~COVID: B4N_da-du-D!EU*K!EN nh4n_T1EN h0~tro tu quy BH#TN. Bam vao www.plmko.icu. QUA-HAN SE KH0NG_DUOC CHAP_NHAN! aD4f
0.996040403842926,phase1_09692,phase1_09679,Shopee tuyen nh4n vien danh gia san pham. Thu nh4p 350-999k/ngay. Khong kinh nghiem. Tuoi 23-65. Zalo: zalo.me/84533445566,Shopee tuyen nh4n vien danh gia san ph4m. Thu nh4p 350-999k/ngay. Khong can kinh nghiem. Tuoi 23-65. Zalo: zalo.me/84733445566
0.9960107803344727,phase1_08903,phase1_08891,H0 Tr0 COVID-19: B4N_da-du D!EU K!EN nh4n~T1EN tu quy BHTN. Nh4n tai: www.plmza.icu. QUA-HAN*SE KH0NG_DUOC CHAP_NHAN! jH2k,H0 Tr0 COVID-19: B4N_da-du D!EU K!EN nh4n~T1EN tu quy BHTN. Nh4n tai: www.ujmik.icu. QUA-HAN*SE KH0NG_DUOC CHAP_NHAN! lO9p
0.9959428310394287,phase1_06627,phase1_06635,"K1m L0ng C4s1n0, B4cc4r4t truc t1ep, rut t1en 4 fhut. L!nk: d12ps.com","K1m L0ng C4s1n0, B4cc4r4t truc t1ep, rut t1en 5 fhut. L!nk: z92ps.com"
0.9957325458526611,phase1_08868,phase1_08880,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vF5s,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! qA4e
0.9952691793441772,phase1_08990,phase1_09014,BHXH Viet Nam: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vC3x,BHXH Viet Nam: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 tu BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! mJ7n
0.9952468872070312,phase1_10123,phase1_10103,Ho tro COVID-19: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro tu quy BH#TN. Bam vao www.vfbtg.icu. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! mN4b,Ho tro COVID-19: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro tu quy BH#TN. Bam vao www.xsder.icu. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! dR4f
0.9951634407043457,phase1_08996,phase1_09008,BHXH VN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 tu quy BHTN. Bam vao www.ytrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kL0p,BHXH VN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 tu quy BHTN. Bam vao www.qwerty.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB2v
0.9951133728027344,phase1_10510,phase1_10512,789Bet-B4cc4r4t-truc-t1ep-cho1-g4-xo-so-CSKH-24/24-gu1-v4-rut-tr0ng-3-fvt. DK: s52kp.com,V7Bet-B4cc4r4t-truc-t1ep-cho1-g4-xo-so-CSKH-24/24-gu1-v4-rut-tr0ng-3-fvt. DK: v92zq.com
0.9948974847793579,phase1_05626,phase1_05630,Ông (Bà) đã đủ điều kiện nhận tiền hỗ trợ từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.plmko.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,Ông (Bà) đã đủ điều kiện nhận tiền hỗ trợ từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.mjuik.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!
0.994823694229126,phase1_06895,phase1_06887,"TikTok đang tuyển nhân viên làm việc tại nhà. Thu nhập 350-999k/ngày. Thao tác đơn giản, nhận tiền sau 13-25 phút. Liên hệ: zalo.me/84901234510","TikTok đang tuyển nhân viên làm việc tại nhà. Thu nhập 350-999k/ngày. Thao tác đơn giản, nhận tiền sau 13-25 phút. Liên hệ: zalo.me/84901234502"
0.994789183139801,phase1_05611,phase1_05815,Quyết định Bảo hiểm xã hội: Ông (Bà) đã đủ điều kiện nhận tiền từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.mnpqr.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,Quyết định Bảo hiểm xã hội: Ông (Bà) đã đủ điều kiện nhận tiền từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.mnbvcx.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!
0.9947569966316223,phase1_10204,phase1_09424,"Amazon cần tuyển nhân viên xử lý đơn đặt hàng TMĐT tại nhà. Thu nhập 500k~3000k/ngày, thao tác đơn giản không cần kinh nghiệm. Yêu cầu 23-60 tuổi. Liên hệ Zalo: zalo.me/84901234567 Zalo: 84901234567","Amazon cần tuyển nhân viên xử lý đơn đặt hàng TMĐT tại nhà. Thu nhập 500k~3000k/ngày, thao tác đơn giản, không cần kinh nghiệm. Tuổi từ 23-60. Liên hệ Zalo: zalo.me/84901234567 Zalo: 84901234567"
0.9945428371429443,phase1_10110,phase1_10090,Quy BHTN: Ong (Ba) da du dieu kien NHAN T1EN ho tro. Bam vao mo.bgtvf.com. QUA HAN SE KHONG DUOC CHAP NHAN! nS5d,Quy BHTN: Ong (Ba) da du dieu kien NHAN T1EN ho tro. Bam vao mo.asdfg.com. QUA HAN SE KHONG DUOC CHAP NHAN! lK5j
0.99452805519104,phase1_08898,phase1_08880,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.rfvbn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! lO1p,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! qA4e
0.9945158958435059,phase1_10115,phase1_10103,Ho tro COVID-19: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro tu quy BH#TN. Bam vao www.mjuik.icu. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! zB6v,Ho tro COVID-19: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro tu quy BH#TN. Bam vao www.xsder.icu. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! dR4f
0.994483232498169,phase1_10241,phase1_10228,"L4z4z4 can c0ng t4c v13n xu ly z0n hang tai nh4, lu0ng 500k~3000k/ngay. Tu01 23-65. Z4l0: zalo.me/84634567890","L4z4d4 can c0ng t4c v13n xu-ly d0n hang tai nh4, lu0ng 500k~3000k/ngay. Tu01 23-65. Z4l0: zalo.me/84323456789"
0.9944505095481873,phase1_10099,phase1_10119,Bo LD-TB-XH: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro NQ-116. Bam vao mo.nhuio.com. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! mK3l,Bo LD-TB-XH: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro NQ-116. Bam vao mo.nhyuj.com. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! pO3l
0.9943256378173828,phase1_05816,phase1_05823,Bạn đã đủ Điều Kiện nhận TIỀN từ quỹ Bảo hiểm thất nghiệp. Nhận tại www.qwerty.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,Bạn đã đủ Điều Kiện nhận TIỀN hỗ trợ từ quỹ Bảo hiểm thất nghiệp. Nhận tại www.qwerty.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!
0.9942461252212524,phase1_08874,phase1_08880,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jM7u,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! qA4e
0.9941178560256958,phase1_05789,phase1_05611,Quyết định Bảo hiểm xã hội: Ông (Bà) đã đủ điều kiện nhận tiền từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.kqjwy.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,Quyết định Bảo hiểm xã hội: Ông (Bà) đã đủ điều kiện nhận tiền từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.mnpqr.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!
0.9941174983978271,phase1_10108,phase1_10088,Hoan thue TNCN: ong (BA) da du dieu kien NHAN T1EN theo NQ-116. Bam vao www.vcdew.icu. QUA HAN SE KHONG DUOC CHAP NHAN! lO1p,Hoan thue TNCN: ong (BA) da du dieu kien NHAN T1EN theo NQ-116. Bam vao www.qwert.icu. QUA HAN SE KHONG DUOC CHAP NHAN! mN1b
0.9940441846847534,phase1_05643,phase1_05626,Ông (Bà) đã đủ điều kiện nhận tiền hỗ trợ từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.wsxza.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,Ông (Bà) đã đủ điều kiện nhận tiền hỗ trợ từ quỹ Bảo hiểm thất nghiệp. Bấm vào www.plmko.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!
0.9939777851104736,phase1_08890,phase1_08872,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.yhnmk.icu. QUA HAN SE KHONG DUOC CHAP NHAN! mJ2h,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.ytrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB9v
0.9939703941345215,phase1_08316,phase1_08298,Hoan thue TNCN: Ong (Ba) da du dieu kien nh4n t1en tu quy BHTN. Bam vao www.bghju.icu. QUA HAN SE KHONG DUOC CHAP NHAN! xD3c,Hoan thue TNCN: Ong (Ba) da du dieu kien nh4n t1en tu quy BHTN. Bam vao www.xdefr.icu. QUA HAN SE KHONG DUOC CHAP NHAN! tG6y
0.9938088655471802,phase1_09738,phase1_09714,Hoan thue TNCN: ong (BA) da du d13u kien nh4n tien ho tro thue. Bam vao www.ju765.icu. QUA HAN SE KHONG DUOC CHAP NHAN! mQ7w,Hoan thue TNCN: ong (BA) da du d13u kien nh4n ho tro thue. Bam vao www.uytrv.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jK1l
0.9937837719917297,phase1_09000,phase1_09012,Hoan thue TNCN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 nam 2024. Bam vao www.lkjhf.icu. QUA HAN SE KHONG DUOC CHAP NHAN! uI2o,Hoan thue TNCN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 2024. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! uI9o
0.9937659502029419,phase1_10095,phase1_10123,Ho tro COVID-19: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro tu quy BH#TN. Bam vao www.mnlkj.icu. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! kL6m,Ho tro COVID-19: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro tu quy BH#TN. Bam vao www.vfbtg.icu. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! mN4b
0.993672788143158,phase1_09006,phase1_09018,Hoan thue TNCN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 th30 BHXH. Bam vao www.zxcvb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gH3j,Hoan thue TNCN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 tu quy BHTN. Bam vao www.zxcvb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gH1j
0.9935795068740845,phase1_05764,phase1_05760,"G!ai-tr!_2Q_t@ng-68k-khi_t4i-app. x3 n@p-dau. X.0c-D.!a, N.0hu. L1nk: gtr11.cc/mB22n","G!ai-tr!_2Q_t@ng-158k-khi_t4i-app. x3 n@p-dau. X.0c-D.!a, N.0hu. L1nk: gtr99.cc/vN77b"
0.9935241937637329,phase1_08886,phase1_08874,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.wsxed.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kP0m,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jM7u
0.9933903813362122,phase1_08892,phase1_08886,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.olpki.icu. QUA HAN SE KHONG DUOC CHAP NHAN! rE3w,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.wsxed.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kP0m
0.9933672547340393,phase1_08900,phase1_08894,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.yhnji.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB9v,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.ikmjn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gB7v
0.9933486580848694,phase1_08308,phase1_08314,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en ho tro tu BHXH. Nhan tai mo.loikj.com. QUA HAN SE KHONG DUOC CHAP NHAN! nH4m,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en ho tro BHXH. Nhan tai mo.yhnuj.com. QUA HAN SE KHONG DUOC CHAP NHAN! oP9l
0.993343710899353,phase1_10102,phase1_10122,[BHXH] Theo NQ-116: ong (BA) da du dieu kien NHAN T1EN ho tro. Bam vao mo.loiuy.com. QUA HAN SE KHONG DUOC CHAP NHAN! xZ1c,[BHXH] Theo NQ-116: ong (BA) da du dieu kien NHAN T1EN ho tro. Bam vao mo.zaqws.com. QUA HAN SE KHONG DUOC CHAP NHAN! jK1l
0.9931219220161438,phase1_08888,phase1_08894,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.tgbnh.icu. QUA HAN SE KHONG DUOC CHAP NHAN! wQ1a,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.ikmjn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gB7v
0.9930928945541382,phase1_10098,phase1_10118,[T.B] BHXH: ong (BA) da du dieu kien NHAN T1EN ho tro tu quy BH-TN. Bam vao www.mjnhy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bN5m,[T.B] BHXH: ong (BA) da du dieu kien NHAN T1EN ho tro tu quy BH-TN. Bam vao www.vfrgt.icu. QUA HAN SE KHONG DUOC CHAP NHAN! uI5o
0.9930566549301147,phase1_10092,phase1_08878,Bo LD-TB-XH: ong (BA) da du dieu kien nh4n t1en ho tro tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dF9s,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.qwert.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dR8t
0.9930530786514282,phase1_08884,phase1_08872,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.qazxs.icu. QUA HAN SE KHONG DUOC CHAP NHAN! tY3u,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.ytrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB9v
0.9930496215820312,phase1_10516,phase1_10524,Aw1n-tuy3n-d41-ly-h04-h0ng-50%-tra-nh1ev-h1nh-thvc-l1en-he-z4l0: 0938123456. L1nk: awin.vip,Aw1n-tuy3n-d41-ly-h04-h0ng-60%-tra-nh1ev-h1nh-thvc-l1en-he-z4l0: 0366445577. L1nk: awin88.vip
0.9930461645126343,phase1_08902,phase1_08890,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.okmju.icu. QUA HAN SE KHONG DUOC CHAP NHAN! fD5s,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.yhnmk.icu. QUA HAN SE KHONG DUOC CHAP NHAN! mJ2h
0.9930101633071899,phase1_05577,phase1_05585,Bảo hiểm xã hội: Ông (Bà) đã đủ điều kiện nhận tiền hỗ trợ quỹ Bảo hiểm thất nghiệp. Nhận tại: mo.zxcvb.com. QUÁ HẠN KHÔNG ĐƯỢC CHẤP NHẬN.,Bảo hiểm xã hội: Ông (Bà) đã đủ điều kiện nhận tiền hỗ trợ Bảo hiểm thất nghiệp. Nhận tại: mo.xcvbn.com. QUÁ HẠN KHÔNG ĐƯỢC CHẤP NHẬN.
0.9927334785461426,phase1_08301,phase1_08319,Quy_BHTN! Ban^da~du_D!EU*KIEN-nh4n-TIEN tu Bo LD-TB-XH. Bam-vao www.bgtyu.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! iO3p,Quy_BHTN! Ban^da~du_D!EU*KIEN-nh4n-TIEN tu Bo LD-TB-XH. Bam-vao www.vfrtg.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! nH4j
0.992652416229248,phase1_10112,phase1_10092,Bo LD-TB-XH: ong (BA) da du dieu kien nh4n t1en ho tro tu quy BHTN. Bam vao www.xswza.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vH9j,Bo LD-TB-XH: ong (BA) da du dieu kien nh4n t1en ho tro tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dF9s
0.992634654045105,phase1_10547,phase1_10559,H0~tr0_COVID-19: Ong/(Ba) da-du D!EU^K!EN nh4n T1EN tu QUY*BHTN. Bam vao www.plmijn.icu. QUA-HAN SE KHONG DUOC CHAP NHAN! vB6n,H0~tr0_COVID_VN: Ong/(Ba) da-du D!EU^K!EN nh4n T1EN tu QUY*BHTN. Bam vao www.ikmjnh.icu. QUA-HAN SE KHONG DUOC CHAP NHAN! dC6v
0.9926308989524841,phase1_10096,phase1_10110,Quy BHTN: Ong (Ba) da du dieu kien NHAN T1EN ho tro. Bam vao mo.vfrtg.com. QUA HAN SE KHONG DUOC CHAP NHAN! zX8c,Quy BHTN: Ong (Ba) da du dieu kien NHAN T1EN ho tro. Bam vao mo.bgtvf.com. QUA HAN SE KHONG DUOC CHAP NHAN! nS5d
0.9925810098648071,phase1_10094,phase1_10114,[BHXH VN] Theo NQ-116: ong (BA) da du dieu kien NHAN T1EN ho tro. Bam vao www.nbvcx.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gH4j,[BHXH VN] Theo NQ-116: ong (BA) da du dieu kien NHAN T1EN ho tro. Bam vao www.loiuj.icu. QUA HAN SE KHONG DUOC CHAP NHAN! xM4n
0.9925464391708374,phase1_09913,phase1_08482,"T1kT0k tuyen g4p nh4n vien xu ly don hang. Thu nh4p 800.000d/ng4y, nhan tien s4u 13-25 f-ut. Tuoi 22-65. Zalo: zalo.me/84913456789 Zalo: 84913456789","T1kT0k tuyen g4p nh4n vien xu ly don hang. Thu nh4p 800.000d/ng4y, nhan tien s4u 15 fhut. Tuoi 23-65. Zalo: zalo.me/84762341589 Zalo: 84762341589"
0.9925247430801392,phase1_08988,phase1_09000,Hoan thue TNCN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 tu Chinh f0. Bam vao www.lkjhg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! pO1i,Hoan thue TNCN: ong (B4) da du z!3u k!3n nh4n t13n h0 tr0 nam 2024. Bam vao www.lkjhf.icu. QUA HAN SE KHONG DUOC CHAP NHAN! uI2o
0.9925000667572021,phase1_06873,phase1_06861,H0 tr0 C0V1D-19: B4N_da-du_D!EU K!EN nh4n T1EN tu BH#TN. Nhan t4!: mo.bgtyh.com. QUA_HAN-SE-KH0NG_DUOC-CHAP-NHAN! bN4m,H0 tr0 C0V1D-19: B4N_da-du_D!EU K!EN nh4n T1EN tu BH#TN. Nhan t4!: mo.ijnuh.com. QUA_HAN-SE-KH0NG_DUOC-CHAP-NHAN! kL8p
0.9924675226211548,phase1_07211,phase1_07243,JILI_Game-mới_Tặng^588k khi-DK! x3 nạp đầu,JILI_Game-mới_Tặng^388k khi-DK! x3 nạp đầu
0.9923954010009766,phase1_10506,phase1_10510,8DAY-B4cc4r4t-truc-t1ep-cho1-g4-xo-so-CSKH-24/24-gu1-v4-rut-tr0ng-3-fvt. DK: d82ms.com,789Bet-B4cc4r4t-truc-t1ep-cho1-g4-xo-so-CSKH-24/24-gu1-v4-rut-tr0ng-3-fvt. DK: s52kp.com
0.9923478364944458,phase1_06631,phase1_06639,"789B3t C4s1n0, ch01 g4, x0 s0, rut t1en 2 fhut. L!nk: x12nk.com","789B3t C4s1n0, x0 s0, ch01 g4, rut t1en 1 fhut. L!nk: v12ms.com"
0.9922477006912231,phase1_10106,phase1_10086,Bo LD-TB-XH: Ong (Ba) da du dieu kien nhan t1en tu quy BHTN. Bam vao www.cxvbn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jU9k,Bo LD-TB-XH: Ong (Ba) da du dieu kien nhan t1en ho tro tu Quy BHTN. Bam vao www.mnbvq.icu. QUA HAN SE KHONG DUOC CHAP NHAN! rE9w
