split,sample_id,content,label,data_origin,category,sender_type,has_url,has_phone_number,obfuscation_level,teacher_p1_t2,teacher_pred,teacher_confidence,teacher_agree_label,distill_weight,student_model,student_p0,student_p1,student_pred,student_confidence,student_agree_label,error_type
train,ViSmish_02728,"Ban van muon biet thong tin các cuộc gọi trong luc tat may, hoac ngoai vung phu song. Hay dang ky ngay dịch vụ MCA (BAO CUỘC GỌI NHO) Soan: DV MCA gui 9084",1,real,Khác,personal_number,0,0,Level 0 - Formal,0.6833099,1,0.8231811,True,1.0,char_bilstm_distilled,0.99229014,0.0077098394,0,0.99229014,False,FN
train,ViSmish_03136,"Gặp nhau tại quán cafe Ánh Dương, phòng 302, tầng 5. Tìm tôi nhé, hẹn hò thú vị đang chờ.",1,paraphrased,Nội dung nhạy cảm,personal_number,0,0,Level 0 - Formal,0.9781781,1,0.99950254,True,1.0,char_bilstm_distilled,0.6423726,0.3576274,0,0.6423726,False,FN
train,ViSmish_03221,[Phong Lao dong Thuong binh Xa hoi] TB: Giay to nhan than cua Pham Thi Huong can cap nhat theo QD 1234/CV-CT. Vui long goi 1234/CV-CT de duoc huong dan cap nhat mien phi.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 2 - Leet nặng,0.9769166,1,0.9994419,True,1.0,char_bilstm_distilled,0.56102514,0.4389749,0,0.56102514,False,FN
train,ViSmish_03491,"Bộ Công an thông báo: Hiện nay, tội phạm giả mạo là người nước ngoài (sỹ quan, binh lính đang tham gia chiến tranh, làm nhiệm vụ quốc tế tại các khu vực chiến sự... không có người thân) thông qua mạng xã hội làm quen, sau đó lấy lý do gửi quà, đồ vật giá trị, thậm chí là ngoại tệ, vàng có giá trị rất lớn nhờ nhận, quản lý, lưu giữ; sau đó giả danh là nhân viên sân bay, hải quan, thuế... yêu cầu nộp tiền cước vận chuyển, thuế, phi, tiền phạt, chi phí tiêu cực... để chiếm đoạt. Đề nghị người dân cảnh giác, không chuyển tiền vào các tài khoản do đối tượng yêu cầu và trình báo ngay với cơ quan công an nơi gần nhất để được giải quyết.",0,real,Dịch vụ công thật,brandname,0,0,NONE,0.11464154,0,0.98350984,True,1.0,char_bilstm_distilled,0.33055538,0.6694446,1,0.6694446,False,FP
train,ViSmish_03585,Bo Cong An: Moi Nguyen Thi Xuan tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 0 - Formal,0.9776045,1,0.99947554,True,1.0,char_bilstm_distilled,0.6243216,0.3756784,0,0.6243216,False,FN
train,ViSmish_03670,Chuc mung QK duoc tang The tin dung VIB han muc  70.000.000 VND & mien phi thuong nien. Hoan tat nhan the tai ung dung MyVIB hoac tai day: bit.ly/TheMyVIB01 . Luu y: QK chon muc The va nhan + de hoan tat thao tac.,0,real,Khác,brandname,0,0,NONE,0.037218276,0,0.9985078,True,1.0,char_bilstm_distilled,0.14536357,0.85463643,1,0.85463643,False,FP
train,ViSmish_03909,"(TPBank) Tu 01/07/22, TPBank dieu chinh DV thong bao Bien dong so du tai khoan - SMS Banking. Xem chi tiet cac goi DV tai websits hoac LH 19006036/1902585885",1,real,Giả mạo ngân hàng,personal_number,0,1,Level 0 - Formal,0.025421057,0,0.99932015,False,0.3,char_bilstm_distilled,0.6720315,0.3279685,0,0.6720315,False,FN
train,ViSmish_04274,ViettelPay: Thông báo cập nhật CMND/CCCD. Vui lòng truy cập vietelpay.vn/verify để xác nhận trước 17h.,1,paraphrased,Giả mạo ngân hàng,brandname,1,0,Level 2 - Leet nặng,0.97050834,1,0.99907744,True,1.0,char_bilstm_distilled,0.53573155,0.46426842,0,0.53573155,False,FN
train,ViSmish_04356,"[Van phong Thua phat lai Quan 1] Thong bao: Bui Van Khanh con no 7,000,000 VND den han 10/07/2025. Vui long thanh toan toan bo de tranh phat lai va xu ly phap ly.",1,synthetic_hard_negative,Đòi nợ / Đe dọa,brandname,0,0,Level 0 - Formal,0.97760266,1,0.9994754,True,1.0,char_bilstm_distilled,0.5954072,0.4045928,0,0.5954072,False,FN
train,ViSmish_04404,[TB] MTTQ Việt Nam kêu gọi chung tay ủng hộ đồng bào bị thiệt hại do bão lũ gây ra. Các tài khoản tiếp nhận: 55102025 tại Vietinbank; 8639699999 tại BIDV; 1400666102025 tại Agribank; 8888881010 tại Vietcombank; 0606 tại MBbank.,0,real,Viễn thông,brandname,0,0,NONE,0.028058738,0,0.9991673,True,1.0,char_bilstm_distilled,0.2595123,0.7404877,1,0.7404877,False,FP
train,ViSmish_04614,"Vietcombank nhan duoc yeu cau KICH HOAT LAI UNG DUNG VCB DIGIBANK. Neu Quy khach KHONG CHU DONG yeu cau, TUYET DOI KHONG CUNG CAP HOAC XAC NHAN BANG MA OTP de tranh rui ro bi CHIEM DOAT TAI 29,111,111VND luc 25-11-2022 15:26:45. SD 46,027VND. Ret",1,real,Giả mạo ngân hàng,personal_number,0,0,Level 2 - Leet nặng,0.031540513,0,0.9989405,False,0.3,char_bilstm_distilled,0.9857451,0.014254907,0,0.9857451,False,FN
train,ViSmish_04663,BHXH Viet Nam: Moi Doanh nghiep XYZ tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 0 - Formal,0.9775171,1,0.99947125,True,1.0,char_bilstm_distilled,0.51038116,0.48961884,0,0.51038116,False,FN
train,ViSmish_04730,"[MTTQ VN] Keu goi ung ho dong bao bi thiet hai do han han, xam nhap man tai DBSCL. STK: 0011001932418 Vietcombank. Chi tiet tai mttqvietnam.org.vn.",0,synthetic,Dịch vụ công thật,brandname,1,0,NONE,0.025252363,0,0.9993293,True,1.0,char_bilstm_distilled,0.4486143,0.5513857,1,0.5513857,False,FP
train,ViSmish_04988,"Anh chào em, sinh viên KHÔNG muốn kiếm thêm thu nhập? Hãy đến quán cafe ""Bóng Đêm"" - Địa chỉ 99 Lê Duẩn, HN. Liên hệ qua Zalo: 0999999999",1,paraphrased,Nội dung nhạy cảm,personal_number,1,0,Level 0 - Formal,0.9797871,1,0.9995746,True,1.0,char_bilstm_distilled,0.60007775,0.39992228,0,0.60007775,False,FN
train,ViSmish_05065,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463,0,real,Khác,brandname,1,1,NONE,0.02625523,0,0.9992735,True,1.0,char_bilstm_distilled,0.34562576,0.65437424,1,0.65437424,False,FP
train,ViSmish_05223,ACB: Tran trong thong bao.Tai khoan cua quy khach hien tai da bi khoa.Dang nhap https://online.agh7nom.com de xac thuc ngay hom nay.,0,real,Khác,brandname,1,0,NONE,0.024019849,0,0.99939466,True,1.0,char_bilstm_distilled,0.426678,0.573322,1,0.573322,False,FP
train,ViSmish_05489,"Ong/Ba: Trung Tam Tin Dung F& TB de nI So CMND: *** 205. Chung toi nghi ngo Ong/Ba dang lam dung su tin nhiem chiem doat Tai San NHNNVN voi so tien: 48,554,336VND (tien goc). Canh bao lan cuoi truoc 16H Ngay 10/01/2020 thanh toan gap so tien toi thieu: 3,725,583VND cho NHNNVN. Tiep tuc tron tranh, bat hop tac, moi rui ro ve Uy tin, Danh du, Suc khoe tinh than va Tai san, Ong/Ba tu chiu trach nhiem.",1,real,Đòi nợ / Đe dọa,personal_number,0,0,Level 2 - Leet nặng,0.9663441,1,0.99878854,True,1.0,char_bilstm_distilled,0.63043916,0.36956084,0,0.63043916,False,FN
train,ViSmish_05561,Bach hoa xanh: Giam ngay 50k cho hoa don tu 500k khi mua sam truc tuyen tai bachhoaxanh.com. Thoi han den ngay 20/05/2026.,0,synthetic,Quảng cáo hợp lệ,brandname,1,0,NONE,0.023572862,0,0.99941754,True,1.0,char_bilstm_distilled,0.35020828,0.6497917,1,0.6497917,False,FP
train,ViSmish_05623,Gửi ngay 5 triệu vào ví điện tử ZaloPay số 0987654321 (tên chủ tài khoản: TRAN THI B) để chuyên viên tư vấn đầu tư Forex sinh lời nhanh chóng 20%/tháng.,1,paraphrased,Crypto / Đầu tư giả,personal_number,0,0,Level 0 - Formal,0.9799676,1,0.99958235,True,1.0,char_bilstm_distilled,0.5363164,0.46368363,0,0.5363164,False,FN
train,ViSmish_05807,"BHXH gui thong bao: Ho so NQ116/HCM/0987 da duoc duyet 4,500,000 VND boi thuong tai nan lao dong. Vui long goi lai so nay de xac nhan nhan tien.",1,synthetic_hard_negative,BHXH / Trợ cấp giả,brandname,0,1,Level 2 - Leet nặng,0.97891027,1,0.99953604,True,1.0,char_bilstm_distilled,0.5430646,0.45693538,0,0.5430646,False,FN
train,ViSmish_05910,Ong-Ba da duoc phe duyet NHAN TRO CAP theo QD 427. Bam vao link: https://trocap123.vn/dang-ky. KHONG HOAN THIEN TRONG THOI HAN SE BI TU CHOI.,1,paraphrased,BHXH / Trợ cấp giả,personal_number,1,0,Level 2 - Leet nặng,0.9570136,1,0.99798644,True,1.0,char_bilstm_distilled,0.63815844,0.36184156,0,0.63815844,False,FN
train,ViSmish_06105,MB: TK 462xxx cua quy khach da bi tam thoi khoa do het han su dung. Vui long truy cap lien ket mbank.vn.dn ngay de kich hoat va nhan mien phi 1 phan thuong.,1,paraphrased,Giả mạo ngân hàng,shortcode,1,0,Level 0 - Formal,0.7800032,1,0.92631185,True,1.0,char_bilstm_distilled,0.8294438,0.1705562,0,0.8294438,False,FN
train,ViSmish_06280,"[JobViet Nam Co. Ltd] Ban duoc duyet vao dang ky thu viec vi tri Marketing. Truoc buoi lam dau tien, can nop phi dong phuc va the nhan vien: 350.000 VND.",1,synthetic_hard_negative,Tuyển dụng giả,brandname,0,0,Level 0 - Formal,0.97347915,1,0.99925834,True,1.0,char_bilstm_distilled,0.81991947,0.18008053,0,0.81991947,False,FN
train,ViSmish_06392,"THPT N C Tru: Tu ngay 5/1 den nay 9/1,HS khoi 10 va 11 tham gia ngoai khoa theo lich. HS khoi 12 va cac HS khong tham gia ngoai khoa duoc nghi hoc. Xin de nghi Quy PHHS chu y quan ly HS o nha. Ngay 11/1,HS 3 khoi quay lai truong de hoc theo TKB HK2. Tran trong",0,real,Khác,brandname,0,0,NONE,0.022947678,0,0.9994487,True,1.0,char_bilstm_distilled,0.26234305,0.73765695,1,0.73765695,False,FP
train,ViSmish_06496,"Agribank: Nhac no: Quy khach co khoan phi bao hiem den han 10,500,000 VND. Vui long thanh toan truoc 20/11.",0,synthetic,Ngân hàng thật,brandname,0,0,NONE,0.02581575,0,0.9992982,True,1.0,char_bilstm_distilled,0.17583102,0.824169,1,0.824169,False,FP
train,ViSmish_06526,"LENH TRUY NA: Can cu tai lieu thu thap duoc, ngay 09/03/2022 Co quan canh sat dieu tra Cong An chi thuc TRUY NA ONG/BA va DONG PHAM ve hanh vi LUA DAO, CAU KET, CHIEM DOAT TAI SAN. NOI TRONG 48H TOI Doi Tuong khong tu giac trinh dien se tien hanh Chuyen giao Khoan Vay cho C0NG TY DOI N0 THUE",1,real,Đòi nợ / Đe dọa,personal_number,0,0,Level 2 - Leet nặng,0.97065365,1,0.99908674,True,1.0,char_bilstm_distilled,0.9566153,0.043384697,0,0.9566153,False,FN
train,ViSmish_06698,"Thue bao cua quy khach sap bi tam khoa 2 chieu, do chua nang cap len sim 4G. vui long lam theo huong dan cua nhan vien, de duoc ho tro nang cap mien phi va tiep tuc su dung dich vu. Xin cam on!",1,real,Khác,personal_number,0,0,Level 0 - Formal,0.86962897,1,0.97801924,True,1.0,char_bilstm_distilled,0.9832871,0.01671289,0,0.9832871,False,FN
train,ViSmish_06739,"a công an đợt này về chắc được lên hột trước hạn rồi,quả upgrade hơi nhuốm màu bột ớt nhưng rất ấn tượng, good job !!!",0,external_curated,P2P hard negative,personal_number,0,0,NONE,0.07451752,0,0.9935587,True,1.0,char_bilstm_distilled,0.20855588,0.7914441,1,0.7914441,False,FP
train,ViSmish_06917,"Hội thảo trực tuyến trên nền tảng Zoom với chủ đề ""Không trúng tuyển nguyện vọng yêu thích? Biến nguy thành cơ"" đang diễn ra. Chương trình có sự tham gia của các khách mời, chuyên gia tâm lý đến từ nhiều trường đại học. Mời quý phụ huynh, thí sinh tham gia hội thảo tại: https://us02web.zoom.us/j/81558445815 .Hotline: (028) 7300 5588",0,real,Khác,brandname,1,0,NONE,0.4721677,0,0.55549264,True,0.7,char_bilstm_distilled,0.49615282,0.5038472,1,0.5038472,False,FP
train,ViSmish_07030,"[TB] Để đảm bảo an toàn PCCC, CATP.HCM khuyến cáo: Thường xuyên kiểm tra, kiểm soát chặt chẽ nguồn lửa, nguồn nhiệt, thiết bị điện, đặc biệt vào ban đêm, trước khi đi ngủ hoặc trước khi rời khỏi nơi làm việc. Trang bị thiết bị báo cháy, chữa cháy, thoát nạn, chống khói, khí độc. Khi có cháy, nổ, tai nạn, sự cố, gọi ngay 114 hoặc ứng dụng Help 114 để được cứu nạn, cứu hộ kịp thời.",0,real,Dịch vụ công thật,brandname,0,0,NONE,0.04338409,0,0.9979475,True,1.0,char_bilstm_distilled,0.28396505,0.71603495,1,0.71603495,False,FP
train,ViSmish_07108,Dat ban thanh cong luc 19h tai King BBQ. Link: kingbbq.vn/booking,0,synthetic,Tin nhắn cá nhân và OTP,brandname,1,0,NONE,0.025141936,0,0.9993352,True,1.0,char_bilstm_distilled,0.37293065,0.62706935,1,0.62706935,False,FP
train,ViSmish_07203,"Xin Quý khách hãy lưu ý, Vietcombank KHÔNG gửi tin nhắn SMS đi kèm các đường link đăng nhập dịch vụ VCB Digibank. Các tin nhắn có đường link đăng nhập dịch vụ ĐỀU LÀ GIẢ MẠO. Quý khách tuyệt đối KHÔNG BẤM vào đường link nếu nhận được tin nhắn có nội dung nêu trên. Vui lòng tham khảo thêm thông tin tại đây: bit.ly/smsmaodanh",0,real,Ngân hàng thật,personal_number,1,0,NONE,0.029158313,0,0.9990988,True,1.0,char_bilstm_distilled,0.42584538,0.5741546,1,0.5741546,False,FP
train,ViSmish_07281,Bạn đã đăng ký thành công! Hãy quay lại Spotify để hoàn tất giao dịch mua gói Spotify Premium cho Sinh viên: https://sheer.id/Lbnkn57nMl Đây là tin nhắn tự động từ SheerID. Bạn đã lựa chọn nhận tin nhắn này. Bạn sẽ không nhận được thêm bất kỳ tin nhắn SMS nào nữa.,0,real,Khác,brandname,1,0,NONE,0.15270004,0,0.96854264,True,1.0,char_bilstm_distilled,0.29748923,0.7025108,1,0.7025108,False,FP
train,ViSmish_07417,Tìm anh chị cùng giải trí – Kết nối qua Discord: discord.gg/hanoivui99,1,paraphrased,Nội dung nhạy cảm,personal_number,1,0,Level 0 - Formal,0.9802955,1,0.9995962,True,1.0,char_bilstm_distilled,0.581798,0.41820198,0,0.581798,False,FN
train,ViSmish_07545,[ĐẠI HỌC NGOẠI THƯƠNG] CHÚC MỪNG EM ĐÃ ĐỦ ĐIỀU KIỆN TRÚNG TUYỂN Chương trình Đào tạo Quốc tế với 2 chuyên ngành: - Báo chí & Truyền thông Đại chúng - Kinh doanh & Thương mại Quốc tế Để lại email để nhận hướng dẫn hồ sơ nhập học. SĐT/ZALO: 0906 888 948 (Ban tuyển sinh),0,real,Khác,personal_number,0,1,NONE,0.7401689,1,0.8902887,False,0.3,char_bilstm_distilled,0.09310287,0.9068971,1,0.9068971,False,FP
train,ViSmish_07563,HDBank: Uu dai 30% khi dat ve may bay Vietjet qua App HDBank sap ket thuc. Dat cho ngay hom nay!,0,synthetic,Ngân hàng thật,brandname,0,0,NONE,0.022533232,0,0.99946886,True,1.0,char_bilstm_distilled,0.45377094,0.54622906,1,0.54622906,False,FP
train,ViSmish_07650,"[ĐH NGOẠI THƯƠNG] Chúc mừng em đã đủ điều kiện xét tuyển Chương trình ĐTQT 2+2, thí sinh có thể lựa chọn 1 trong 3 chương trình học: Kinh doanh Thương mại Quốc tế, Báo chí & Truyền thông, Quản trị Khách sạn & Nhà hàng. Chi tiết xem tại: http://cs2.ftu.edu.vn/category/tuyen-sinh/chuong-trinh-dao-tao-quoc-te/chuong-trinh-cu-nhan-iccc/ Để lại email để nhận hướng dẫn hồ sơ chi tiết. LH SĐT/ZALO: 0906 888 948 (Ban tuyển sinh)",0,real,Khác,personal_number,1,1,NONE,0.19750495,0,0.9428875,True,1.0,char_bilstm_distilled,0.43216336,0.56783664,1,0.56783664,False,FP
train,ViSmish_07886,Hoan thue TNCN: ong (BA) da du dieu kien nhan tien tro cap. Bam vao https://thue-2024.support/nhantien. QUA HAN SE KHONG DUOC CHAP NHAN!,1,paraphrased,BHXH / Trợ cấp giả,personal_number,1,0,Level 2 - Leet nặng,0.97566175,1,0.9993781,True,1.0,char_bilstm_distilled,0.61164474,0.38835523,0,0.61164474,False,FN
train,ViSmish_07960,"Nhan thay co hanh vi LOI DUNG TIN NHIEM, CHIEM DOAT TAI SAN. yc tt gap truoc 13g 16/2/2025, neu van bat hop tac ben toi ban giao HS den Trung Tam Quan Ly No Quoc Gia CIC (gay anh huong den uy tin- danh du- tai san- gia dinh va nhung nguoi co lien quan) toan bo hinh anh, bang chung vi pham. LH 0867256447 de giai quyet.",1,real,Đòi nợ / Đe dọa,personal_number,0,0,Level 2 - Leet nặng,0.9586691,1,0.99814475,True,1.0,char_bilstm_distilled,0.98671156,0.0132884225,0,0.98671156,False,FN
train,ViSmish_07964,[Cuc Thue] Thong bao: Can biet them thong tin ve hanh vi gian lan thue cua cong ty Doanh nghiep XYZ. Vui long hop tac tra loi qua so 18006699.,1,synthetic_hard_negative,Dịch vụ công giả,brandname,0,0,Level 0 - Formal,0.9780938,1,0.9994986,True,1.0,char_bilstm_distilled,0.7118696,0.28813037,0,0.7118696,False,FN
train,ViSmish_08060,t cx muốn nuôi capybara!!!!!,0,external_real,P2P hội thoại thông thường,personal_number,0,0,NONE,0.0478708,0,0.99747854,True,1.0,char_bilstm_distilled,0.055695415,0.9443046,1,0.9443046,False,FP
train,ViSmish_08221,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,1,real,Khác,shortcode,0,0,Level 0 - Formal,0.04014042,0,0.99825424,False,0.3,char_bilstm_distilled,0.81161857,0.1883814,0,0.81161857,False,FN
train,ViSmish_08246,"Ban da dang ky thanh cong tai khoan DigiLife. Tai khoan: 0867256447, mat khau: 15^HSRy6.Hay tai ung dung de cung tro chuyen voi ban be va trai nghiem nhieu tien ich hap dan. Android: https://bit.ly/digilifeandroid iOS: https://bit.ly/digilifeios",0,real,Viễn thông,brandname,1,1,NONE,0.022668157,0,0.9994623,True,1.0,char_bilstm_distilled,0.4930387,0.5069613,1,0.5069613,False,FP
train,ViSmish_08292,"[QC] GIA NHẬP GIC, ĐẪM DATA, ĐẬM CÁ TÍNH! Thắng đời 1-0 khi trở thành thành viên GIC: - Gói cước rẻ mà data ""khủng long"" mỗi ngày. - Đặc quyền ""sít rịt"": Sở hữu kho Topping data truy cập TikTok, Facebook, YouTube... không giới hạn dung lượng, đồng giá 10K. - Ngập tràn voucher ưu đãi ""đủ wow"". Nhanh tay soạn GIC gửi 195 để gia nhập Vũ trụ số GIC - chân ái cho giới trẻ! LH 198 (0đ). Từ chối QC, soạn TC4 gửi 199.",0,real,Quảng cáo hợp lệ,brandname,0,0,NONE,0.03985987,0,0.9982796,True,1.0,char_bilstm_distilled,0.2535522,0.7464478,1,0.7464478,False,FP
train,ViSmish_08342,"Dien thoai phai co Nhac Chuong moi vui. Soan MUA 50122 gui 5092 de cai dat bai De Vuong remix. Cac ma bh khac: 50111-Chi muon ben em that gan, 50116-Chay ve noi phia anh edm, 50131-Cong tu mien tay, 50097-Con nha ngheo, 50849-Em la cua anh remix. Phi dv Nhac Cho: 20.000d/thang. Phi bai hat: 3000d/thang. Chi tiet LH 0922789789 (0d)",0,real,Viễn thông,brandname,0,1,NONE,0.027774917,0,0.99918455,True,1.0,char_bilstm_distilled,0.35281485,0.64718515,1,0.64718515,False,FP
train,ViSmish_08442,"[CẢNH BÁO] Cục An ninh mạng và Phòng, chống tội phạm sử dụng công nghệ cao cảnh báo: Xuất hiện tình trạng lừa đảo, giả mạo lực lượng chức năng xã/phường... thông báo về việc sắp xếp đơn vị hành chính mới trên cả nước. Các đối tượng yêu cầu người dân truy cập đường dẫn hoặc cài ứng dụng VNeID giả mạo chứa mã độc, dụ dỗ người dân để lấy mã OTP tài khoản ngân hàng hoặc dữ liệu sinh trắc học nhằm chiếm đoạt tài sản. Người dân cần cảnh giác, không làm theo các yêu cầu qua điện thoại, chỉ thực hiện cập nhật thông tin trực tiếp tại Công an xã/phường nơi sinh sống; trình báo đến cơ quan Công an nơi gần nhất để được hướng dẫn.",0,real,Dịch vụ công thật,brandname,0,0,NONE,0.057970963,0,0.9962274,True,1.0,char_bilstm_distilled,0.4411165,0.5588835,1,0.5588835,False,FP
train,ViSmish_08678,Chào quý khách! Quý khách vừa đủ điều kiện nhận khoản trợ cấp đặc biệt theo Quyết định 2024-11112. Vui lòng truy cập ngay https://xaswq.gq để hoàn tất thủ tục. CÁN 10/10/2024 SẼ HẾT HIỆU LỰC!,1,paraphrased,BHXH / Trợ cấp giả,personal_number,1,0,Level 2 - Leet nặng,0.98065716,1,0.9996111,True,1.0,char_bilstm_distilled,0.67683923,0.32316077,0,0.67683923,False,FN
