split,sample_id,content,label,data_origin,student_model,student_p0,student_p1,student_pred,student_confidence,student_agree_label,error_type
train,train_01191,Thắng Lớn 247 tuyển cộng tác viên hưởng hoa hồng lên đến 60% cho mọi chiến thắng!,1,paraphrased,g2_bilstm_hard,0.8219271,0.17807296,0,0.8219271,False,FN
train,train_01269,"ACB CANH BAO SMS LUA DAO: Hien co thu doan SMS GIA MAO dau so ACB moi KH dang nhap link gia, cung cap USER, MAT KHAU, OTP. ACB HOAN TON KHONG ng tin tren Quy KH https://live hoac tai app Appacb.appstore",1,real,g2_bilstm_hard,0.9652465,0.03475348,0,0.9652465,False,FN
train,train_01336,Nhanh tay nạp tiền vào ví điện tử: 888999777666 (ứng dụng ví GoldenPay). Dự án blockchain siêu lợi nhuận chỉ dành cho 100 người đầu tiên. Cơ hội trúng thưởng ngay!,1,paraphrased,g2_bilstm_hard,0.5598029,0.44019714,0,0.5598029,False,FN
train,train_01552,ViettelPay: Thông báo cập nhật CMND/CCCD. Vui lòng truy cập vietelpay.vn/verify để xác nhận trước 17h.,1,paraphrased,g2_bilstm_hard,0.7280992,0.27190074,0,0.7280992,False,FN
train,train_01705,"() **DIGIBANK MSB:** Quý khách vui lòng truy cập ngay https://msb-digibank-verify.com để xác nhận giao dịch mới. Nếu không phải do Quý khách thực hiện, vui lòng hủy ngay.",1,paraphrased,g2_bilstm_hard,0.88014555,0.119854435,0,0.88014555,False,FN
train,train_01887,[TB] Dieu kien ho tro da du: CHUNG MINH THU/HO KHAU + OTTT COVID. Truy cap ngay: https://covid-19-hotro.vn/NHAN-TIEN. QUA HAN HO TRO SE BI TU CHOI HOAN TOAN!,1,paraphrased,g2_bilstm_hard,0.9222081,0.07779196,0,0.9222081,False,FN
train,train_02076,Nghe máy đi Có chuyện cần nhờ Em là bạn của Tiến đúng ko? A ở cùng nhà vs Tiến E có số người thân của Tiến ko ?. Gửi cho a vs. Gấp e à,1,real,g2_bilstm_hard,0.6982425,0.3017575,0,0.6982425,False,FN
train,train_02157,"Dũng đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,synthetic_hard_positive,g2_bilstm_hard,0.55003774,0.4499623,0,0.55003774,False,FN
train,train_02189,"(TPBank) Tu 01/07/22, TPBank dieu chinh DV thong bao Bien dong so du tai khoan - SMS Banking. Xem chi tiet cac goi DV tai websits hoac LH 19006036/1902585885",1,real,g2_bilstm_hard,0.99374217,0.006257855,0,0.99374217,False,FN
train,train_02303,[ACB] Bao cao bao mat: Co 6200123456789 dang co y dinh truy cap tai khoan Tran Thi B cua QK. Goi 19008888 ngay de kich hoat bao ve.,1,synthetic_hard_positive,g2_bilstm_hard,0.8926422,0.10735782,0,0.8926422,False,FN
train,train_02388,"bm Dang Ky Tang 58K, Nap Dau Tang 1OO%. Hoan Tra Khong Gioi Han. jccT4Pv.Gezne.de yLI",1,real,g2_bilstm_hard,0.52235043,0.47764957,0,0.52235043,False,FN
train,train_02447,"t.ly/OZQw KM nạp 1 thưởg 1 tỉlệ cượccao,cược tặg 2888ngìn  BpNDa",1,real,g2_bilstm_hard,0.8588041,0.1411959,0,0.8588041,False,FN
train,train_02490,ACB: Tran trong thong bao.Tai khoản cua quy khach hien tai da bi khoa.Dang nhap https://onlinenhbidv.com de xac thuc ngay hom,1,real,g2_bilstm_hard,0.5183594,0.48164058,0,0.5183594,False,FN
train,train_02557,Quoc khanh tang JDP ban ca 75k Tang tan thu 100% xien nap Nhan lixi tai t.ly/pEHtQ MfBUa,1,real,g2_bilstm_hard,0.7107962,0.28920382,0,0.7107962,False,FN
train,train_02561,"Gặp nhau tại quán cafe Ánh Dương, phòng 302, tầng 5. Tìm tôi nhé, hẹn hò thú vị đang chờ.",1,paraphrased,g2_bilstm_hard,0.8329285,0.16707154,0,0.8329285,False,FN
train,train_02811,[Phong Lao dong Thuong binh Xa hoi] Can lam viec ve ho so BHXH cua Doanh nghiep XYZ. Co so du lieu cho thay co sai sot can chinh sua. Goi 18006699 de dat lich lam viec.,1,synthetic_hard_positive,g2_bilstm_hard,0.70672274,0.29327723,0,0.70672274,False,FN
train,train_02826,So dien thoai lien ket voi tai khoan ngan hang cua ban da bi thay doi vao so 0976543210 neu khong phai do ban thay doi vui long nhan vao https://svip- scb.com de huy,1,real,g2_bilstm_hard,0.58506966,0.4149303,0,0.58506966,False,FN
train,train_02884,"[BỘ TTTT] Thẻ SIM liên kết tài khoản của bạn sắp bị tạm ngưng vì thông tin chưa hợp lệ. Truy cập ttcchinhchu.online để cập nhật ngay, tránh gián đoạn dịch vụ.",1,paraphrased,g2_bilstm_hard,0.51057726,0.48942274,0,0.51057726,False,FN
train,train_02885,[Cuc Thue] Thong bao: Ho so thue TNCN cua Le Van Thanh nam 2024 can dieu chinh. Vui long goi 23/TB-BHXH de biet chi tiet va tranh phat.,1,synthetic_hard_positive,g2_bilstm_hard,0.63368344,0.3663166,0,0.63368344,False,FN
train,train_02899,"Viettel: Thue bao 0865432109 dang hoat dong bat thuong. De bao ve tai khoan, vui long goi 0899001122 de doi SIM moi bao mat hoan toan mien phi.",1,synthetic_hard_positive,g2_bilstm_hard,0.5992443,0.4007557,0,0.5992443,False,FN
train,train_03079,Vietcombank quý khách hiện có 8237 điểm thưởng đủ để đổi IP 15 128G miễn phí lưu ý điểm thưởng hết hạn vào ngày 19/07 và không thể khôi phục sau ngày hết hạn Vui lòng đổi điểm trc khi mất quyền lợi đg link https://j8sk.vip/doidiemVCB,1,real,g2_bilstm_hard,0.7869971,0.2130029,0,0.7869971,False,FN
train,train_03095,"Vietcombank nhan duoc yeu cau KICH HOAT LAI UNG DUNG VCB DIGIBANK. Neu Quy khach KHONG CHU DONG yeu cau, TUYET DOI KHONG CUNG CAP HOAC XAC NHAN BANG MA OTP de tranh rui ro bi CHIEM DOAT TAI 29,111,111VND luc 25-11-2022 15:26:45. SD 46,027VND. Ret",1,real,g2_bilstm_hard,0.9679229,0.03207707,0,0.9679229,False,FN
train,train_03100,"Kinh gui Phu Huynh thong tin kiem tra tieng Anh, giup dinh huong tot hon cho su phat trien cac ky nang tieng anh cua con: Link https://bit.ly/ibischooltesta",1,real,g2_bilstm_hard,0.61822665,0.38177338,0,0.61822665,False,FN
train,train_03125,Hoan thue TNCN: ong (BA) da du dieu kien nhan tien tro cap. Bam vao https://thue-2024.support/nhantien. QUA HAN SE KHONG DUOC CHAP NHAN!,1,paraphrased,g2_bilstm_hard,0.7409202,0.25907984,0,0.7409202,False,FN
train,train_03147,[ĐẠI HỌC NGOẠI THƯƠNG] CHÚC MỪNG EM ĐÃ ĐỦ ĐIỀU KIỆN TRÚNG TUYỂN Chương trình Đào tạo Quốc tế với 2 chuyên ngành: - Báo chí & Truyền thông Đại chúng - Kinh doanh & Thương mại Quốc tế Để lại email để nhận hướng dẫn hồ sơ nhập học. SĐT/ZALO: 0906 888 948 (Ban tuyển sinh),0,real,g2_bilstm_hard,0.37969506,0.62030494,1,0.62030494,False,FP
train,train_03154,"Xin loi, cu phap phan hoi khong dung. Quy khach vui long soan lai tin nhan. Tran trong cam on.",0,real,g2_bilstm_hard,0.45736963,0.5426304,1,0.5426304,False,FP
train,train_03230,"Xin chúc mừng chị là khách hàng may mắn nhận tin vào đúng KHUNG GIỜ 10 PHÚT VÀNG của ""VINFAST"" ngày hôm nay. Chị được nhận ưu đãi mua 1 chiếc xe điện gấp gọn ADO A16 với giá ưu đãi 286.000 (còn miễn phí ship)",1,real,g2_bilstm_hard,0.6287209,0.3712791,0,0.6287209,False,FN
train,train_03249,YH 888b - tang tan thu code 60K trai nghiem ( H6Y1Y1907T39X) choi thang rut ngay. Nap dau tang them 100% cuc hot. jOeR5Rv.Gezne.de i7V,1,real,g2_bilstm_hard,0.93006647,0.069933556,0,0.93006647,False,FN
train,train_03327,"[Viettel] QK vui long xac nhan so dien thoai 0865432109 van con su dung. Neu khong xac nhan truoc 17h hom nay, thue bao se bi thu hoi theo quy dinh.",1,synthetic_hard_positive,g2_bilstm_hard,0.566532,0.433468,0,0.566532,False,FN
train,train_03336,(T/B) - Ban da du d!eu k!en NHAN TIEN ho tro tu quy BHTN. Bam vao www.movnb.icu de lay. QUA_HAN SE KH0NG DUOC CHAP-NAHN!,1,real,g2_bilstm_hard,0.83244884,0.16755116,0,0.83244884,False,FN
train,train_03451,"Sơn đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,synthetic_hard_positive,g2_bilstm_hard,0.5185206,0.48147944,0,0.5185206,False,FN
train,train_03499,dE e jiUP Ank tk0ai m4i  d3m nay t3le: gvhkimngan,1,real,g2_bilstm_hard,0.90040237,0.09959764,0,0.90040237,False,FN
train,train_03725,"Reddi: Thue bao 0912345678 dang hoat dong bat thuong. De bao ve tai khoan, vui long goi 0899001122 de doi SIM moi bao mat hoan toan mien phi.",1,synthetic_hard_positive,g2_bilstm_hard,0.50947356,0.4905264,0,0.50947356,False,FN
train,train_03743,"Cty L4T1k F1lmz tuyển gấp nhân viên content TikTok. Nhận từ 15-30 triệu/tháng, lương 1.200.000đ/ngày. Độ tuổi 20-55. Hotline: 0912 345 678",1,paraphrased,g2_bilstm_hard,0.96304387,0.03695613,0,0.96304387,False,FN
train,train_03768,"DIEM NV2 KHONG TOT? BTEC FPT van con 30 co hoi cuoi, theo duoi NGANH HOC YEU THICH Nhan bang Anh Quoc, duoc gioi thieu viec lam btec.fpt.edu.vn/r/du 0329605828",1,real,g2_bilstm_hard,0.9697277,0.03027228,0,0.9697277,False,FN
train,train_03781,Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT da bat dau. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588. Tran trong,1,real,g2_bilstm_hard,0.9269713,0.07302869,0,0.9269713,False,FN
train,train_03788,"1/6 ap gem DWIN tag c()de 99k. x3 nap lan dau.choi gem bai,nohu,...tai: http://chutjf.space/r/Dbc8O0iBQe LH nhan c()de tele: http://chutjf.space/r/osO0ewBiiX Ac",1,real,g2_bilstm_hard,0.97586524,0.024134785,0,0.97586524,False,FN
train,train_03925,"Ong/Ba: Trung Tam Tin Dung F& TB de nI So CMND: *** 205. Chung toi nghi ngo Ong/Ba dang lam dung su tin nhiem chiem doat Tai San NHNNVN voi so tien: 48,554,336VND (tien goc). Canh bao lan cuoi truoc 16H Ngay 10/01/2020 thanh toan gap so tien toi thieu: 3,725,583VND cho NHNNVN. Tiep tuc tron tranh, bat hop tac, moi rui ro ve Uy tin, Danh du, Suc khoe tinh than va Tai san, Ong/Ba tu chiu trach nhiem.",1,real,g2_bilstm_hard,0.63905936,0.36094064,0,0.63905936,False,FN
train,train_03933,[TB] Chú đã đủ điều kiện nhận trợ cấp theo Quyết định số QĐ-2023/4567. Truy cập ngay http://trilienghe.com/tro-cap để nhận tiền. Quá hạn sẽ không được chấp thuận!,1,paraphrased,g2_bilstm_hard,0.52903533,0.47096467,0,0.52903533,False,FN
train,train_03942,"Hen h0 tinh m0t dem cung nhung em g@! xinh dep,sinh v!en , van phong ,single mom -. dang cho ban den ! Te|egram;https://sourl.cn/TTqB4A",1,real,g2_bilstm_hard,0.86591876,0.13408121,0,0.86591876,False,FN
train,train_03970,"Thue bao cua quy khach sap bi tam khoa 2 chieu, do chua nang cap len sim 4G. vui long lam theo huong dan cua nhan vien, de duoc ho tro nang cap mien phi va tiep tuc su dung dich vu. Xin cam on!",1,real,g2_bilstm_hard,0.99287707,0.007122929,0,0.99287707,False,FN
train,train_03980,Bo Cong An: Moi Nguyen Thi Xuan tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,synthetic_hard_positive,g2_bilstm_hard,0.7585118,0.24148825,0,0.7585118,False,FN
train,train_04032,[Vien Kiem sat] Can lam viec ve ho so BHXH cua Nguyen Van Hung. Co so du lieu cho thay co sai sot can chinh sua. Goi 18006699 de dat lich lam viec.,1,synthetic_hard_positive,g2_bilstm_hard,0.54187584,0.45812416,0,0.54187584,False,FN
train,train_04169,"[CANH CAO LAN CUOI]:Chung toi da nhac nho, canh cao nhieu lan nhung thai do cua O/b va nhung nguoi lien quan van bat hop tac.Truoc 17g 15/2 khong tt,Phong AN NINH ĐIỀU TRA se vao cuoc dieu tra toan bo thong tin, hinh anh cua O/B va nhung nguoi co lien quan se phai chiu trach nhiem hinh su. LH 84867256447 gap.",1,real,g2_bilstm_hard,0.8789583,0.121041715,0,0.8789583,False,FN
train,train_04245,[Cong an TP] Can lam viec ve ho so BHXH cua Pham Thi Huong. Co so du lieu cho thay co sai sot can chinh sua. Goi 1234/CV-CT de dat lich lam viec.,1,synthetic_hard_positive,g2_bilstm_hard,0.6317519,0.3682481,0,0.6317519,False,FN
train,train_04372,"THE THAO THUONG 2TR3, SLOT THUONG 230K TANG 90K KHI XAC MINH TAI KHOAN NAP TIEN LAN DAU TANG NGAY 50K DKY TAI: https://t.ly/oScnl lMEtM",1,real,g2_bilstm_hard,0.5573269,0.4426731,0,0.5573269,False,FN
train,train_04505,e G4ii mmu0N m4ng l4i ck0 ah su fucc Vu t0t nk4t t3le: tvhhanhthu,1,real,g2_bilstm_hard,0.9467268,0.05327319,0,0.9467268,False,FN
train,train_04662,"Ban van muon biet thong tin các cuộc gọi trong luc tat may, hoac ngoai vung phu song. Hay dang ky ngay dịch vụ MCA (BAO CUỘC GỌI NHO) Soan: DV MCA gui 9084",1,real,g2_bilstm_hard,0.930237,0.069763005,0,0.930237,False,FN
train,train_04795,"[TRUNG TÂM PHÒNG CHỐNG GIAN LẬN NGÂN HÀNG] Ông/Bà Nguyễn Văn Minh Trước 17h ngày hôm nay không thanh toán dứt điểm số tiền quá hạn 910.046 VNĐ. Chúng tôi đơn phương chấm dứt hợp đồng vay và gửi hồ sơ về Nhân viên thu hồi nợ tại nhà. Cùng Chính Quyền Địa Phương Huyện Bình Chánh xuống nhà tại địa chỉ cư trú Quận Gò Vấp, TP.HCM. Thanh lý hết tổng số tiền 19.137.909 VNĐ. Mọi chi phí phát sinh Ông/bà hoàn toàn chịu trách nhiệm.",1,real,g2_bilstm_hard,0.76613575,0.23386423,0,0.76613575,False,FN
train,train_04927,[MyID] Quý khách vui lòng cập nhật ảnh chân dung mới nhất theo quy định. Truy cập myid.gov.io ngay để tránh ngừng hoạt động tài khoản.,1,paraphrased,g2_bilstm_hard,0.50555897,0.494441,0,0.50555897,False,FN
train,train_05039,"Chào A/C em bên tài chính HIMAN Mình may mắn đc hỗ trợ vay với tỉ lệ thông quá cao, giải ngân nhanh Không mất phí, KHÔNG thẩm định người thân và chỉ cần có CCCD/CMND là vay được ạ. LH/ZL hỗ trợ 0746591731. Tele",1,real,g2_bilstm_hard,0.67859405,0.32140595,0,0.67859405,False,FN
train,train_05096,".(BIDV) Ban da dang ky dich vu toan cau ,moi thang thu phi 12.000.000 .Neu khong phai ban dang ky vui long vao www.ebidv.vip de huy",1,real,g2_bilstm_hard,0.5005541,0.49944595,0,0.5005541,False,FN
train,train_05150,"Mai đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,synthetic_hard_positive,g2_bilstm_hard,0.5911051,0.4088949,0,0.5911051,False,FN
train,train_05300,[TB] Chính phủ: Quý ông (bà) đã đủ tiêu chuẩn NHẬN TRỢ CẤP. Truy cập ngay www.hxhqz.top. QUÁ HẠN KHÔNG ĐƯỢC GIẢI QUYẾT! M7xL,1,paraphrased,g2_bilstm_hard,0.68555474,0.3144453,0,0.68555474,False,FN
train,train_05381,"Nếu không thanh toán đủ 15.500.000đ cho chúng tôi trước 17h ngày 13/10, anh Nguyễn Minh Triết (CMND: 046079231845) sẽ phải đối mặt với việc toàn bộ hình ảnh cá nhân và thông tin cá nhân bị công khai trên mọi nền tảng mạng xã hội, đồng thời thông báo tới nơi làm việc. Liên hệ ngay qua số 0987654321 để tránh hậu quả nghiêm trọng.",1,paraphrased,g2_bilstm_hard,0.570923,0.42907703,0,0.570923,False,FN
train,train_05405,Thí sinh lưu ý: Chỉ còn 2 ngày nữa để đăng ký nguyện vọng vào Đại học FPT bằng cách truy cập vào hệ thống hỗ trợ tuyển sinh chung của Bộ GD&ĐT theo địa chỉ: https://thisinh.thithptquocgia.edu.vn/. Hotline hỗ trợ tư vấn: 02873005588,0,real,g2_bilstm_hard,0.28622139,0.7137786,1,0.7137786,False,FP
train,train_05445,"Theo NQ-116, Ong(Ba) da du d!eu k!en NHAN TIEN h0 tro tu quy B/H/T/N. Bam vao www.wtudl.icu de. QUA' HAN SE KH0NG DUOC CHAP NHAN! SP0s",1,real,g2_bilstm_hard,0.7098522,0.29014778,0,0.7098522,False,FN
train,train_05559,(QUY-BHTN) 2024_K123 QUYET DINH cap phat tro cap THAT NGHIEP. Nhan tai: web.ho-tro-2024.asia. QUA HAN SE MAT QUYEN!,1,paraphrased,g2_bilstm_hard,0.82367986,0.17632014,0,0.82367986,False,FN
train,train_05679,(Vietcombank) Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai. Neu khong phai ban dang tieu dung vui long nhap vao https://i -vietcombank .com,1,real,g2_bilstm_hard,0.8640804,0.13591959,0,0.8640804,False,FN
train,train_05776,[TB] Đợt hỗ trợ: Ông (Bà) vừa đủ điều kiện nhận 15 triệu đồng. Truy cập ngay link www.abcxyz.mn. QUÁ THỜI HẠN SẼ KHÔNG HOÀN TRẢ!,1,paraphrased,g2_bilstm_hard,0.539922,0.46007803,0,0.539922,False,FN
train,train_05857,"Vietcombank nhan duoc yeu cau KICH HOAT LAI UNG DUNG VCB DIGIBANK. Neu Quy khach KHONG CHU DONG yeu cau, TUYET DOI KHONG CUNG CAP HOAC XAC NHAN BANG MA OTP de tranh rui ro bi CHIEM DOAT TAI KHOAN. Neu Quy khach yeu cau, vui long nhap ma xac nhan 788435, hieu luc 1 phut de hoan tat kich hoat.",0,real,g2_bilstm_hard,0.48502332,0.5149767,1,0.5149767,False,FP
train,train_06088,"(ca si no) trực tuyến phú quốc hoan nghênh bạn, kết bạn zalo gái xinh  để được hướng dẫn nhận ngay 200k zalo:: 056376730",1,real,g2_bilstm_hard,0.81127155,0.18872842,0,0.81127155,False,FN
train,train_06194,"Ban da dang ky thanh cong tai khoan DigiLife. Tai khoan: 0867256447, mat khau: 15^HSRy6.Hay tai ung dung de cung tro chuyen voi ban be va trai nghiem nhieu tien ich hap dan. Android: https://bit.ly/digilifeandroid iOS: https://bit.ly/digilifeios",0,real,g2_bilstm_hard,0.34761232,0.6523877,1,0.6523877,False,FP
train,train_06202,Tuyen sinh Thac si QKTD Quoc te IEMBA cua DH Quan Tri Paris (Top 10 Truong KD hang dau cua Phap). Ctrinh lien ket cung DH Kinh te Qdan. 0931702696. www.pgsm.edu.vn,1,real,g2_bilstm_hard,0.97887474,0.021125272,0,0.97887474,False,FN
train,train_06402,"Nhan thay co hanh vi LOI DUNG TIN NHIEM, CHIEM DOAT TAI SAN. yc tt gap truoc 13g 16/2/2025, neu van bat hop tac ben toi ban giao HS den Trung Tam Quan Ly No Quoc Gia CIC (gay anh huong den uy tin- danh du- tai san- gia dinh va nhung nguoi co lien quan) toan bo hinh anh, bang chung vi pham. LH 0867256447 de giai quyet.",1,real,g2_bilstm_hard,0.99857104,0.0014289654,0,0.99857104,False,FN
train,train_06559,"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co loi nhan tu TB 0848836182 vao luc 08:09 27/03/2025. Voi noi dung: kính chào quý khách đây là cuộc gọi tự động từ ngân hàng FE Credit nhằm hỗ trợ thông tin khoản vay quý khách vui lòng nghe hết cuộc gọi và làm theo hướng dẫn để hệ thống ghi nhận cam kết thanh toán quý khách hiện có khoản vay quán hạn cao ngày nhất là 450 ngày tổng số tiền quá hạn cần thanh toán trong hôm nay là 6367474 đồng quý khách vui lòng thanh toán ngay hôm nay để tránh bị chuyển nhóm nợ cao hơn và ảnh hưởng đến việc vay vốn tại các tổ chức tín dụng nếu quý khách đã thanh toán vui lòng bấm phím một cam kết thanh toán ngay hôm nay vui lòng nhấn phím hai cần gặp tổng đài viên vui lòng nhấn phím ba kính chúc quý khách một ngày tốt lành xin cảm ơn và tạm biệt quý khách kính chào quý khách đây là cuộc gọi tự động từ ngân hàng... De nghe loi nhan thoai, vui long bam goi 106226 (mien phi).",1,real,g2_bilstm_hard,0.9945665,0.005433492,0,0.9945665,False,FN
train,train_06588,[MSB] Phong An Ninh: Tai khoan cua QK Ngo Thi K lien quan den giao dich dang duoc dieu tra. Vui long goi 19001111 truoc 17h de giai trinh.,1,synthetic_hard_positive,g2_bilstm_hard,0.6260791,0.3739209,0,0.6260791,False,FN
train,train_06708,"HUIT-Chucmung Ban da TRUNG TUYEN CHINH THUC! Moi ban den HUIT nhap hoc tu ngay 18/8 den 17h00 ngay 27/8/2024. Dong thoi HUIT tang ngay uu dai 3 trieu dong danh cho 2.000 thi sinh nhap hoc som nhat. Tra cuu ket qua tai: huit.edu.vn/kqtt. Lien hẹ: 02871085555, 0949981717, Zalo:",1,real,g2_bilstm_hard,0.64060354,0.35939646,0,0.64060354,False,FN
train,train_06722,Em xin chúc mừng chị đã là khách hàng may mắn nhận tin vào đúng KHUNG GIỜ 10 PHÚT VÀNG của VINFAST ngày hôm nay. Chị được nhận ưu đãi mua 1 chiếc xe điện gấp gọn ADO A16 với giá ưu đãi 286.000 VNĐ (Miễn Phí ship). Chị chọn 1 (trả lời) đồng ý / ừ em đăng ký cho chị mua sản phẩm này với giá 286.000 VNĐ chị nhé,1,real,g2_bilstm_hard,0.76755977,0.23244026,0,0.76755977,False,FN
train,train_06851,"Mình vừa kiếm bộn tiền chỉ trong 1 tháng nhờ app này. Tham gia ngay bằng cách xem video và chia sẻ thôi, dễ như ăn kẹo ấy!",1,paraphrased,g2_bilstm_hard,0.6816484,0.31835166,0,0.6816484,False,FN
train,train_06887,"Trang đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,synthetic_hard_positive,g2_bilstm_hard,0.58404535,0.41595465,0,0.58404535,False,FN
train,train_07027,Mời bạn tham gia  Webinar: 1001 sự thật về FPT. Hẹn gặp tại Zoom ID: 862 4470 8778 hoặc link zoom: https://us02web.zoom.us/j/86244708778 Pass: FPT. Hỗ trợ kỹ thuật tại: https://www.facebook.com/FPTU.HCM,0,real,g2_bilstm_hard,0.09115523,0.90884477,1,0.90884477,False,FP
